stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,487.58,8302.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,422.94,5302.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.59,12.26,0,0,67.43,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,70.98,0,105.15,0,0,0,365.39,0,0,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,2534.08,70.98,0,0,704.5,0,2.63,21.03,0,0,0,0,0,0,0,0,0,0
 10-12,0,100.7,0,107,0,18.88,0,409.11,0,0,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,3209.91,37.76,0,0,918.92,0,0,15.73,6.29,100.7,0,9.44,6.29,0,0,0,0,0
 14-21,0,0,1,25,233,69,0,235,1,0,56,16,0,4,1,9,1,1,0,0,150,0,0,123,2363,43,12,29,51,0,29,2,189,12,1,148,716,0,0,11,0,0
 24-34,0,0,0,13.13,80.44,49.25,0,428.49,1.64,1.64,41.04,3.28,0.82,4.1,2.46,6.57,3.28,5.75,7.39,0,320.95,4.1,0.82,123.95,1878.94,9.85,10.67,21.34,0.82,0,73.88,0,0.82,5.75,0,13.13,435.87,0,0,30.37,0,7.39
 36-46,0,0,0,0.81,35.45,5.64,0,374.64,3.22,0,27.39,4.03,0,4.83,4.03,3.22,4.03,4.83,1.61,0,198.19,1.61,6.45,73.32,767.8,1.61,1.61,12.09,0,0,31.42,0,0,1.61,0,0,196.58,0,0,18.53,0,12.09
 48-58,0,0,0,0.57,20.66,1.15,0,285.18,2.3,7.46,29.84,4.02,0,3.44,6.31,1.15,3.44,1.72,1.72,0,184.19,0,6.31,57.38,291.49,1.15,1.15,2.3,0,0,7.46,0,0,0.57,0,0,48.77,0,0,13.2,0,4.02
 60-70,0,0,0,0,34.35,3.93,0.98,175.69,5.89,1.96,50.06,4.91,0,0,4.91,0,6.87,0.98,0.98,1.96,139.38,0,7.85,21.59,184.53,3.93,2.94,1.96,0,0,4.91,0,0,0,0,0,6.87,0,0.98,10.8,0,3.93
 72-82,0,0,0.98,0,19.63,2.94,0,86.39,0.98,6.87,32.39,9.82,0,5.89,1.96,1.96,1.96,0.98,1.96,0,149.21,0.98,4.91,37.3,171.79,0.98,0.98,1.96,0,0.98,9.82,0,0,0,0,0,1.96,0,3.93,12.76,0,0.98
 84-94,0,0,0,0,57.35,1.06,0,92.4,4.25,3.19,37.17,9.56,0,2.12,13.81,2.12,5.31,4.25,3.19,2.12,123.2,0,7.43,33.99,106.2,3.19,3.19,1.06,0,1.06,13.81,0,0,4.25,0,0,1.06,1.06,0,19.12,1.06,2.12
 96-106,1.09,0,0,0,39.34,2.19,1.09,60.11,2.19,7.65,34.97,13.11,0,2.19,3.28,0,5.46,3.28,3.28,1.09,115.84,0,4.37,15.3,103.82,0,2.19,8.74,0,4.37,16.39,0,0,0,0,0,3.28,2.19,0,20.76,1.09,1.09
108-118,0,0,0,0,44.43,3.06,0.77,56.68,0.77,3.83,37.53,8.43,0,1.53,6.89,0.77,11.49,0.77,2.3,1.53,93.45,0.77,2.3,19.15,131.75,5.36,4.6,4.6,0,1.53,17.62,0,0,3.83,0,0,1.53,2.3,0.77,25.28,0.77,0.77
120,0,0,0,0,64.67,11.76,0,50.95,5.88,1.96,43.12,9.8,0,0,9.8,1.96,5.88,1.96,3.92,0,103.87,1.96,1.96,29.4,88.19,0,5.88,1.96,0,0,5.88,0,0,5.88,0,0,0,0,1.96,13.72,1.96,1.96
