stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,12.59,0,6.29,0,0,0,0,0,0,0,84.97,0,0,0,0,0,0,0,0,0,0,0,50.35,3.15,0,0,12.59,0,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,11,131,27,0,3,0,0,0,0,11,3,0,0,20,0,0,1,16,7,6,0,0,13,106,0,0,0,0,1,0,2,5,1,4,12,0,0,5,0,0
 24-34,0,1.64,2.46,80.44,1.64,0,56.64,0,15.6,0,0.82,3.28,0.82,0,0,52.53,0,0,1.64,91.94,25.45,36.94,0,0,51.71,9.03,1.64,6.57,0.82,0,3.28,0,0,0.82,0,0,7.39,0,0,13.95,0,4.1
 36-46,0,0.81,2.42,57.2,0,0,24.98,0.81,29.81,0.81,0,3.22,1.61,0.81,0,17.72,0,0.81,2.42,83.79,30.62,23.36,0,4.83,33.03,6.45,2.42,3.22,0,0.81,1.61,0,0,1.61,0,0,4.03,0,0,9.67,0,0
 48-58,0,0.57,0,64.27,0.57,0,22.95,0.57,36.72,1.72,5.16,0,1.15,0.57,0,10.33,1.15,1.15,0,78.61,27.54,30.41,0.57,6.31,32.13,2.3,1.72,6.31,0,0.57,5.16,0,0,0,0,0,4.59,0,0.57,17.21,0,0.57
 60-70,0,1.96,0,54.97,0.98,0,27.48,0.98,49.08,0,13.74,7.85,1.96,0.98,0,7.85,1.96,3.93,0,49.08,36.32,28.46,0,2.94,28.46,1.96,2.94,9.82,0,0,1.96,0,0,0.98,0,0,2.94,1.96,1.96,15.7,0,0.98
 72-82,0,2.94,0,65.77,4.91,0,37.3,0,52.03,1.96,11.78,45.16,2.94,1.96,1.96,21.6,0,8.83,2.94,56.94,52.03,55.95,0,6.87,54.97,0,5.89,18.65,0,0,1.96,0,0,1.96,0,0,2.94,1.96,2.94,33.38,2.94,0
 84-94,0,6.37,0,93.46,2.12,1.06,46.73,1.06,89.21,2.12,5.31,70.09,4.25,2.12,5.31,7.43,3.19,8.5,1.06,97.71,46.73,61.6,1.06,5.31,30.8,2.12,6.37,26.55,0,0,6.37,0,0,4.25,0,0,5.31,3.19,0,30.8,0,0
 96-106,0,3.28,0,104.91,12.02,0,50.27,0,73.22,3.28,12.02,98.36,1.09,4.37,2.19,14.21,1.09,17.49,2.19,73.22,48.09,75.41,0,1.09,42.62,0,9.84,30.6,0,1.09,13.11,0,0,2.19,0,0,2.19,3.28,3.28,19.67,2.19,0
108-118,0,1.53,0,117.96,13.79,3.06,58.98,0,107.23,0.77,15.32,111.06,0,2.3,5.36,9.96,2.3,7.66,3.06,103.41,57.45,62.04,0.77,0.77,49.02,2.3,6.89,26.04,0,0,8.43,0,0,2.3,0,0,1.53,3.06,0.77,24.51,0.77,0
120,0,0,0,82.31,25.48,3.92,43.12,0,97.99,0,7.84,78.39,0,0,5.88,17.64,0,23.52,0,43.12,64.67,48.99,3.92,5.88,72.51,0,1.96,45.08,0,0,13.72,0,0,1.96,0,0,1.96,1.96,1.96,23.52,0,0
