stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,2055.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,2274.09,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,57.83,0,55.2,0,0,194.52,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,1892.67,39.43,0,0,549.4,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,40.91,0,3.15,91.26,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,667.16,34.62,0,0,248.61,0,3.15,6.29,31.47,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,2,23,6,2,0,0,0,3,1,0,0,0,1,0,0,0,0,10,0,0,12,165,1,0,2,3,0,0,12,1,0,13,39,0,0,0,0,0
 24-34,0,0,0.82,2.46,10.67,0,45.15,0,0,0.82,9.03,1.64,0,0,0,0.82,0,0.82,0,0.82,32.83,0.82,0,11.49,407.14,1.64,0.82,4.93,0,0,2.46,0,0,0,3.28,87.83,0,0,4.93,0,0
 36-46,0,0,0,0,2.42,0,36.26,0,0,1.61,21.75,0,0,0,0,0.81,0,0,0,0,28.2,0,0,8.06,202.22,0,0.81,0.81,0,0,4.83,0,0.81,0,0,43.51,0,0,0.81,0,0.81
 48-58,0,0,0,0,3.44,0,65.99,0,1.15,2.87,32.13,0.57,0,0,0.57,0,0.57,2.3,0,1.15,60.82,1.15,0.57,10.9,141.73,1.15,1.72,1.72,0,1.15,2.3,0,0,0,0,52.79,0,1.72,1.15,0,1.72
 60-70,0,0,0,0,6.87,0,79.5,0,1.96,3.93,43.19,1.96,0,0,0,1.96,2.94,1.96,0,0,90.3,0,0.98,8.83,104.04,2.94,0,1.96,0,1.96,0.98,0,0,0,0,22.58,0,3.93,3.93,0,0
 72-82,0,0,0.98,0,3.93,3.93,38.28,0,0,0.98,23.56,0,0,0.98,0,0.98,1.96,0.98,0,0,67.73,0,0.98,12.76,63.81,0.98,0,4.91,0,0,4.91,0,0.98,0,0,5.89,1.96,0,7.85,2.94,0
 84-94,0,0,2.12,0,10.62,4.25,31.86,0,1.06,3.19,20.18,0,1.06,0,2.12,3.19,3.19,1.06,0,0,64.78,0,5.31,5.31,49.92,0,1.06,3.19,0,0,9.56,0,2.12,0,0,8.5,0,1.06,3.19,2.12,2.12
 96-106,0,0,1.09,0,7.65,7.65,33.88,0,1.09,3.28,17.49,2.19,0,1.09,2.19,0,1.09,1.09,0,0,46.99,1.09,3.28,12.02,32.79,3.28,1.09,5.46,0,0,10.93,0,0,0,0,2.19,0,1.09,2.19,3.28,1.09
108-118,0,0,0,0,7.66,1.53,14.55,0.77,0.77,3.83,11.49,0.77,0,0.77,2.3,3.06,0,0.77,0,0,41.36,0,0.77,3.83,42.89,0,0.77,2.3,0,1.53,3.06,0,0,0.77,0,0.77,0.77,1.53,3.83,3.06,3.06
120,0,0,0,0,3.92,0,23.52,1.96,1.96,1.96,13.72,0,0,1.96,1.96,0,0,1.96,1.96,0,41.16,0,3.92,13.72,35.28,1.96,0,0,0,0,3.92,0,0,0,0,3.92,0,0,5.88,1.96,0
