stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,1739.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,784.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,12.26,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,7.89,0,0,0,7.89,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,63.09,5.26,0,0,47.32,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,6.29,0,0,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,2,13,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,2,34,1,0,1,1,0,6,1,3,2,5,9,0,0,3,0,0
 24-34,0,0,0,1.64,4.93,0,0,5.75,0,0,0,0.82,0.82,0,0.82,0,3.28,0,0,0.82,0.82,8.21,0.82,0.82,4.1,50.89,0,4.93,0.82,0,0,26.27,0,0,1.64,0,9.85,0,0,5.75,0,0.82
 36-46,0,0,0,0,2.42,0,0,5.64,0,0,0,0.81,0,0,0.81,0.81,0,0,0,0,0.81,6.45,0.81,0,0.81,86.21,0.81,2.42,0,0,0,18.53,0,0,0,0,29,0,0,0.81,0,1.61
 48-58,0,0,0,0,1.15,0.57,0,13.2,0,0,0,5.74,0,1.15,0.57,0.57,0,0.57,0.57,0,0.57,13.77,0.57,0.57,0.57,72.3,0,2.3,0,0,0,13.2,0,0,0,0,20.08,0,0,0.57,0,1.15
 60-70,0,0,0,0.98,1.96,0.98,0,46.13,0,0,0,6.87,0.98,0.98,0,0.98,0,0.98,0.98,0,1.96,10.8,0,0,0,131.52,0.98,2.94,0,0,0,12.76,0,0,0.98,0,24.54,0,0,0,0,1.96
 72-82,0,0,0.98,0.98,4.91,2.94,0,49.08,0,0,0,16.69,2.94,0,0,1.96,1.96,1.96,0,0.98,3.93,30.43,0.98,1.96,4.91,152.16,0,2.94,0,0,0.98,24.54,0,0,0,0,23.56,0,1.96,7.85,0,1.96
 84-94,0,0,0,0,6.37,0,0,33.99,0,2.12,1.06,8.5,1.06,0,0,3.19,2.12,3.19,1.06,1.06,3.19,21.24,0,2.12,6.37,72.22,0,4.25,2.12,0,0,73.28,0,0,2.12,0,7.43,1.06,1.06,5.31,0,1.06
 96-106,0,0,0,1.09,19.67,2.19,1.09,16.39,0,0,0,9.84,4.37,0,1.09,7.65,5.46,2.19,0,1.09,1.09,34.97,2.19,3.28,2.19,61.2,0,4.37,0,0,0,109.28,0,0,0,0,6.56,3.28,1.09,9.84,1.09,1.09
108-118,0,0,0,1.53,19.92,0.77,0,19.15,0,3.83,1.53,12.26,7.66,0,0,7.66,10.72,3.83,0.77,3.06,6.89,27.57,3.06,1.53,3.83,74.3,0,3.83,3.06,0,0,95.75,0,0,1.53,0,5.36,2.3,0.77,7.66,2.3,1.53
120,0,0,0,1.96,17.64,3.92,0,9.8,1.96,1.96,0,9.8,5.88,0,0,3.92,1.96,0,3.92,3.92,3.92,19.6,3.92,0,1.96,68.59,0,1.96,0,0,0,146.98,0,0,3.92,0,13.72,0,0,3.92,0,0
