stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,9.44,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,0,28.32,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9,0,0,4,0,0,3,0,0,1,0,2,0,1,3,0,10,0,0,2,62,1,2,0,1,0,1,1,6,1,0,12,23,0,0,0,0,0
 24-34,0,0,0,0,4.93,0.82,0,19.7,0.82,0,7.39,0,0,0,0.82,0,0,0.82,1.64,0,13.95,0,0,9.85,230.66,2.46,2.46,3.28,0,0,9.85,0,0,1.64,0,0.82,74.7,0,0,3.28,0,0
 36-46,0,0,0,0,2.42,0.81,0,52.37,0,0,18.53,0,0,1.61,0,0.81,0,0.81,0,0.81,32.23,0,0,10.47,335.16,0.81,5.64,4.83,0,0,12.89,0,0,2.42,0,0,82.98,0,0,4.83,0,0.81
 48-58,0,0,0,0,3.44,0,0,107.3,0.57,4.02,32.71,0.57,0,0,0,1.15,1.15,0,0.57,0.57,41.89,0.57,1.72,10.33,385.02,0.57,3.44,2.87,0,0,3.44,0,0,0,0,0,80.33,0,0.57,3.44,0,1.15
 60-70,0,0,0.98,0,5.89,0,0,205.14,1.96,0.98,43.19,0.98,0.98,0,1.96,0,0,0,0,0,50.06,0,0.98,5.89,437.76,1.96,5.89,2.94,0,0.98,6.87,0,0,0,0,0,49.08,0,0,0.98,0.98,1.96
 72-82,0,0,0.98,0,3.93,2.94,0.98,203.2,0,5.89,49.08,1.96,0,2.94,0,0.98,0.98,0.98,5.89,0,63.81,0,2.94,7.85,378.92,0.98,0.98,7.85,0,0,6.87,0,0,0.98,0.98,0,32.39,0,2.94,4.91,0.98,0.98
 84-94,0,0,0,0,9.56,1.06,3.19,138.06,3.19,2.12,31.86,14.87,0,1.06,5.31,1.06,0,1.06,3.19,0,50.98,1.06,5.31,6.37,208.16,0,3.19,7.43,0,0,21.24,0,0,2.12,0,0,14.87,1.06,1.06,11.68,2.12,0
 96-106,0,0,1.09,0,10.93,3.28,3.28,119.12,1.09,3.28,22.95,9.84,0,1.09,2.19,1.09,1.09,2.19,7.65,0,40.44,2.19,1.09,5.46,157.37,0,1.09,10.93,0,1.09,15.3,0,0,2.19,0,0,6.56,0,2.19,7.65,3.28,1.09
108-118,0,0,1.53,0,3.83,3.06,8.43,75.06,0,0.77,16.85,19.92,0,0.77,3.06,4.6,0,3.83,6.13,0,33.7,0.77,0.77,3.83,157.79,2.3,3.83,6.13,0,0.77,9.19,0,0,0,0,0,8.43,0,1.53,6.13,1.53,0.77
120,0,0,0,1.96,5.88,1.96,0,48.99,0,0,9.8,19.6,0,1.96,1.96,1.96,0,0,0,0,9.8,0,0,0,166.58,0,1.96,3.92,0,0,3.92,0,0,0,0,0,0,0,1.96,0,1.96,0
