stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,579.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.48,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,239.06,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,643.61,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,0,0,2.63,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,92,2.63,0,0,15.77,0,102.52,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,119.58,6.29,0,0,28.32,0,59.79,0,3.15,0,0,0,0,0,0,0,0
 14-21,1,0,0,1,142,4,0,5,0,1,0,0,5,5,0,0,41,0,0,0,0,3,11,0,4,55,2,0,8,1,0,979,7,2,1,2,19,0,0,2,0,0
 24-34,0,0,0,0,16.42,0.82,0,8.21,0,1.64,0,1.64,2.46,0.82,0,0,64.85,0,0.82,0,0,8.21,27.09,0,3.28,110.82,0.82,4.1,0.82,0,0,1473.44,0,0.82,0.82,0.82,11.49,0,0,1.64,0,0.82
 36-46,0,0,0,0,16.11,0,0,9.67,0,12.09,0,0.81,3.22,0,0.81,0.81,37.87,0,0,0,0,11.28,28.2,0,2.42,71.7,0.81,6.45,0,0,0,1489.68,0,0.81,0,0,17.72,0,0,0.81,0,2.42
 48-58,0,0,0,0.57,22.38,0.57,0,14.35,0,21.23,0,5.16,0.57,0.57,0,0,7.46,0,0,0,0,6.31,18.94,0,1.72,44.18,0.57,4.02,0,0,0,1167.12,0,0.57,0,0,14.35,0,0,0,0,1.15
 60-70,0,0,0,0,59.87,0,0,26.5,0,23.56,0,2.94,0.98,0,0,0.98,22.58,0,0,1.96,0,9.82,19.63,0,1.96,62.82,0,4.91,1.96,0,0,1168.99,0,0.98,0,0,6.87,2.94,0,0.98,0,1.96
 72-82,0,0,0,0,150.19,3.93,0,32.39,0,42.21,0.98,8.83,11.78,1.96,0,0,61.84,0,0.98,0,0,18.65,24.54,0,0.98,72.64,0,9.82,2.94,0,0,1331.13,0,0,0.98,0,6.87,9.82,0,1.96,0.98,0.98
 84-94,0,0,0,1.06,326.05,3.19,1.06,26.55,0,123.2,0,5.31,26.55,2.12,0,2.12,113.64,0,0,1.06,0,8.5,47.79,0,2.12,29.74,0,24.43,0,0,0,3539.77,0,5.31,0,0,0,46.73,0,3.19,1.06,0
 96-106,0,0,3.28,1.09,483.04,10.93,0,39.34,2.19,169.39,2.19,18.58,81.96,0,1.09,5.46,180.32,3.28,9.84,2.19,0,22.95,71.04,1.09,5.46,83.06,0,33.88,2.19,0,0,3750.65,0,2.19,2.19,0,3.28,46.99,1.09,0,1.09,3.28
108-118,0,0,0.77,3.06,447.32,1.53,3.83,29.87,0.77,236.68,3.06,7.66,66.64,0,0,3.06,176.94,0.77,0,1.53,1.53,18.38,68.17,0.77,4.6,62.81,0.77,26.81,3.06,0,0.77,3155.77,0,6.89,0,0,3.06,44.43,0,3.83,1.53,0
120,0,0,0,0,254.77,5.88,0,11.76,0,129.35,0,1.96,19.6,0,0,0,70.55,0,0,1.96,0,11.76,37.24,3.92,0,60.75,0,7.84,0,0,0,1573.71,0,1.96,0,0,1.96,11.76,0,1.96,1.96,3.92
