stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,263.56,1475.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,392.3,2335.39,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,104.2,24.52,0,0,49.04,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,99.89,78.86,0,78.86,0,2.63,152.47,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,1154.01,160.35,0,0,1140.86,0,5.26,15.77,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,56.65,0,179.38,0,9.44,220.29,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,1677.33,94.41,0,0,1372.08,0,0,3.15,3.15,166.79,0,22.03,3.15,0,0,0,0,0
 14-21,0,0,0,4,296,81,56,0,2,0,25,11,0,0,1,1,0,2,0,0,88,0,0,56,499,30,2,12,72,0,2,0,389,19,17,244,341,0,0,14,0,0
 24-34,0,0,0,3.28,84.55,4.93,86.19,0,6.57,5.75,13.95,0.82,0.82,0,1.64,4.93,0.82,5.75,0.82,0.82,77.98,1.64,0,45.97,516.32,4.1,6.57,7.39,0,0.82,1.64,0,0.82,1.64,0,44.33,190.44,0,0,9.85,0,1.64
 36-46,0,0,0,0,16.92,0,85.4,0,0.81,4.83,28.2,0,0,0.81,0.81,0.81,0,4.03,0.81,0,77.34,1.61,4.03,31.42,315.02,1.61,3.22,4.03,0,0,4.03,0,0,0.81,0,0.81,125.68,0,0,7.25,0,0
 48-58,0,0,0,0,13.77,0,61.4,0.57,2.3,12.62,33.28,1.15,0,1.15,0.57,0,0.57,1.72,0,0,80.91,0.57,4.02,14.92,201.98,0,1.15,6.31,0,0,1.15,0,0,0,0,0,82.63,0,0.57,4.02,0,1.72
 60-70,0,0,0,0,22.58,0,94.23,0,2.94,6.87,67.73,0.98,0,2.94,3.93,0.98,0,8.83,0,0,174.71,1.96,5.89,19.63,248.33,0,0.98,7.85,0,2.94,0.98,0,0,0,0,0,61.84,0.98,1.96,10.8,0.98,2.94
 72-82,0,0,0.98,0,24.54,0,69.7,0,0,18.65,62.83,2.94,0,1.96,2.94,0,0,4.91,0.98,0,121.73,2.94,3.93,14.72,186.52,0,2.94,4.91,0,2.94,0.98,0,0,0,0,0,18.65,2.94,0,5.89,3.93,0
 84-94,0,0,2.12,0,58.41,1.06,54.16,0,7.43,14.87,55.23,7.43,2.12,1.06,4.25,0,3.19,13.81,1.06,0,124.26,2.12,5.31,29.74,134.88,0,6.37,4.25,0,0,6.37,0,0,1.06,1.06,0,27.61,7.43,4.25,8.5,4.25,0
 96-106,0,0,0,0,56.83,1.09,48.09,0,5.46,7.65,52.46,7.65,0,1.09,5.46,6.56,0,12.02,0,0,130.05,3.28,4.37,22.95,107.1,1.09,5.46,9.84,0,0,7.65,1.09,0,0,1.09,0,6.56,4.37,0,5.46,7.65,2.19
108-118,0,0,0,0,42.89,0,26.04,0.77,6.13,6.89,34.47,4.6,0,0.77,3.83,6.89,0.77,4.6,0,0,117.96,0.77,3.83,11.49,99.58,0,1.53,10.72,0,1.53,0.77,0,0,3.06,0,0,6.13,5.36,0,3.83,0.77,0
120,0,0,0,0,25.48,0,33.32,0,7.84,3.92,52.91,5.88,0,0,0,3.92,0,7.84,0,0,64.67,1.96,3.92,11.76,74.47,1.96,0,5.88,0,0,9.8,0,0,0,0,0,5.88,1.96,0,5.88,1.96,0
