stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1,6,141,6,0,15,0,0,0,1,3,5,0,0,4,0,1,0,1,32,1,0,59,199,86,5,6,11,0,43,0,23,5,5,27,45,0,0,2,0,0
 24-34,0,0,4.1,30.37,0,0,44.33,0,2.46,0.82,2.46,4.1,1.64,0,0,18.88,0,1.64,1.64,0.82,124.77,4.1,0,74.7,182.23,18.88,21.34,5.75,0,0,107.53,0,0,0.82,0,1.64,10.67,0,0,0.82,0,0
 36-46,0,0,0.81,13.7,0.81,0,47.53,0,0.81,2.42,11.28,2.42,0,0,0,0.81,0,1.61,1.61,0.81,132.13,2.42,2.42,41.89,119.24,12.89,12.89,2.42,0,0,66.06,0,0,0.81,1.61,0,16.11,0,0,0,0,0
 48-58,0,0,0.57,16.07,1.15,0,39.02,0,2.3,0.57,13.2,0,2.3,0,0,2.3,0.57,3.44,1.72,0,131.4,4.02,0.57,25.25,88.94,3.44,10.9,5.74,0.57,0,64.84,0,0,1.15,1.72,0,7.46,0,0,2.87,0,1.15
 60-70,0.98,0,0,21.59,1.96,0,44.17,0,3.93,0,17.67,6.87,0.98,0.98,0,1.96,0,0.98,0,0,164.9,1.96,4.91,27.48,57.91,5.89,9.82,3.93,0,0,59.87,0,0,0,1.96,0,7.85,0.98,0,0,0,0
 72-82,0,6.87,0.98,27.49,5.89,0,47.12,0,4.91,3.93,17.67,12.76,0.98,0,0.98,8.83,0.98,6.87,0,0,211.06,7.85,0.98,27.49,73.62,3.93,23.56,13.74,0,0.98,52.03,0,0,0.98,1.96,0,3.93,5.89,0.98,0.98,0.98,0
 84-94,0,2.12,0,45.67,12.74,1.06,42.48,2.12,6.37,3.19,15.93,11.68,1.06,0,5.31,5.31,0,8.5,1.06,0,132.75,5.31,5.31,31.86,38.23,7.43,24.43,8.5,0,0,135.94,0,0,2.12,1.06,0,8.5,5.31,1.06,0,0,1.06
 96-106,0,2.19,0,62.29,6.56,4.37,31.69,4.37,8.74,0,17.49,28.41,0,0,2.19,13.11,2.19,16.39,1.09,0,98.36,9.84,3.28,12.02,40.44,4.37,39.34,14.21,0,0,138.79,1.09,0,1.09,0,0,2.19,9.84,2.19,1.09,5.46,0
108-118,0,3.83,1.53,49.02,9.96,7.66,35.23,1.53,3.83,0.77,14.55,16.09,0,0,0,8.43,0,4.6,0.77,0,89.62,2.3,0.77,16.09,50.55,5.36,18.38,10.72,0,0,74.3,0,0,4.6,0.77,0,0.77,6.89,0,0.77,1.53,0
120,0,3.92,0,52.91,0,3.92,25.48,0,11.76,0,5.88,21.56,0,0,1.96,11.76,0,3.92,0,0,88.19,7.84,3.92,19.6,41.16,9.8,11.76,3.92,0,0,129.35,0,0,0,1.96,0,0,5.88,3.92,0,1.96,0
