stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,43,4,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,7,0,0,5,12,199,0,0,0,0,4,0,2,0,0,6,13,0,0,9,0,0
 24-34,0,0,2.46,69.77,3.28,0,6.57,0,9.03,1.64,0.82,1.64,0.82,18.88,0,0,0.82,0,0.82,0,56.64,0,0.82,13.13,48.43,115.74,0,3.28,0,0,45.97,0,0,0,0,11.49,9.85,0,0,179.77,0,1.64
 36-46,0,0,0.81,16.92,0.81,0,8.06,0.81,13.7,7.25,0.81,0,0,28.2,0,0,2.42,0,0,0.81,104.74,0.81,2.42,16.11,61.23,145.02,0,2.42,0,0,45.12,0,0,0,4.83,0,6.45,0,0,196.58,0.81,0.81
 48-58,0.57,0,0,2.87,1.15,0,11.48,0,6.31,4.02,6.89,0,0,33.28,0,0,0,0,0,2.3,190.5,0.57,6.31,32.71,63.12,88.37,0,1.15,0,2.3,22.38,0,0,0,0.57,0,3.44,0,4.02,147.47,0.57,1.15
 60-70,0,0,0,3.93,1.96,0,18.65,0.98,11.78,4.91,33.37,1.96,0,23.56,0,0.98,0,0.98,2.94,2.94,582.04,0,14.72,40.24,76.56,65.76,0,4.91,0,5.89,35.33,0,0,0,0,0,5.89,1.96,19.63,114.84,3.93,5.89
 72-82,0,0,0,8.83,0.98,0,37.3,1.96,2.94,7.85,29.45,2.94,0.98,28.47,0.98,1.96,0.98,1.96,2.94,0.98,879.57,0,31.41,53.01,80.5,61.84,0.98,5.89,0,9.82,6.87,0,0,0.98,0,0,7.85,3.93,27.49,154.12,17.67,11.78
 84-94,1.06,0,0,12.74,2.12,0,44.61,0,12.74,4.25,19.12,9.56,0,13.81,2.12,2.12,1.06,0,2.12,6.37,654.22,0,45.67,31.86,61.6,90.27,0,7.43,0,6.37,22.3,0,0,0,0,0,6.37,12.74,22.3,143.38,25.49,4.25
 96-106,0,0,1.09,29.51,2.19,0,52.46,3.28,4.37,7.65,28.41,4.37,0,41.53,5.46,5.46,2.19,1.09,4.37,2.19,685.21,1.09,43.71,30.6,71.04,74.31,0,12.02,0,12.02,19.67,0,0,3.28,1.09,0,5.46,41.53,21.86,162.83,28.41,10.93
108-118,0.77,0,0,16.85,0.77,1.53,29.11,0.77,6.13,4.6,20.68,6.13,0,12.26,2.3,6.89,0.77,2.3,4.6,6.89,580.6,0.77,32.94,22.21,55.15,89.62,0,5.36,0,15.32,14.55,0,0,1.53,1.53,0,0.77,32.94,12.26,120.26,12.26,11.49
120,1.96,0,0,13.72,1.96,0,33.32,1.96,9.8,0,17.64,7.84,0,23.52,0,3.92,1.96,1.96,1.96,0,446.83,0,39.2,13.72,43.12,117.59,0,15.68,0,1.96,7.84,0,0,0,1.96,0,3.92,25.48,19.6,92.11,15.68,1.96
