stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1963.51,33050.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,2568.32,33057.12,0,42.91,0,0,0,0,0,0,0,0,0,104.2,0,0,0,0,0,0,0,0,0,0,0,931.7,98.07,0,0,275.83,0,802.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,678.21,749.18,0,1104.06,0,7.89,0,2478.88,0,0,0,0,0,927.94,0,0,0,0,0,0,0,0,0,0,0,20856.21,846.45,0,0,7457.66,0,99.89,102.52,0,10.51,0,0,0,0,0,0,0,0
 10-12,9.44,780.45,0,1258.79,0,135.32,0,2127.35,0,0,0,0,0,553.87,0,0,0,0,0,6.29,0,0,0,0,3.15,21169.66,821.36,0,0,7870.57,0,59.79,78.67,44.06,950.38,0,88.12,34.62,0,0,0,0,0
 14-21,3,7,11,185,3950,1093,0,1753,0,21,0,215,104,227,25,43,140,7,13,21,62,1181,24,0,1028,13803,611,63,279,468,0,666,24,2415,215,364,4419,4261,0,0,100,0,66
 24-34,0.82,0.82,16.42,110.82,1890.43,965.33,0,2821.28,226.56,112.46,36.94,308.64,49.25,49.25,41.04,121.49,202.75,41.86,96.86,64.03,158.43,2025.05,77.98,6.57,898.84,15260.54,273.35,211.78,248.72,0.82,1.64,1254.27,2.46,17.24,110.82,197.83,1069.58,3461.55,0,0,417.82,0,215.06
 36-46,0.81,0,12.09,16.11,963.58,413.31,0,3887.35,456.81,127.3,97.49,533.35,47.53,3.22,42.7,158.72,64.45,52.37,73.32,63.65,105.54,1880.43,40.28,33.03,625.2,13632.73,192.55,157.11,149.85,0,2.42,861.26,5.64,8.86,70.09,137.77,41.09,2947.94,0,4.03,262.65,0.81,143.41
 48-58,2.3,0,10.33,10.33,944.48,311.58,0,5194.66,403.96,198.54,130.25,970.88,76.89,22.95,48.2,145.75,57.95,75.17,65.99,64.84,59.68,2451.29,44.18,89.51,599.63,11303.38,148.62,100.42,149.76,0.57,9.75,824.56,1.15,1.72,52.79,121.65,1.15,2230.95,0,9.18,238.13,2.3,161.81
 60-70,1.96,0,14.72,1.96,904.96,355.31,3.93,5479.84,287.59,160.97,125.63,1041.39,162.93,17.67,41.22,186.49,74.6,111.89,72.63,86.37,43.19,2685.44,44.17,133.49,436.78,9922.21,97.17,94.23,124.65,0.98,22.58,945.21,0.98,1.96,65.76,75.58,0,1156.23,13.74,55.95,212.01,32.39,114.84
 72-82,0,0,48.1,5.89,1126.95,469.23,67.73,4458.71,168.85,179.64,179.64,1169.16,363.21,11.78,51.05,320.02,145.29,97.18,95.22,163.94,48.1,3257.15,70.68,130.56,492.79,7444.92,86.39,143.32,180.63,0.98,25.52,1375.31,1.96,0,94.24,41.23,0,536.97,63.81,104.06,345.54,99.15,114.85
 84-94,1.06,0,42.48,12.74,1774.66,421.63,137,3467.55,200.73,339.85,151.87,822.02,648.9,16.99,42.48,336.67,254.89,126.38,131.69,507.65,63.72,2523.4,82.84,154,432.25,4286.38,128.51,165.68,221.97,1.06,21.24,3700.14,1.06,0,204.97,58.41,0,343.04,186.92,95.58,364.28,118.95,78.59
 96-106,1.09,0,33.88,18.58,2347.43,594.51,214.2,2361.64,310.37,404.35,113.66,822.91,816.36,1.09,66.66,451.35,265.56,87.43,159.56,631.67,53.55,2042.53,113.66,95.08,392.33,3435.91,100.54,239.33,240.43,1.09,39.34,4024.95,3.28,0,168.3,52.46,0,155.18,212.01,98.36,385.77,114.75,79.78
108-118,0.77,0,29.87,26.81,2389.04,514.73,383.75,1882.74,282.64,532.34,122.55,703.92,811.92,0,38.3,372.26,242.81,113.36,129.45,1045.54,61.28,1779.33,106.47,66.64,434.3,4395.1,96.51,175.41,184.6,0,31.4,3998.33,2.3,0,154.72,57.45,0,108,190.72,52.85,289.53,64.34,90.38
120,7.84,0,19.6,5.88,1991.14,721.2,162.66,1750.09,219.5,413.51,135.23,828.99,564.42,0,50.95,540.9,145.02,64.67,92.11,509.54,29.4,1936.27,70.55,94.07,562.46,5397.25,146.98,139.14,166.58,0,35.28,2306.67,3.92,1.96,96.03,17.64,0,121.51,68.59,47.03,350.8,80.35,39.2
