stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,237.2,3940.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1305.61,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,5.26,0,13.14,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,157.72,2.63,0,0,70.98,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,0,0,18.88,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,223.43,28.32,0,0,81.82,0,6.29,3.15,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,3,62,33,0,30,0,0,0,5,3,5,2,5,4,0,0,0,2,32,0,0,22,289,18,1,4,3,0,15,1,49,8,11,60,90,0,0,12,0,0
 24-34,0,0,0.82,5.75,25.45,5.75,0,71.41,0,4.93,0.82,6.57,4.1,0,1.64,0.82,14.78,0,4.1,2.46,5.75,52.53,0,0,32.01,495.8,8.21,9.85,4.93,0,0,43.51,0,0,5.75,5.75,23.8,106.71,0,0,17.24,0,2.46
 36-46,0,0,0.81,0,9.67,4.83,0,114.41,1.61,2.42,2.42,17.72,1.61,0,2.42,0.81,3.22,0.81,2.42,0,2.42,74.12,0,0,14.5,389.94,1.61,9.67,2.42,0,0,34.64,0,0,2.42,5.64,0.81,94.26,0,0,6.45,0,0.81
 48-58,0.57,0,0.57,0,7.46,1.72,0,142.88,2.3,1.72,6.31,36.15,1.15,1.72,3.44,0.57,4.02,1.15,0,0.57,2.3,68.86,1.72,2.87,11.48,266.25,1.72,4.02,1.72,0,0,17.79,0,0,1.15,4.59,0,53.94,0,0,10.9,0,1.72
 60-70,0,0,0.98,0,7.85,3.93,0,195.32,5.89,0,5.89,36.32,0.98,0.98,0,2.94,2.94,0,3.93,1.96,1.96,64.78,1.96,5.89,6.87,195.32,2.94,4.91,0.98,0,0,22.58,0,0,6.87,4.91,0,31.41,0,1.96,6.87,0,3.93
 72-82,0,0,1.96,0.98,16.69,20.61,0,196.33,3.93,1.96,9.82,39.27,5.89,0,1.96,5.89,2.94,1.96,4.91,5.89,0,155.1,2.94,4.91,15.71,241.49,0,8.83,6.87,0,2.94,22.58,0,0,2.94,4.91,0,23.56,0.98,4.91,14.72,4.91,2.94
 84-94,0,0,7.43,0,26.55,22.3,0,127.44,4.25,6.37,7.43,39.3,9.56,1.06,2.12,14.87,10.62,3.19,6.37,6.37,2.12,97.71,9.56,4.25,11.68,120.01,2.12,7.43,9.56,0,3.19,83.9,0,0,2.12,5.31,0,12.74,3.19,3.19,11.68,6.37,1.06
 96-106,0,0,2.19,0,25.14,29.51,0,109.28,1.09,4.37,5.46,44.81,13.11,0,7.65,14.21,13.11,9.84,12.02,2.19,1.09,119.12,3.28,6.56,5.46,121.31,2.19,14.21,14.21,0,2.19,78.68,0,0,0,9.84,0,8.74,0,1.09,17.49,1.09,7.65
108-118,0,0,0,0,25.28,7.66,4.6,75.83,3.83,6.89,6.89,43.66,10.72,0,2.3,17.62,12.26,6.89,4.6,3.83,0.77,90.38,2.3,4.6,13.02,134.04,4.6,4.6,11.49,0,0.77,65.87,0,0,6.13,7.66,0,7.66,1.53,4.6,11.49,5.36,3.06
120,0,0,1.96,0,31.36,17.64,0,113.67,13.72,5.88,3.92,35.28,11.76,0,1.96,13.72,5.88,1.96,5.88,9.8,0,99.95,1.96,1.96,25.48,154.82,3.92,1.96,3.92,0,1.96,78.39,0,0,9.8,3.92,0,0,1.96,1.96,19.6,3.92,0
