stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,103.85,9.44,0,0,22.03,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,6,8,0,2,0,0,0,1,4,0,0,0,21,0,0,31,7,3,1,0,2,96,4,0,4,6,0,1,2,23,1,1,70,0,0,1,0,5
 24-34,0,0,0,5.75,2.46,2.46,0,7.39,0,0,0,2.46,7.39,0,0,0,77.16,0,0,36.12,8.21,4.93,8.21,0.82,2.46,231.48,0,5.75,2.46,0,3.28,0,0,63.21,1.64,0,73.06,0,0,2.46,0,7.39
 36-46,0,0,0,0,3.22,0,0,24.98,0,0,0,0.81,2.42,0,0,0.81,19.34,0,0,12.09,4.83,4.03,3.22,0,0.81,565.58,0,3.22,1.61,0,0,0.81,0,29,4.03,0,131.32,0,0,1.61,0,1.61
 48-58,0,0,0,0,5.16,0,0,129.68,0.57,0,0.57,7.46,10.9,0,0,0,9.75,0,0,15.49,0,3.44,1.72,1.15,1.72,689.71,0,3.44,1.15,0,1.15,0,0,26.97,4.02,0,125.66,0,0,0.57,0,0.57
 60-70,0,0,0,0,3.93,0.98,0.98,416.17,0,0,0,9.82,26.5,0,0,0,8.83,0.98,0,37.3,0,11.78,2.94,0,1.96,1120.9,0,3.93,2.94,0,4.91,0,0,33.37,5.89,0,162.93,0.98,0.98,0.98,0,0
 72-82,0,0,2.94,0.98,6.87,2.94,0,444.69,2.94,0.98,1.96,25.52,51.05,0,1.96,0.98,11.78,0,0,94.24,0,19.63,0.98,0.98,2.94,909.02,0,14.72,3.93,0,3.93,0,0,73.62,0.98,0,93.26,0.98,2.94,0,0.98,1.96
 84-94,0,0,3.19,0,10.62,2.12,0,346.22,0,0,0,21.24,75.4,0,0,5.31,16.99,0,0,157.18,2.12,11.68,2.12,0,0,478.98,0,16.99,5.31,0,3.19,0,0,141.25,4.25,0,52.04,0,1.06,7.43,1.06,0
 96-106,0,0,5.46,1.09,13.11,7.65,1.09,274.3,3.28,1.09,1.09,24.04,90.71,0,0,5.46,28.41,2.19,5.46,462.27,0,13.11,0,1.09,1.09,463.37,0,53.55,16.39,0,15.3,1.09,0,169.39,2.19,0,20.76,2.19,2.19,2.19,1.09,1.09
108-118,0,0,3.83,0,9.19,3.06,2.3,157.79,3.83,0,2.3,20.68,40.6,0,0,4.6,21.45,0.77,1.53,404.43,0,13.79,1.53,0.77,2.3,530.05,0,20.68,6.13,0,5.36,0,0,144,9.96,0,18.38,1.53,0,1.53,2.3,0.77
120,1.96,0,1.96,0,15.68,3.92,1.96,131.31,7.84,0,0,33.32,27.44,0,0,3.92,9.8,0,0,364.52,0,11.76,1.96,1.96,1.96,564.42,0,17.64,1.96,0,1.96,0,0,97.99,5.88,0,9.8,0,0,7.84,3.92,1.96
