stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,342.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,349.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,13.14,0,13.14,0,0,0,10.51,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,152.47,13.14,0,0,52.57,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,6.29,0,0,0,12.59,0,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,125.88,31.47,0,0,66.09,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,9,5,0,3,1,0,3,1,9,1,0,0,0,0,0,0,10,0,0,9,83,15,2,0,0,0,0,0,4,0,0,7,31,0,0,2,0,0
 24-34,0,0,0.82,0.82,4.93,0,0,8.21,0.82,0.82,4.1,1.64,1.64,0.82,0.82,0.82,0.82,0,0,2.46,38.58,1.64,0,12.31,135.44,8.21,2.46,0.82,0,0,0.82,0,0,0,0.82,1.64,36.12,0,0,10.67,0,0.82
 36-46,0,0,0.81,0.81,2.42,0,0,28.2,0,0,4.83,0,2.42,0,0,0,0,0,0,1.61,68.48,0.81,2.42,14.5,182.89,8.06,2.42,0.81,0,0,0,0,0,0,0,0,51.56,0,0,7.25,0,1.61
 48-58,0,0,0,0,0.57,0,0,26.97,0,1.72,3.44,0,10.9,1.72,0,1.15,0,1.15,0.57,2.87,59.1,1.72,2.87,10.33,84.92,2.87,0.57,0,0,0,0,0,0,0,0,0,19.51,0,0.57,5.74,0.57,0
 60-70,0,0,0.98,0,3.93,0,0,22.58,0.98,0.98,12.76,0.98,7.85,0.98,0.98,0,0,0,0,3.93,97.17,1.96,4.91,8.83,62.82,2.94,0,0.98,0,2.94,0,0,0,0,0,0,9.82,0,4.91,5.89,0,0.98
 72-82,0,0,0.98,0,4.91,1.96,0,30.43,0,0.98,15.71,2.94,6.87,3.93,0.98,0.98,0,0.98,0,2.94,115.84,3.93,9.82,5.89,85.4,1.96,0,0.98,0,1.96,0,0,0,0,0,0,4.91,0.98,4.91,6.87,4.91,0.98
 84-94,0,0,1.06,0,6.37,0,0,37.17,0,1.06,13.81,0,11.68,2.12,5.31,0,2.12,0,0,12.74,94.52,1.06,5.31,9.56,67.97,4.25,0,1.06,0,0,0,0,0,0,0,0,1.06,1.06,6.37,8.5,13.81,0
 96-106,0,0,1.09,0,5.46,0,1.09,22.95,1.09,2.19,9.84,4.37,1.09,3.28,5.46,0,0,0,0,2.19,79.78,2.19,3.28,4.37,43.71,1.09,1.09,0,0,1.09,0,0,0,0,0,0,4.37,0,6.56,8.74,9.84,0
108-118,0,0,0.77,0,3.06,0,8.43,15.32,0,1.53,5.36,0,0,1.53,7.66,0.77,1.53,0,0,3.83,52.85,3.83,2.3,2.3,47.49,0.77,0.77,0.77,0,2.3,0,0,0,0,0,0,1.53,0,1.53,6.89,4.6,1.53
120,0,0,0,0,3.92,0,1.96,9.8,0,1.96,5.88,0,0,1.96,7.84,0,1.96,0,1.96,0,45.08,3.92,3.92,7.84,43.12,1.96,0,1.96,0,1.96,0,0,0,0,0,0,0,0,1.96,11.76,9.8,0
