stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,171.63,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,23.66,0,23.66,0,0,0,31.54,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,315.45,18.4,0,0,289.16,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,47.2,0,6.29,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.69,28.32,0,0,267.49,0,3.15,0,22.03,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,4,95,27,0,6,0,1,0,8,4,0,6,0,0,0,0,3,0,32,1,0,22,126,19,1,9,4,0,5,22,5,1,53,85,0,0,20,0,0
 24-34,0,0,1.64,4.93,67.31,1.64,0,17.24,0,4.1,0.82,6.57,2.46,0,5.75,0.82,0.82,1.64,4.93,0.82,0,50.07,0.82,0,28.73,376.77,9.03,4.93,9.85,0,0,14.78,1.64,4.1,3.28,13.13,106.71,0,0,61.56,0,0.82
 36-46,0,0,0,0,25.78,0.81,0,22.56,4.83,3.22,0.81,29,0,0,4.03,0.81,0.81,1.61,2.42,1.61,0.81,50.76,0,0.81,10.47,758.94,4.83,9.67,3.22,0,0,8.06,0.81,0.81,2.42,0,147.44,0,0,29.81,0,1.61
 48-58,0,0,0.57,0,16.07,0,0,74.02,3.44,4.02,0.57,54.51,0.57,1.72,4.02,1.15,0,0.57,5.16,0,1.72,57.38,1.15,2.87,13.77,974.32,2.3,8.61,6.89,0,0,12.62,0,1.72,2.87,0,155.5,0,0,24.67,0,2.87
 60-70,0,0,0.98,0,28.46,0.98,0,172.75,1.96,5.89,1.96,78.52,0.98,1.96,2.94,1.96,0,4.91,3.93,0,0,71.65,0,5.89,12.76,1458.54,3.93,8.83,7.85,0,0.98,6.87,0,1.96,3.93,0,169.8,0.98,0.98,22.58,0,2.94
 72-82,0,0,7.85,0,34.36,2.94,0,289.59,0,3.93,4.91,124.67,3.93,0.98,6.87,1.96,0.98,5.89,5.89,0,0,121.73,0,2.94,16.69,1244.75,0.98,19.63,11.78,0,0.98,9.82,0,0,2.94,0,125.65,0.98,6.87,38.28,2.94,3.93
 84-94,1.06,0,2.12,0,58.41,2.12,3.19,264.45,1.06,14.87,1.06,79.65,3.19,2.12,4.25,5.31,2.12,7.43,5.31,5.31,1.06,63.72,1.06,4.25,8.5,653.15,2.12,9.56,25.49,0,2.12,27.61,0,1.06,5.31,0,65.85,5.31,2.12,41.42,7.43,2.12
 96-106,0,0,7.65,0,60.11,5.46,4.37,273.21,7.65,6.56,5.46,89.61,12.02,0,2.19,13.11,3.28,8.74,8.74,3.28,3.28,91.8,1.09,5.46,8.74,626.2,5.46,15.3,17.49,0,1.09,25.14,0,1.09,3.28,0,32.79,2.19,5.46,46.99,8.74,3.28
108-118,0,0,0.77,0.77,72.77,3.06,6.89,183.83,3.83,17.62,1.53,84.26,15.32,0,0.77,5.36,0.77,10.72,9.96,0.77,2.3,72,0.77,2.3,7.66,648,1.53,13.79,21.45,0,3.06,22.21,0,2.3,4.6,0,32.94,11.49,0.77,43.66,1.53,8.43
120,0,0,3.92,0,72.51,0,5.88,266.53,1.96,7.84,3.92,76.43,7.84,0,3.92,7.84,3.92,9.8,1.96,1.96,0,78.39,1.96,1.96,7.84,774.12,3.92,5.88,9.8,0,0,27.44,1.96,3.92,3.92,0,31.36,1.96,0,35.28,1.96,1.96
