stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,21.03,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.73,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,12.59,0,0,31.47,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,13,25,0,33,0,0,0,6,1,0,1,0,0,2,0,0,33,109,0,0,95,201,73,0,1,7,0,2,39,3,0,62,121,0,0,13,0,24
 24-34,0,0,0,1.64,12.31,0.82,0,32.01,0,0,27.91,10.67,0.82,0.82,4.1,0.82,0,12.31,0,1.64,46.79,425.2,0,3.28,262.67,236.41,56.64,0,10.67,0,0,1.64,0.82,0.82,2.46,39.4,94.4,0,0,54.18,0,55.82
 36-46,0,0,0,0,6.45,1.61,0,9.67,0.81,1.61,59.62,20.95,0,0,1.61,0,0,17.72,0,0,21.75,597.81,0,4.83,242.51,189.33,45.92,0.81,15.31,0,0.81,1.61,0.81,0,1.61,1.61,62.84,0,1.61,25.78,0.81,36.26
 48-58,0,0,0,0,6.31,1.15,0,21.23,2.3,3.44,75.17,17.21,0,0,5.16,4.59,0,18.94,0.57,0.57,19.51,936.45,0,16.07,168.7,116.48,17.79,0.57,15.49,0.57,0,0.57,0,0,0.57,0,26.97,0,2.3,25.82,0,34.43
 60-70,0,0,0,0,8.83,1.96,0,26.5,0.98,3.93,85.39,34.35,0,0,1.96,14.72,0.98,35.33,0,0,6.87,1202.36,0.98,13.74,117.78,80.48,10.8,0,13.74,0,5.89,0,0,0,1.96,0,8.83,0,13.74,26.5,4.91,23.56
 72-82,0,0,0,0,1.96,2.94,0,64.79,1.96,4.91,127.62,64.79,0.98,0,7.85,25.52,0,32.39,0,0,9.82,1562.81,0,22.58,162.96,85.4,13.74,0,22.58,0,1.96,0,0,0.98,1.96,0,6.87,0.98,20.61,45.16,24.54,19.63
 84-94,2.12,0,0,0,11.68,2.12,0,79.65,5.31,3.19,94.52,44.61,1.06,0,5.31,35.05,2.12,30.8,0,1.06,23.36,1073.72,0,24.43,116.82,59.47,16.99,2.12,19.12,0,4.25,6.37,0,1.06,2.12,0,2.12,1.06,20.18,44.61,22.3,21.24
 96-106,1.09,0,1.09,0,9.84,3.28,0,55.74,4.37,0,69.94,42.62,0,0,8.74,37.16,0,33.88,2.19,1.09,9.84,866.63,0,21.86,98.36,83.06,4.37,1.09,27.32,0,12.02,4.37,0,0,2.19,0,4.37,0,7.65,29.51,27.32,22.95
108-118,0,0,0,0.77,14.55,4.6,0,28.34,1.53,1.53,68.17,36.77,0,0,3.83,28.34,3.06,45.19,0,0,11.49,710.05,0.77,12.26,81.96,86.55,12.26,0,22.98,0,7.66,0,0,0,1.53,0,2.3,0.77,9.19,32.17,10.72,23.74
120,0,0,0,0,17.64,3.92,1.96,35.28,3.92,1.96,62.71,27.44,1.96,0,5.88,41.16,0,35.28,1.96,1.96,13.72,580.1,1.96,13.72,105.83,105.83,21.56,0,17.64,0,3.92,0,0,0,0,0,3.92,1.96,11.76,23.52,17.64,1.96
