stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,817.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1244.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,13.14,18.4,0,0,0,63.09,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,368.02,13.14,0,0,110.41,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,25.18,0,3.15,0,88.12,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,434.28,6.29,0,0,251.76,0,0,0,9.44,25.18,0,3.15,3.15,0,0,0,0,0
 14-21,0,1,3,55,35,0,98,0,0,0,3,1,5,0,0,2,0,0,4,1,25,0,0,25,426,3,0,4,10,0,3,1,110,2,4,141,87,0,0,1,0,1
 24-34,0,0,3.28,13.13,6.57,0,70.59,0,0,0,5.75,0.82,0.82,0.82,0,1.64,0,1.64,0.82,1.64,32.01,0.82,0,11.49,275.81,0,1.64,3.28,0,0,0.82,0,0.82,0,0,20.52,45.97,0,0,3.28,0,2.46
 36-46,0,0,0,5.64,0,0,46.73,0,0,0.81,8.86,1.61,0,0,0,0,0.81,0,1.61,0,20.14,0,2.42,5.64,149.05,1.61,2.42,0.81,0,0,0.81,0,0,0,0,0,31.42,0,0,0.81,0,0.81
 48-58,0,0,0,1.72,0.57,0,59.1,0.57,0.57,0.57,8.03,1.72,0,0.57,0,0.57,1.15,0,2.3,0,24.67,0,0.57,7.46,86.07,0,1.15,0.57,0,0,1.15,0,0,0.57,0,0,17.79,0,0,2.3,0,0.57
 60-70,0,0,0,1.96,0,0,92.26,0.98,0.98,0.98,18.65,3.93,0,0,0.98,3.93,0.98,0.98,1.96,0,17.67,0,1.96,7.85,116.8,0,1.96,0,0,0,0,0,0,0,0,0,12.76,0,0,1.96,0,0.98
 72-82,0,0,0,5.89,1.96,0,90.31,0.98,0,0.98,24.54,2.94,0,0.98,0.98,0,0.98,0,2.94,0,41.23,0,2.94,14.72,105.04,0.98,0,1.96,0,0,0,0,0,0,0,0,7.85,0,0.98,1.96,0.98,1.96
 84-94,0,0,0,8.5,6.37,0,78.59,0,1.06,4.25,15.93,4.25,0,0,12.74,6.37,0,0,5.31,0,32.92,0,3.19,16.99,71.16,1.06,2.12,1.06,0,1.06,9.56,0,0,2.12,0,0,5.31,0,0,4.25,3.19,1.06
 96-106,0,0,0,5.46,5.46,0,46.99,0,0,1.09,26.23,1.09,0,0,4.37,4.37,0,0,3.28,0,30.6,0,0,17.49,73.22,0,0,3.28,0,0,4.37,0,0,2.19,0,0,3.28,0,2.19,4.37,2.19,1.09
108-118,0,0,0,26.04,5.36,2.3,49.79,0.77,1.53,0.77,29.11,3.06,0,0,6.89,2.3,0,1.53,6.89,0.77,49.02,0,1.53,22.98,91.92,2.3,3.06,0.77,0,0,10.72,0,0,0.77,0,0,0,0,1.53,4.6,0.77,2.3
120,1.96,0,0,48.99,9.8,1.96,43.12,0,9.8,1.96,21.56,11.76,0,0,13.72,1.96,0,1.96,9.8,0,39.2,0,0,35.28,105.83,1.96,3.92,0,0,1.96,11.76,1.96,0,0,0,0,5.88,1.96,1.96,1.96,0,0
