stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,276.74,4230.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,294.22,3070.95,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.81,24.52,0,0,24.52,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,31.54,0,42.06,0,0,0,97.26,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,943.71,36.8,0,0,352.25,0,23.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,47.2,0,0,0,78.67,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,516.1,25.18,0,0,232.88,0,3.15,0,18.88,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,3,23,4,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,8,0,0,11,72,2,1,1,0,5,1,8,2,0,11,30,0,0,0,0,0
 24-34,0,0,0,0.82,4.93,0,0,9.03,0,0,0,4.1,0,0,0,0.82,0,0,0,1.64,0.82,11.49,0,0,6.57,77.16,1.64,0,2.46,0,34.48,0,0,0.82,0,0.82,20.52,0,0,2.46,0,0
 36-46,0,0,0,0,1.61,0.81,0,10.47,0,0,1.61,4.03,0,0,0.81,0,0,0,0,0,0.81,19.34,0,0,3.22,56.4,0.81,0.81,1.61,0,22.56,0,0,0.81,0,0,16.92,0,0,1.61,0,1.61
 48-58,0,0,0,0,0.57,1.72,0,20.66,1.15,0,0.57,6.31,0.57,0,1.15,2.3,0,0.57,0,0.57,0,27.54,0,0.57,5.16,70.58,0,0,2.3,0,13.77,0,0,0,1.15,0,13.77,0,0,1.72,0,0
 60-70,0,0,0,0,0,0,0,40.24,0.98,1.96,0,7.85,0.98,0,0,4.91,0.98,0.98,0,0,0,13.74,0,0,0,61.84,0,0,0.98,0,12.76,0,0,0,0.98,0,8.83,0,0,0,0,0.98
 72-82,0,0,0,0,2.94,0.98,0,21.6,0,0,0,3.93,2.94,0,0.98,2.94,0,0,0.98,0,0,15.71,0,0,0.98,48.1,0,0.98,1.96,0,6.87,0,0,0,0,0,7.85,0,0,2.94,0,0.98
 84-94,0,0,0,0,5.31,7.43,0,25.49,0,2.12,0,4.25,1.06,0,0,13.81,1.06,3.19,0,2.12,0,15.93,0,0,2.12,31.86,0,1.06,8.5,0,28.68,0,0,0,0,0,2.12,1.06,0,2.12,1.06,5.31
 96-106,0,0,0,0,5.46,5.46,2.19,25.14,0,0,0,0,3.28,0,1.09,4.37,0,1.09,0,0,0,5.46,1.09,0,1.09,36.06,0,2.19,8.74,0,16.39,0,0,0,1.09,0,2.19,0,0,1.09,0,1.09
108-118,0,0,0,0.77,9.19,3.83,8.43,13.02,1.53,0.77,0.77,2.3,5.36,0,0,4.6,0,0.77,0.77,0.77,0.77,10.72,0.77,1.53,0.77,42.13,0.77,1.53,5.36,0,7.66,0,0,0,1.53,0,0.77,0,0.77,2.3,0,0.77
120,0,0,0,0,3.92,0,1.96,17.64,0,0,0,3.92,19.6,0,0,15.68,0,0,0,0,1.96,7.84,0,0,1.96,45.08,3.92,0,3.92,0,7.84,0,0,1.96,0,0,3.92,0,0,1.96,0,0
