stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.44,26.29,0,0,70.98,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,22.03,0,78.67,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,884.3,84.97,0,0,440.58,0,3.15,6.29,3.15,9.44,0,3.15,9.44,0,0,0,0,0
 14-21,0,1,8,270,15,0,20,0,7,0,33,9,0,2,0,0,0,0,0,1,79,0,0,99,324,42,0,51,161,0,0,2,80,2,1,24,452,0,0,18,0,0
 24-34,0,2.46,5.75,224.09,9.85,0,73.06,0,16.42,10.67,68.13,0.82,0,12.31,0,0.82,0,0.82,4.93,1.64,360.36,0.82,0.82,287.3,848.77,12.31,0.82,16.42,0,0.82,1.64,0,0,2.46,0,64.85,482.66,0,0,112.46,0,0.82
 36-46,0,0.81,0.81,170.8,2.42,0,50.76,0,8.06,29,115.21,2.42,0,13.7,0,0.81,0,0,1.61,0.81,576.05,1.61,4.83,236.06,580.08,4.03,1.61,8.06,0,0,3.22,0,0.81,4.03,0,0,413.31,0,2.42,92.65,0.81,2.42
 48-58,0,1.15,0,170.42,0,0,47.63,0,20.08,28.12,133.12,0.57,0,12.62,0,0,0,2.3,1.72,0.57,661.6,2.87,5.74,112.47,162.96,0,0,6.89,0,3.44,1.15,0,0,1.72,0.57,0,193.37,0,6.89,75.17,2.3,4.02
 60-70,0,0,0,174.71,0,0,52.02,0,18.65,31.41,192.38,1.96,0,10.8,0,2.94,0.98,5.89,1.96,0,824.48,0.98,25.52,96.19,101.1,0.98,0,12.76,0,7.85,0.98,0,0,1.96,0,0,84.41,0,23.56,42.21,15.7,5.89
 72-82,0,2.94,0.98,167.86,0,0,58.9,0,16.69,45.16,193.39,11.78,0,11.78,1.96,2.94,0.98,8.83,1.96,0,895.28,7.85,40.25,84.42,90.31,0,0,33.38,0,6.87,3.93,0,0,2.94,0,0,66.75,2.94,45.16,101.11,42.21,3.93
 84-94,0,1.06,0,315.43,2.12,0,100.89,0,27.61,37.17,156.12,14.87,0,10.62,5.31,11.68,0,11.68,0,1.06,643.59,4.25,49.92,83.9,71.16,0,1.06,25.49,0,7.43,3.19,0,0,2.12,0,0,58.41,3.19,25.49,105.14,48.85,1.06
 96-106,0,0,0,229.5,2.19,0,61.2,1.09,12.02,40.44,137.7,21.86,0,14.21,1.09,8.74,0,17.49,4.37,1.09,608.72,3.28,42.62,43.71,79.78,1.09,4.37,38.25,0,13.11,7.65,0,0,3.28,1.09,0,56.83,4.37,31.69,93.98,48.09,2.19
108-118,0,0,0,222.13,1.53,0,35.23,0.77,30.64,29.11,128.68,18.38,0,4.6,6.89,8.43,0.77,13.02,1.53,0.77,548.43,2.3,33.7,46.72,91.92,0,2.3,21.45,0,13.02,3.83,0,0,4.6,0,0,28.34,9.19,12.26,69.7,26.81,0
120,0,0,0,227.34,1.96,1.96,43.12,0,35.28,17.64,115.63,29.4,0,9.8,11.76,1.96,0,11.76,1.96,0,437.03,3.92,25.48,52.91,90.15,3.92,1.96,19.6,1.96,7.84,1.96,0,0,0,0,0,17.64,3.92,9.8,76.43,41.16,0
