stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,5.26,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,63.09,2.63,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.97,0,0,0,37.76,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,9,4,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,2,76,3,1,1,2,0,4,5,0,0,8,18,0,0,1,0,0
 24-34,0,0,0,9.03,0,0,18.88,0,0.82,0,3.28,0.82,0,2.46,1.64,0.82,0,0,0,0.82,14.78,0,0,8.21,166.63,0.82,1.64,2.46,0,0,19.7,0,0,0,2.46,36.12,0,0,2.46,0,0
 36-46,0,0.81,0,6.45,0,0,17.72,0,0.81,2.42,5.64,1.61,0,0,0,0.81,0,0,0,0.81,17.72,0,0.81,2.42,138.58,0.81,5.64,1.61,0,0,5.64,0.81,0,3.22,0.81,34.64,0,0,3.22,0,4.03
 48-58,0,0,0,2.87,0,0,48.2,1.15,1.15,0.57,10.9,1.15,0,0.57,0,0.57,0.57,0,0,0,17.79,0,0.57,5.74,141.16,0.57,1.15,0.57,0,0,1.72,0,0,0,0,31.56,0,0,2.3,0,1.15
 60-70,0,0,0,1.96,0,0,76.56,1.96,0.98,0.98,17.67,2.94,0.98,0,0,0,0.98,0,1.96,0,16.69,0,0,5.89,172.75,0,2.94,0,0,0,1.96,0,1.96,0,0,24.54,0,0.98,0,0,0.98
 72-82,0,0.98,0,5.89,0,0.98,79.51,0,2.94,0.98,24.54,1.96,0,0,1.96,0,0,1.96,0.98,0,32.39,1.96,1.96,3.93,169.83,0,2.94,1.96,0,0,4.91,0,0.98,0.98,0,12.76,1.96,0.98,3.93,0.98,1.96
 84-94,0,0,0,8.5,0,1.06,45.67,2.12,2.12,1.06,11.68,0,0,0,2.12,0,1.06,1.06,0,0,20.18,0,0,4.25,62.66,0,1.06,5.31,0,0,7.43,0,0,0,0,6.37,2.12,0,2.12,0,2.12
 96-106,0,1.09,0,8.74,0,0,43.71,2.19,1.09,2.19,12.02,3.28,0,3.28,0,1.09,1.09,0,1.09,1.09,19.67,1.09,1.09,2.19,68.85,0,0,5.46,0,1.09,5.46,0,1.09,0,0,2.19,0,1.09,4.37,3.28,1.09
108-118,0,0,0,3.06,0,0.77,30.64,1.53,0.77,1.53,9.96,1.53,0,0,0.77,0.77,2.3,0.77,2.3,1.53,19.15,0,0.77,2.3,70.47,0,2.3,3.83,0,0,10.72,0,0,0,0,3.83,0.77,0,2.3,0.77,0
120,0,0,0,7.84,3.92,0,39.2,1.96,1.96,0,13.72,5.88,0,0,0,0,0,0,1.96,0,13.72,0,0,1.96,137.18,0,0,11.76,0,0,11.76,0,3.92,1.96,0,7.84,0,1.96,3.92,3.92,0
