stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,1818.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,2580.58,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,36.78,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,18.4,0,34.17,0,0,0,47.32,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,457.4,31.54,0,0,160.35,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,9.44,0,0,0,59.79,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,270.64,18.88,0,0,88.12,0,3.15,0,0,18.88,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,43,15,0,37,0,0,8,1,1,0,0,3,0,0,0,1,16,0,0,13,201,7,0,1,3,0,55,0,11,4,1,39,69,0,0,0,0,1
 24-34,0,0,0,2.46,15.6,3.28,0,64.85,1.64,0.82,8.21,0,0,0,0,3.28,0.82,0,0,4.1,49.25,0.82,0,20.52,466.25,5.75,4.93,6.57,0,0,73.88,0,0,0.82,0,8.21,105.07,0,0,5.75,0,5.75
 36-46,0,0,0,0,6.45,0.81,0,53.98,0,4.03,12.09,0.81,0,0.81,1.61,0,0.81,0.81,0,0,13.7,2.42,0.81,5.64,335.16,3.22,1.61,3.22,0,0,71.7,0,0,0,0,0,62.84,0,0,1.61,0,0
 48-58,0,0,0,0,2.87,0,0,105.01,2.87,1.72,24.1,0.57,0,0,1.72,0,0.57,1.15,0,0.57,44.76,1.72,1.15,9.18,355.19,2.3,2.3,1.72,0,0,43.04,0,0,0,0,0,49.35,0,0,2.3,0,0.57
 60-70,0,0,0.98,0,4.91,0.98,0,100.12,1.96,4.91,14.72,0.98,0,0,0.98,0.98,0.98,0,0,0,42.21,2.94,0.98,2.94,288.57,0,1.96,2.94,0,0,48.09,0,0,0.98,0,0,11.78,1.96,0.98,0.98,0,0
 72-82,0,0,1.96,0,1.96,0,0,40.25,0.98,0,9.82,2.94,0,0,3.93,0.98,0.98,0.98,0,0,50.06,3.93,1.96,8.83,123.69,0,1.96,0.98,0,2.94,12.76,0,0,0,0,0,1.96,0,0.98,4.91,0.98,0
 84-94,0,0,0,0,3.19,0,0,41.42,2.12,1.06,5.31,3.19,0,0,3.19,2.12,1.06,1.06,2.12,1.06,27.61,3.19,1.06,4.25,49.92,0,0,3.19,0,0,55.23,0,0,0,0,0,6.37,0,1.06,0,2.12,0
 96-106,0,0,0,0,4.37,0,0,18.58,1.09,1.09,5.46,1.09,0,1.09,6.56,1.09,0,2.19,2.19,1.09,16.39,3.28,0,3.28,44.81,0,3.28,3.28,0,0,36.06,0,0,0,0,0,1.09,0,0,2.19,1.09,1.09
108-118,0,0,0,0,7.66,0.77,1.53,13.79,6.13,0,0,7.66,0,0,5.36,4.6,0,0.77,0,0,10.72,3.83,0,1.53,32.94,0,1.53,0,0,0,31.4,0,0,0.77,0,0,0.77,3.06,0,1.53,0,0
120,0,0,0,0,3.92,1.96,0,25.48,1.96,1.96,1.96,0,0,0,5.88,0,0,0,0,0,3.92,1.96,0,1.96,37.24,0,1.96,1.96,0,0,13.72,1.96,0,0,0,0,0,0,0,1.96,0,0
