stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,197.67,1989.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.67,0,0,0,0,0,0,0,0,0,0
  5-6,410.69,4045.56,0,24.52,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,257.44,12.26,0,0,73.56,0,153.24,0,0,0,0,0,0,0,0,0,0
  7-9,123.55,73.6,0,249.73,0,0,0,134.06,0,0,0,0,0,202.41,0,0,0,0,0,0,0,0,0,0,0,2200.23,55.2,0,0,657.18,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,110.14,0,9.44,0,122.73,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,1438.16,25.18,0,0,579.04,0,3.15,0,47.2,0,0,3.15,0,0,0,0,0
 14-21,1,2,5,23,299,134,0,136,0,2,0,51,14,2,6,1,10,0,1,1,0,159,0,0,93,1720,30,18,32,65,0,12,291,18,11,189,625,0,0,20,0,0
 24-34,0,0,0.82,8.21,46.79,8.21,0,167.45,0,3.28,1.64,30.37,4.1,0,4.1,2.46,5.75,1.64,3.28,0.82,0,91.94,0,0,50.07,1382.32,4.93,44.33,20.52,0,0,9.85,0.82,2.46,0.82,22.98,304.54,0,0,26.27,0,0.82
 36-46,0,0,0.81,0,14.5,1.61,0,417.34,0.81,0,4.83,40.28,2.42,0,6.45,0.81,1.61,0,0.81,3.22,0,79.76,0,3.22,32.23,1708.02,3.22,34.64,4.83,0,0,6.45,0,2.42,0.81,0,324.68,0,0,16.92,0,0
 48-58,0.57,0,1.15,0,8.61,1.15,0,488.88,1.72,0,7.46,44.18,0,0,4.02,2.3,0,0.57,1.15,0,0,80.33,0,3.44,21.8,1007.6,1.15,16.64,6.31,0,0,4.02,0,0.57,0.57,0,164.68,0,1.15,8.61,0,0.57
 60-70,0.98,0,0,0,5.89,0,0,282.68,0,1.96,0.98,23.56,0.98,0,0,1.96,0,0,0,0,0,49.08,0.98,2.94,13.74,419.11,0.98,7.85,0.98,0,0.98,2.94,0,0,0.98,0,53.98,0,0,3.93,0,1.96
 72-82,0,0,0.98,0,7.85,2.94,0,310.21,0,0.98,8.83,40.25,0,0,8.83,3.93,2.94,0,1.96,0,0,117.8,0,3.93,14.72,516.35,0.98,18.65,8.83,0,0,5.89,0,0.98,0,0,31.41,1.96,2.94,8.83,0.98,0
 84-94,0,0,0,0,7.43,0,0,206.04,2.12,1.06,3.19,25.49,0,0,1.06,7.43,2.12,0,0,2.12,1.06,70.09,1.06,2.12,7.43,208.16,1.06,5.31,1.06,0,3.19,4.25,0,0,0,0,26.55,2.12,2.12,5.31,0,0
 96-106,0,0,2.19,0,7.65,2.19,1.09,142.07,0,0,3.28,27.32,2.19,0,7.65,6.56,2.19,0,3.28,0,0,63.39,1.09,0,4.37,241.52,1.09,19.67,6.56,0,3.28,12.02,0,1.09,0,0,10.93,0,4.37,13.11,2.19,1.09
108-118,0,0,0,0,6.89,0.77,0,58.21,0,1.53,4.6,21.45,0.77,0,0,6.89,0,0.77,0.77,1.53,0,41.36,0,0,5.36,182.3,0.77,10.72,3.83,0,0,6.89,0,0.77,0,0,8.43,0.77,0.77,6.13,1.53,0
120,0,0,0,0,3.92,0,0,60.75,0,1.96,1.96,21.56,3.92,0,1.96,9.8,0,0,1.96,0,0,41.16,0,0,9.8,252.81,3.92,19.6,1.96,0,1.96,9.8,0,0,0,0,7.84,0,0,11.76,1.96,0
