stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,935.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,790.72,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,31.54,0,10.51,0,0,94.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,431.11,0,0,0,84.12,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,22.03,0,3.15,66.09,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,456.31,9.44,0,0,113.29,0,0,6.29,3.15,3.15,0,0,9.44,0,0,0,0,0
 14-21,0,0,0,3,34,7,26,0,0,0,9,6,0,1,3,0,2,0,0,7,23,0,0,14,152,9,0,2,7,0,3,1,30,7,0,31,92,0,0,3,0,5
 24-34,0,0,0,3.28,13.95,0.82,57.46,0,2.46,0.82,9.85,0.82,0,0.82,4.1,4.1,3.28,0.82,1.64,21.34,45.15,0,0.82,19.7,222.45,2.46,1.64,4.1,0,0,12.31,0,0,1.64,0.82,7.39,64.85,0,0,24.63,0,27.09
 36-46,0,0,0,0,5.64,0,48.34,0,0,4.03,12.09,0.81,0,2.42,4.03,0.81,8.86,0,0.81,18.53,40.28,0.81,0.81,12.89,137.77,0,0.81,2.42,0,0,10.47,0,0,0,0,0,42.7,0,0,12.09,0,18.53
 48-58,0,0,0,0,2.3,0,52.22,0,1.15,1.72,21.8,0,0.57,1.72,8.03,0,12.62,0,1.15,7.46,58.53,0.57,2.87,10.9,65.99,0.57,0.57,1.72,0,0,5.16,0,0,0.57,0,0,19.51,0,0.57,9.75,0,14.92
 60-70,0,0,0,0,6.87,0,53.98,0,1.96,2.94,32.39,2.94,0,0,4.91,0,29.45,0,1.96,11.78,79.5,0.98,2.94,5.89,67.73,2.94,0,0.98,0,0,11.78,0,0,0,0,0,12.76,0,2.94,2.94,0,13.74
 72-82,0,0,1.96,0,7.85,0,50.06,0,0.98,4.91,38.28,4.91,0,2.94,4.91,0,22.58,0.98,0,4.91,113.87,0.98,5.89,11.78,62.83,0.98,1.96,0.98,0,0.98,10.8,0,0,0.98,0.98,0,5.89,0,3.93,18.65,3.93,7.85
 84-94,0,0,0,0,10.62,0,49.92,0,2.12,4.25,21.24,7.43,1.06,2.12,13.81,2.12,40.36,1.06,1.06,10.62,59.47,1.06,4.25,5.31,30.8,0,1.06,3.19,0,1.06,56.29,0,0,4.25,0,0,6.37,1.06,1.06,10.62,0,10.62
 96-106,0,0,2.19,0,15.3,0,37.16,0,2.19,4.37,19.67,8.74,0,1.09,17.49,5.46,51.36,1.09,1.09,9.84,71.04,3.28,3.28,14.21,51.36,0,5.46,4.37,0,1.09,43.71,0,0,1.09,1.09,0,4.37,1.09,0,13.11,2.19,12.02
108-118,0,0,0,0,15.32,0.77,35.23,0,4.6,3.83,26.04,6.89,0,0,10.72,3.83,64.34,0.77,0.77,7.66,51.32,0.77,0,9.19,44.43,3.06,2.3,6.13,0,1.53,41.36,0,0,0.77,0,0,4.6,1.53,0.77,12.26,1.53,12.26
120,0,0,0,1.96,15.68,3.92,7.84,1.96,7.84,5.88,17.64,1.96,0,1.96,17.64,1.96,31.36,3.92,0,0,50.95,1.96,1.96,11.76,31.36,1.96,0,5.88,0,0,52.91,0,0,0,1.96,0,1.96,0,3.92,7.84,1.96,9.8
