stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,84.12,2.63,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,6.29,0,0,25.18,0,0,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,0
 24-34,0,0,0,0.82,3.28,2.46,0,0.82,0,0,0.82,0,0,0,0,1.64,0,0,0,0.82,0,1.64,0,0,1.64,18.06,0.82,0,0.82,0,0,1.64,0,0,0,0,4.93,0,0,4.1,0,0.82
 36-46,0,0,0,0,2.42,4.83,0,1.61,0,0,0,0,0,0,0,5.64,0,0,0,0,0,2.42,0,0,0.81,32.23,0,1.61,0,0,0,16.92,4.03,0,0,0,4.03,0,0.81,8.06,0,0
 48-58,0,0,0,0,2.3,5.16,0,4.59,0,0,0,1.15,0,0,0,12.62,0.57,0,0.57,0,0.57,5.16,1.72,0.57,1.15,37.87,0,2.3,0,0,0,51.64,0,0,0,0,2.87,0,0,8.03,0,0.57
 60-70,0,0,0,0,2.94,4.91,0,16.69,1.96,4.91,0,0,1.96,0,0,17.67,4.91,0,0.98,0,0.98,11.78,0.98,1.96,1.96,51.04,0.98,5.89,0,0,0,128.58,0.98,0,0,0,3.93,0,0,11.78,0,1.96
 72-82,0,0,3.93,0,14.72,9.82,0,23.56,0,0.98,0,0.98,12.76,0,2.94,41.23,2.94,0.98,0.98,0.98,0,8.83,3.93,2.94,0.98,50.06,0,12.76,0,0,0.98,209.09,0.98,0,0,0,8.83,0,0.98,23.56,1.96,0
 84-94,0,0,2.12,0,19.12,4.25,0,12.74,0,6.37,0,1.06,11.68,0,1.06,59.47,5.31,0,1.06,1.06,3.19,6.37,2.12,4.25,0,24.43,0,10.62,1.06,0,0,533.14,0,0,0,0,3.19,4.25,0,22.3,0,1.06
 96-106,0,0,2.19,0,61.2,8.74,0,13.11,0,7.65,2.19,2.19,19.67,0,3.28,76.5,20.76,1.09,4.37,1.09,0,8.74,8.74,4.37,2.19,48.09,0,17.49,0,0,0,735.49,0,0,0,0,0,6.56,1.09,31.69,1.09,2.19
108-118,0,0,0.77,0,58.98,9.19,0.77,6.89,0,9.96,0,3.83,29.11,0,0,68.17,15.32,4.6,1.53,4.6,2.3,12.26,8.43,2.3,2.3,44.43,0,14.55,0,0,0,571.41,1.53,0,0.77,0,0,13.79,0.77,29.11,0.77,3.83
120,0,0,1.96,0,48.99,7.84,1.96,7.84,0,17.64,1.96,1.96,27.44,0,0,84.27,19.6,0,1.96,3.92,0,1.96,9.8,0,1.96,39.2,0,3.92,0,0,0,582.06,0,0,0,0,5.88,13.72,0,29.4,0,1.96
