stage,endocrine_pancreas,epidermis,eye,glial,gut,hatching_gland,immune,liver,mesenchyme,neural,periderm,spinal_cord,taste
 24-34,0,4.93,0,0,0,0,0,0,0,29.55,2.46,10.67,0
 36-46,0,1.61,0.81,2.42,0,0,0,0,0.81,87.01,1.61,22.56,0
 48-58,0,1.72,3.44,0,0,0.57,0,0,0,47.05,1.15,18.94,0
 60-70,0,0,1.96,0,0,0,0.98,0,0.98,51.04,0,22.58,0.98
 72-82,0,0,3.93,0.98,0,0.98,0,0.98,0.98,67.73,0,11.78,4.91
 84-94,1.06,2.12,5.31,1.06,1.06,0,0,0,1.06,44.61,0,3.19,8.5
 96-106,0,1.09,5.46,0,0,0,0,0,3.28,25.14,1.09,3.28,17.49
108-118,0,1.53,2.3,0,0,0,0,0,0,31.4,2.3,4.6,19.15
120,0,0,1.96,1.96,0,0,0,0,0,35.28,0,5.88,5.88
