stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1344.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,655.87,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,21.03,0,26.29,0,0,23.66,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,446.88,18.4,0,0,199.78,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,31.47,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.07,34.62,0,0,198.26,0,3.15,0,0,18.88,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,81,28,12,0,1,0,17,7,0,0,0,1,0,0,1,0,46,0,0,37,336,14,5,2,14,0,1,1,40,3,0,23,165,0,0,10,0,1
 24-34,0.82,0,0.82,2.46,18.88,3.28,54.18,0,1.64,1.64,22.16,0.82,0,0.82,1.64,4.93,0,0,0.82,0,54.18,0,0,30.37,309.46,1.64,46.79,4.1,0,0.82,12.31,0,0,0.82,0,5.75,97.68,0,0,27.91,0,0.82
 36-46,0,0,0,0,4.83,0.81,133.74,0,0.81,3.22,21.75,0,0,3.22,0,0,0,1.61,0,2.42,67.68,0.81,1.61,21.75,249.76,1.61,69.29,2.42,0,0,17.72,0,0,0,0.81,0,76.54,0,1.61,8.86,0,1.61
 48-58,0,0,0,0,7.46,0.57,199.68,0,1.72,3.44,21.23,0,0,2.87,1.72,0,0.57,1.72,0,0.57,77.46,0,1.15,14.35,90.09,1.15,43.61,3.44,0,0,8.61,0,0,1.15,0,0,29.26,0,0.57,6.89,0,2.3
 60-70,0,0,0.98,0,9.82,1.96,429.91,0,5.89,3.93,19.63,0.98,0.98,3.93,3.93,0,0.98,0,0.98,0,91.28,0.98,4.91,9.82,64.78,1.96,50.06,4.91,0,0,7.85,0,0,0.98,0.98,0,12.76,0,0.98,10.8,0,4.91
 72-82,0,0,5.89,0,13.74,4.91,700.91,0,0.98,3.93,33.38,10.8,0,1.96,5.89,1.96,0.98,5.89,0.98,0.98,170.81,0.98,3.93,9.82,76.57,0.98,109.95,4.91,0,5.89,9.82,0,0,0,0,0,9.82,0.98,2.94,12.76,3.93,5.89
 84-94,0,0,2.12,0,22.3,6.37,713.69,0,8.5,2.12,20.18,11.68,1.06,2.12,12.74,0,1.06,9.56,1.06,1.06,98.77,2.12,5.31,9.56,58.41,0,124.26,11.68,0,0,14.87,0,0,0,0,0,1.06,3.19,5.31,15.93,6.37,0
 96-106,0,0,5.46,0,25.14,8.74,471.02,1.09,4.37,3.28,22.95,24.04,0,6.56,6.56,0,1.09,3.28,2.19,0,78.68,1.09,2.19,6.56,66.66,1.09,233.87,17.49,0,1.09,17.49,0,0,0,0,0,2.19,3.28,4.37,19.67,4.37,3.28
108-118,0,0,1.53,0.77,15.32,3.83,300.26,0,5.36,1.53,14.55,12.26,0,0.77,5.36,1.53,3.06,5.36,1.53,0,65.87,0.77,1.53,3.83,60.51,0.77,137.11,7.66,0,0.77,9.96,0,0,1.53,0,0,3.06,3.06,3.06,8.43,6.13,1.53
120,0,0,1.96,0,13.72,5.88,241.05,0,0,0,13.72,5.88,0,5.88,3.92,0,0,1.96,1.96,0,78.39,1.96,9.8,7.84,37.24,1.96,121.51,3.92,0,0,15.68,0,0,1.96,0,0,1.96,0,1.96,13.72,5.88,5.88
