stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,44.69,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65,3.15,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,3,10,108,21,0,53,0,2,0,16,3,2,5,0,7,0,1,0,0,45,0,0,23,368,8,5,10,10,0,29,37,11,14,63,108,0,0,6,0,0
 24-34,0,1.64,0.82,15.6,0,0,23.8,0.82,0,0.82,7.39,0,0,1.64,0,5.75,0,0.82,0,1.64,13.95,0.82,0,5.75,160.89,1.64,3.28,2.46,0,0,44.33,0,4.93,0.82,6.57,40.22,0,0,8.21,0,4.1
 36-46,0,0,0,8.86,0.81,0,36.26,2.42,2.42,0.81,4.03,0.81,0,2.42,0.81,3.22,0.81,0.81,0,1.61,14.5,0,0,3.22,181.28,2.42,4.83,4.03,0,0,23.36,0,3.22,3.22,0,29,0,0,6.45,0,0
 48-58,0,0,0,4.02,1.72,0,60.82,1.72,2.3,0.57,12.05,0,0.57,0.57,1.15,0,0,0,0,1.15,12.62,0.57,0,1.15,127.38,0,5.16,2.3,0,0,9.75,0,0.57,0.57,0,28.69,0,0,2.87,0,0.57
 60-70,0,0,0,7.85,3.93,0,87.36,0,4.91,0,8.83,0,0,0,0.98,0.98,0.98,0,0,0,24.54,0.98,0,1.96,152.14,0.98,2.94,0,0,0,13.74,0,0,0,0,28.46,0,0.98,3.93,0,0.98
 72-82,0,0.98,0,9.82,28.47,0,143.32,0,0.98,0,27.49,0.98,0,1.96,4.91,0.98,0.98,3.93,0.98,0,44.17,1.96,0,1.96,146.27,0,2.94,3.93,0,0,17.67,0,0,0.98,0,18.65,0.98,0.98,9.82,0,1.96
 84-94,0,2.12,0,15.93,11.68,2.12,157.18,1.06,5.31,2.12,21.24,5.31,1.06,0,3.19,2.12,3.19,1.06,1.06,0,44.61,2.12,1.06,3.19,66.91,3.19,4.25,4.25,0,0,36.11,0,1.06,1.06,0,15.93,1.06,0,7.43,1.06,1.06
 96-106,0,2.19,0,14.21,32.79,3.28,111.47,0,2.19,1.09,19.67,1.09,0,0,3.28,2.19,1.09,2.19,1.09,0,20.76,0,2.19,2.19,69.94,0,3.28,12.02,0,0,26.23,0,0,0,0,6.56,3.28,1.09,6.56,1.09,1.09
108-118,0,2.3,0,15.32,16.09,1.53,106.47,0,3.06,0,26.81,3.06,0,0.77,3.06,3.83,3.83,1.53,3.83,0.77,26.04,1.53,0.77,3.83,105.7,1.53,5.36,4.6,0,0,24.51,0,2.3,0,0,4.6,5.36,0,7.66,0,1.53
120,0,0,0,15.68,19.6,0,119.55,3.92,5.88,1.96,31.36,3.92,0,1.96,9.8,0,3.92,1.96,0,1.96,25.48,0,1.96,0,119.55,1.96,3.92,7.84,0,1.96,54.87,0,3.92,0,0,5.88,5.88,0,11.76,0,1.96
