stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,3,20,334,28,0,45,0,2,0,5,12,6,2,1,9,0,1,1,3,46,3,0,52,476,12,5,26,17,0,31,9,110,16,9,125,152,0,0,10,0,1
 24-34,0,16.42,116.56,9.03,0,82.91,0.82,9.03,3.28,13.13,10.67,0.82,1.64,2.46,13.13,1.64,15.6,4.93,2.46,54.18,4.1,0,20.52,419.46,3.28,16.42,25.45,0,0,87.83,0,2.46,5.75,1.64,27.91,109.99,0,0,22.16,0,5.75
 36-46,0.81,0.81,37.87,0,0,53.98,0,4.83,3.22,8.06,4.03,0,0.81,3.22,4.03,1.61,5.64,3.22,4.03,36.26,0.81,0,7.25,135.35,2.42,5.64,11.28,0,0,66.87,0.81,0,3.22,0,0.81,37.06,0,0,8.86,0,4.83
 48-58,1.15,0,23.53,0,0,48.2,0,3.44,2.3,10.33,5.16,1.15,0.57,3.44,2.87,1.72,3.44,3.44,4.02,36.15,5.16,4.59,4.59,64.27,2.3,6.89,12.05,0,1.15,50.49,0,0,1.72,0,0,16.64,0,0,5.16,0,2.87
 60-70,1.96,0,50.06,1.96,0,75.58,0,6.87,3.93,15.7,6.87,0.98,0.98,4.91,3.93,2.94,4.91,7.85,1.96,43.19,1.96,0.98,3.93,63.8,1.96,9.82,23.56,0,0,57.91,0,0,0.98,0,0,8.83,0.98,0.98,5.89,0,7.85
 72-82,6.87,0.98,50.06,1.96,0.98,38.28,0.98,4.91,0.98,16.69,26.5,0,0,5.89,7.85,0.98,10.8,7.85,0.98,55.95,8.83,1.96,2.94,51.05,2.94,10.8,18.65,0,0,69.7,0,0,4.91,0,0,2.94,4.91,0.98,5.89,1.96,4.91
 84-94,2.12,0,90.27,7.43,1.06,38.23,0,12.74,2.12,12.74,37.17,0,0,7.43,23.36,2.12,7.43,12.74,2.12,28.68,5.31,4.25,8.5,36.11,2.12,11.68,22.3,0,1.06,242.14,0,0,8.5,0,0,8.5,10.62,1.06,8.5,0,4.25
 96-106,5.46,1.09,106.01,3.28,4.37,28.41,2.19,10.93,1.09,19.67,43.71,0,2.19,6.56,12.02,3.28,15.3,12.02,1.09,38.25,5.46,3.28,4.37,40.44,0,19.67,24.04,0,3.28,184.69,0,0,5.46,0,0,2.19,6.56,1.09,9.84,1.09,7.65
108-118,2.3,2.3,106.47,0.77,9.19,24.51,0,22.98,5.36,16.85,25.28,0,0,6.89,13.02,2.3,10.72,14.55,0.77,39.06,5.36,0,9.19,32.17,3.83,13.79,22.21,0,0.77,135.58,2.3,0,3.83,0,0,0.77,8.43,0,3.83,0.77,3.83
120,0,0,78.39,0,1.96,15.68,0,9.8,1.96,13.72,9.8,0,1.96,7.84,9.8,0,0,5.88,1.96,27.44,1.96,0,1.96,39.2,1.96,11.76,11.76,0,0,119.55,1.96,0,1.96,1.96,0,1.96,1.96,0,5.88,0,1.96
