stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,2,18,161,33,0,91,0,0,0,32,10,2,1,0,2,0,2,0,0,102,0,0,96,1195,22,4,12,32,0,21,5,131,1,0,107,345,0,0,7,0,0
 24-34,0,0.82,14.78,73.88,14.78,0,201.11,0,4.1,2.46,31.19,6.57,0,5.75,4.1,9.03,2.46,5.75,4.1,0,216.71,0,0.82,75.52,1319.12,9.03,13.13,16.42,0,0.82,67.31,0,0.82,4.1,0.82,14.78,336.55,0,0,22.98,0,4.93
 36-46,0,0,1.61,41.89,0.81,0,168.38,1.61,4.03,4.03,30.62,0.81,0,3.22,3.22,1.61,1.61,0.81,0.81,2.42,167.58,0.81,5.64,68.48,950.69,4.03,6.45,8.86,0,0,46.73,0,0,1.61,0.81,0,186.11,0,0,12.89,0,8.86
 48-58,0,1.72,0.57,28.69,1.72,0,148.04,1.15,4.59,4.02,39.02,1.72,0.57,5.16,2.3,0,2.87,0.57,1.15,4.02,189.93,2.87,9.18,38.44,679.38,5.74,8.61,2.87,0,0.57,25.82,1.15,0,1.15,0,0,107.3,0,0,10.9,0,4.02
 60-70,0,1.96,0,28.46,0.98,0,121.71,1.96,5.89,12.76,55.95,2.94,0,4.91,0,1.96,2.94,0.98,0.98,0,162.93,2.94,5.89,33.37,998.21,6.87,7.85,10.8,0,1.96,30.43,0,0,0.98,0.98,0,100.12,0.98,0.98,10.8,0,1.96
 72-82,0,6.87,0,28.47,10.8,0,133.51,0,7.85,13.74,91.29,10.8,0,7.85,6.87,4.91,0.98,3.93,1.96,0.98,246.4,2.94,7.85,33.38,904.11,2.94,30.43,7.85,0,2.94,21.6,0.98,0,1.96,0.98,0,68.72,2.94,3.93,22.58,4.91,1.96
 84-94,0,6.37,1.06,60.54,14.87,1.06,129.57,1.06,5.31,6.37,67.97,11.68,0,6.37,12.74,7.43,6.37,3.19,4.25,2.12,175.24,2.12,12.74,35.05,502.34,10.62,14.87,9.56,0,3.19,74.34,1.06,0,3.19,0,0,41.42,1.06,5.31,25.49,3.19,4.25
 96-106,0,8.74,0,41.53,17.49,0,99.45,2.19,3.28,10.93,63.39,17.49,0,5.46,19.67,8.74,6.56,8.74,3.28,0,165.02,3.28,9.84,16.39,468.83,3.28,36.06,13.11,0,3.28,90.71,0,0,1.09,0,0,20.76,3.28,3.28,17.49,6.56,5.46
108-118,0,4.6,0.77,59.75,20.68,2.3,81.19,3.83,12.26,9.96,70.47,11.49,0,1.53,6.89,11.49,9.96,4.6,5.36,3.83,154.72,3.06,3.06,24.51,522.39,2.3,15.32,10.72,0,3.83,78.13,0.77,0,3.83,3.06,0,18.38,3.83,2.3,19.92,3.06,2.3
120,0,1.96,1.96,62.71,41.16,1.96,84.27,0,9.8,11.76,80.35,13.72,1.96,1.96,25.48,1.96,7.84,7.84,3.92,1.96,115.63,5.88,7.84,29.4,560.5,7.84,11.76,5.88,0,1.96,60.75,0,0,0,1.96,0,15.68,3.92,0,11.76,1.96,1.96
