stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,263.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,7.89,0,0,5.26,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,120.92,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,6.29,0,0,28.32,0,0,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,2,34,4,9,0,0,0,7,2,1,0,0,3,0,0,1,0,7,0,0,15,225,3,3,1,9,0,3,0,18,4,8,153,0,0,5,0,0
 24-34,0.82,0,0.82,0,9.03,0,18.06,0,0.82,1.64,8.21,0,0,0,3.28,2.46,0,0.82,0,0,18.88,0,0,10.67,170.74,0.82,3.28,4.1,0,0,7.39,0,0,60.74,0,101.79,0,0,9.03,0,0
 36-46,0,0,0,0,1.61,0.81,45.92,0,0,0,6.45,0,0,0,3.22,0,0.81,0,0.81,0,20.95,0,0.81,6.45,143.41,0,1.61,0,0,0,1.61,0,0,42.7,0,79.76,0,0,6.45,0,3.22
 48-58,0,0,0.57,0,2.3,0,43.04,0,1.15,0.57,9.75,0.57,0,0.57,2.3,0,0,0.57,0,0,30.99,0,1.15,6.31,60.82,0.57,0,0.57,0,0,2.3,0,0,36.15,0,25.25,0,0,5.74,0,0.57
 60-70,0,0,0,0,1.96,0,29.45,0.98,0,0,17.67,0.98,0,0,0,0.98,0.98,0.98,0,0,35.33,0,0.98,0.98,37.3,0,0,0,0,0,4.91,0,0,39.26,0,5.89,0,0.98,1.96,0,1.96
 72-82,0,0,0.98,0,3.93,0,29.45,0,0,0,17.67,10.8,0,0,3.93,0,0,0,0,0,40.25,0,1.96,0.98,51.05,0,0,1.96,0,0.98,1.96,0,0,71.66,0,4.91,0,0,3.93,0,0.98
 84-94,0,0,1.06,0,7.43,0,22.3,0,0,0,12.74,35.05,0,0,9.56,0,0,0,0,1.06,33.99,0,4.25,4.25,33.99,1.06,0,1.06,0,0,7.43,0,0,149.75,0,4.25,1.06,1.06,7.43,3.19,2.12
 96-106,0,0,0,0,8.74,1.09,22.95,1.09,0,0,19.67,51.36,0,1.09,8.74,1.09,0,0,1.09,0,30.6,0,3.28,6.56,39.34,0,0,2.19,0,0,4.37,0,0,153,0,3.28,0,3.28,3.28,0,0
108-118,0,0,0,0,3.06,1.53,19.15,0.77,2.3,1.53,13.79,53.62,0,0.77,6.13,1.53,2.3,0,0.77,0,27.57,0,0.77,1.53,42.89,0.77,0,0,0,0,3.83,0,0,147.83,0,1.53,3.06,0.77,5.36,0.77,1.53
120,0,0,1.96,0,0,0,11.76,0,1.96,3.92,3.92,58.79,0,0,9.8,0,1.96,0,5.88,0,7.84,1.96,0,5.88,31.36,0,1.96,0,0,0,5.88,0,0,103.87,0,1.96,0,1.96,1.96,0,0
