stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,4,17,211,71,0,86,0,2,0,15,14,10,4,1,11,0,0,1,1,93,1,0,73,931,50,12,14,29,0,26,5,103,18,3,100,367,0,0,12,0,1
 24-34,2.46,3.28,63.21,9.85,0,130.52,0.82,12.31,3.28,33.66,5.75,0,1.64,4.1,13.95,0,4.93,0.82,1.64,154.32,9.03,0,82.09,1612.98,14.78,27.91,12.31,0,0,57.46,0,0,6.57,2.46,18.88,397.29,0,0,36.12,0,1.64
 36-46,0,0,24.98,3.22,0,301.32,0.81,2.42,12.09,66.87,1.61,0,1.61,3.22,3.22,3.22,4.83,0.81,2.42,153.08,3.22,3.22,47.53,1629.87,7.25,29,10.47,0,0.81,41.89,0.81,0.81,2.42,0,0,465.68,0,0,24.17,0,5.64
 48-58,0,0.57,22.95,2.87,0,482.57,1.72,3.44,12.05,126.24,1.15,1.15,4.02,8.61,4.02,1.15,6.89,1.72,2.87,254.2,8.61,8.03,45.9,1332.37,3.44,19.51,17.21,0,1.15,25.82,0.57,0,5.74,0.57,0,333.95,0,1.15,14.92,0,5.74
 60-70,0,0,33.37,5.89,0,543.76,1.96,11.78,3.93,148.21,3.93,0,1.96,11.78,3.93,3.93,5.89,0.98,0,307.22,5.89,9.82,41.22,1379.04,5.89,22.58,19.63,0,2.94,39.26,0,0,5.89,0,0,213.97,0,7.85,25.52,1.96,2.94
 72-82,5.89,0,37.3,31.41,0.98,456.47,1.96,7.85,12.76,202.22,12.76,2.94,3.93,23.56,8.83,2.94,8.83,2.94,0.98,401.5,15.71,9.82,29.45,1213.33,5.89,28.47,19.63,0,2.94,39.27,0,0,1.96,0.98,0,121.73,5.89,10.8,42.21,8.83,0
 84-94,5.31,1.06,63.72,27.61,2.12,338.79,2.12,10.62,7.43,122.13,29.74,4.25,3.19,47.79,11.68,9.56,10.62,6.37,1.06,283.56,16.99,14.87,35.05,606.42,6.37,18.05,29.74,0,1.06,123.2,0,0,16.99,0,0,70.09,11.68,4.25,28.68,9.56,6.37
 96-106,2.19,2.19,97.26,32.79,3.28,307.09,4.37,17.49,9.84,130.05,33.88,0,7.65,48.09,14.21,6.56,9.84,13.11,0,215.29,10.93,12.02,27.32,546.42,3.28,37.16,39.34,0,4.37,106.01,0,0,8.74,1.09,0,29.51,9.84,14.21,32.79,9.84,3.28
108-118,1.53,1.53,72.77,21.45,6.13,225.96,3.06,13.02,7.66,111.06,29.87,0,3.83,52.09,13.79,10.72,6.89,13.79,3.06,169.28,7.66,11.49,25.28,672.52,6.13,22.98,19.15,0,3.06,68.94,0.77,0,6.89,0.77,0,24.51,14.55,0.77,24.51,5.36,4.6
120,1.96,0,76.43,33.32,0,176.38,3.92,13.72,3.92,78.39,35.28,0,3.92,47.03,7.84,5.88,0,7.84,1.96,137.18,7.84,9.8,13.72,550.7,13.72,17.64,17.64,0,1.96,68.59,0,0,1.96,0,0,25.48,11.76,1.96,19.6,5.88,3.92
