stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,196.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,36.8,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09,18.4,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,25.18,0,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,129.03,9.44,0,0,37.76,0,3.15,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,2,22,3,0,2,0,0,0,3,1,0,3,0,13,0,0,22,0,4,1,0,4,31,11,0,1,2,0,5,1,3,2,3,19,0,0,0,0,4
 24-34,0,0,0,0,4.1,0.82,0,15.6,0,1.64,0,1.64,0,0,3.28,0,23.8,0,0,18.88,0.82,13.13,4.1,0,7.39,94.4,0.82,1.64,0.82,0,0,20.52,0,0,0,1.64,28.73,0,0,9.03,0,21.34
 36-46,0,0,0,0,0.81,0,0,53.98,0,0,0,8.86,0,0,0.81,1.61,6.45,0.81,0.81,5.64,0,12.09,0.81,0,4.03,83.79,2.42,1.61,0.81,0,0,12.09,0,0,0,0,20.14,0,0,2.42,0,8.06
 48-58,0,0,0,0,2.3,1.72,0,98.12,0,0,0.57,24.1,0,3.44,0.57,0,1.15,0,0,0,0,29.26,0.57,0.57,4.02,59.1,1.72,1.72,0,0,0,12.05,0,0,0,0,20.08,0,0.57,5.16,0,1.15
 60-70,0,0,0,0,5.89,5.89,0,162.93,0,0,2.94,33.37,1.96,0,1.96,5.89,1.96,0,0.98,0.98,0.98,52.02,0.98,0.98,4.91,53,0.98,0.98,0,0,0,23.56,0,0,0,0,11.78,0,0.98,4.91,0,5.89
 72-82,0,0,1.96,0,4.91,28.47,0,161.97,0,1.96,2.94,40.25,3.93,0,0.98,1.96,4.91,0,0.98,1.96,0,83.44,3.93,1.96,8.83,54.97,0.98,6.87,5.89,0,1.96,42.21,0,0,0,0,8.83,2.94,2.94,8.83,0,0.98
 84-94,0,0,0,0,18.05,22.3,0,110.45,0,5.31,1.06,22.3,9.56,1.06,0,10.62,3.19,2.12,1.06,1.06,0,56.29,2.12,1.06,9.56,44.61,2.12,2.12,1.06,0,1.06,97.71,0,0,1.06,0,7.43,2.12,1.06,8.5,3.19,1.06
 96-106,0,0,0,1.09,27.32,31.69,1.09,90.71,1.09,5.46,2.19,61.2,22.95,1.09,2.19,12.02,3.28,3.28,4.37,0,0,86.33,3.28,1.09,8.74,38.25,1.09,4.37,4.37,0,0,67.76,0,0,0,0,6.56,7.65,2.19,13.11,0,1.09
108-118,0,0,0,0,25.28,16.09,0.77,68.94,0,2.3,0.77,26.81,14.55,0,1.53,16.85,9.19,1.53,3.06,3.06,0,61.28,0.77,3.06,10.72,51.32,2.3,3.83,6.89,0,0.77,37.53,0,0,0.77,0,3.06,9.19,2.3,16.85,1.53,2.3
120,0,0,0,0,25.48,13.72,0,52.91,0,1.96,1.96,25.48,17.64,0,0,15.68,9.8,0,1.96,0,0,47.03,5.88,1.96,17.64,41.16,0,3.92,3.92,0,1.96,45.08,0,0,1.96,0,1.96,3.92,1.96,11.76,1.96,0
