stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,337.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,5.26,0,0,0,57.83,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,375.91,0,0,0,39.43,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.29,3.15,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0
 14-21,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3,0,0,4,24,0,5,0,0,0,0,2,0,28,42,9,0,0,0,0,0
 24-34,0,0,1.64,0,0.82,0,0,9.85,0,0.82,0,15.6,0,0,0,0.82,0,0,0,0,0,2.46,0,0,0,220.81,0,10.67,0,0,1.64,0,0,2.46,0,1.64,82.09,0,0,8.21,0,0
 36-46,0,0,0,0,1.61,0,0,20.95,0.81,0,0,9.67,0,0,0,0,0,0,0.81,0.81,0,2.42,0,0,2.42,512.41,0,20.95,0,0,2.42,0,0,0,0,0,101.51,0,0,6.45,0,0.81
 48-58,0,0,0,0,3.44,0,0,51.64,0,0,1.15,22.38,0,0,0.57,0,0,0.57,0,0,0.57,6.89,0,0,0.57,736.77,0,12.05,0.57,0,0,0,0,0,0,0,95.25,0,0,9.75,0,0.57
 60-70,0,0,1.96,0,0,0,0,59.87,0.98,0.98,1.96,70.67,0.98,0,0.98,0,0,0,0.98,0,1.96,19.63,1.96,0.98,2.94,1361.37,0,21.59,0,0,0.98,0,0,0,0,0,117.78,0,0,4.91,0,0
 72-82,0,0,0.98,0,5.89,1.96,0,100.13,0,0.98,2.94,141.36,0.98,0,3.93,1.96,0.98,0.98,0.98,0,0.98,51.05,0,0.98,1.96,1405.74,0,26.5,0,0,0,0,0,0.98,0,0,97.18,0.98,0.98,18.65,0,0
 84-94,0,0,1.06,0,9.56,2.12,0,108.33,1.06,1.06,1.06,96.65,0,0,1.06,2.12,1.06,1.06,0,1.06,1.06,31.86,0,1.06,5.31,740.24,1.06,25.49,4.25,0,5.31,0,0,2.12,0,0,57.35,3.19,1.06,9.56,4.25,0
 96-106,0,0,0,0,12.02,0,0,86.33,2.19,0,0,85.24,1.09,0,1.09,1.09,0,1.09,1.09,0,2.19,40.44,0,1.09,2.19,649.15,0,43.71,0,0,5.46,0,0,1.09,0,0,40.44,1.09,0,21.86,5.46,1.09
108-118,0,0,0,0,11.49,1.53,1.53,48.26,0.77,0.77,0.77,85.79,2.3,0,0,0,0,0,0,1.53,6.89,26.04,0.77,1.53,1.53,654.13,0,13.79,1.53,0,1.53,0,0,0,0,0,21.45,4.6,2.3,9.96,2.3,3.83
120,0,0,0,0,11.76,7.84,0,76.43,1.96,5.88,0,90.15,3.92,0,0,0,0,1.96,1.96,0,0,43.12,0,1.96,1.96,995.57,0,9.8,0,0,1.96,0,0,1.96,0,0,48.99,1.96,1.96,17.64,1.96,3.92
