stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,316.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,3.15,0,0,15.73,0,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,13,5,0,13,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,12,255,1,3,1,1,0,0,1,10,1,0,17,85,0,0,6,0,0
 24-34,0,0,3.28,0.82,9.85,2.46,0,140.37,0.82,2.46,0.82,27.91,0,4.1,0.82,0,0.82,1.64,2.46,1.64,77.98,0,0,26.27,1111.44,4.1,25.45,2.46,0,0,0,0,0,0.82,0.82,3.28,192.9,0,0,37.76,0,4.1
 36-46,0,0,0,0,8.06,0,0,381.08,1.61,0,4.03,53.17,0,1.61,0,0,0.81,0,0.81,4.03,94.26,0,1.61,24.17,1405.09,0,26.59,0.81,0,0,1.61,0.81,0,1.61,3.22,0,238.48,0,0.81,20.14,0,1.61
 48-58,0.57,0,0.57,0,4.59,1.15,0,525.61,1.72,2.87,6.89,90.66,0.57,4.02,0.57,0,2.3,1.15,1.15,5.74,146.32,0.57,5.16,19.51,1340.41,2.3,15.49,1.72,0,1.15,0.57,0,0,0,1.72,0,178.45,0,0.57,26.4,0,4.02
 60-70,0,0,0,0,9.82,1.96,0,736.14,0.98,2.94,5.89,138.39,0,7.85,2.94,0,1.96,0,0.98,9.82,201.21,0.98,9.82,18.65,1654.85,4.91,10.8,0,0,2.94,0.98,0,0,0.98,0.98,0,165.88,0,2.94,19.63,0.98,1.96
 72-82,0,0,5.89,0,11.78,1.96,0,781.4,1.96,2.94,15.71,208.11,0.98,8.83,10.8,1.96,1.96,3.93,3.93,4.91,359.29,0,5.89,37.3,1671.77,0.98,20.61,4.91,0,5.89,1.96,0,0,0.98,0.98,0,112.89,0,10.8,59.88,7.85,3.93
 84-94,0,0,7.43,1.06,30.8,2.12,0,552.26,3.19,7.43,10.62,139.13,4.25,5.31,9.56,2.12,5.31,2.12,2.12,16.99,249.58,0,8.5,31.86,1045.04,6.37,19.12,5.31,0,0,2.12,0,0,1.06,0,0,70.09,1.06,5.31,44.61,9.56,6.37
 96-106,0,0,5.46,0,13.11,3.28,1.09,418.56,2.19,4.37,5.46,160.65,2.19,12.02,5.46,1.09,2.19,1.09,0,14.21,238.24,0,7.65,16.39,858.98,1.09,26.23,10.93,0,9.84,2.19,0,0,4.37,1.09,0,43.71,1.09,5.46,41.53,6.56,3.28
108-118,0,0,3.06,0,24.51,0.77,1.53,335.49,1.53,3.83,4.6,131.75,2.3,3.06,8.43,0,5.36,3.83,6.13,11.49,212.94,0.77,5.36,24.51,824.94,6.13,15.32,3.83,0,6.13,1.53,0,0,0.77,0.77,0,26.81,0.77,5.36,28.34,3.83,8.43
120,0,0,0,0,17.64,7.84,1.96,237.13,0,1.96,11.76,66.63,0,7.84,15.68,1.96,5.88,5.88,3.92,7.84,166.58,0,9.8,25.48,697.68,0,1.96,5.88,0,3.92,5.88,0,0,1.96,1.96,0,21.56,0,1.96,29.4,1.96,3.92
