stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.17,0,0,0,15.77,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,66.09,9.44,0,0,22.03,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,17,2,0,0,2,0,0,0,1,0,0,1,7,0,0,1,0,1
 24-34,0,0,0,0.82,8.21,0,0,4.1,1.64,0,1.64,0,0,0,0,0,0,0.82,0,0,9.85,0,0,4.93,49.25,1.64,0.82,1.64,0,0,4.1,0,0,0,0,0.82,9.85,0,0,0,0,0
 36-46,0,0,0,0,1.61,0.81,0,8.06,0,0.81,4.83,0,0,0.81,0,0,0,0.81,0,0,16.92,0,0.81,6.45,29,0,0.81,0,0,0,1.61,0,0,0,0.81,0,8.06,0,0,0,0,0
 48-58,0,0,0,0,4.02,0.57,0,12.05,0.57,1.15,8.61,1.15,0,0,0.57,0,0,0.57,0.57,0.57,21.23,0,0,2.3,16.07,0,1.15,0.57,0,0,2.3,0,0,0,0,0,4.59,0,0,1.72,0,1.15
 60-70,0,0,0.98,0,3.93,0,0,7.85,0,0,7.85,0,0,0,0,0,0,0,0,0,12.76,0,0,1.96,5.89,0,2.94,0,0,0,7.85,0,0,0,0,0,2.94,0,0,2.94,0,0.98
 72-82,0,0,0.98,0,1.96,1.96,0,3.93,0,0.98,7.85,0.98,0,1.96,0.98,0.98,0.98,0.98,0.98,0,51.05,1.96,2.94,1.96,12.76,0.98,0.98,0.98,0,0.98,0.98,0,0,0.98,0,0,0.98,0.98,0.98,3.93,0.98,0
 84-94,0,0,0,0,8.5,0,0,13.81,1.06,1.06,7.43,6.37,0,2.12,2.12,2.12,1.06,0,0,0,21.24,1.06,1.06,3.19,7.43,0,0,1.06,0,1.06,11.68,0,0,0,0,0,1.06,1.06,2.12,4.25,1.06,0
 96-106,0,0,1.09,0,6.56,2.19,1.09,9.84,0,0,12.02,1.09,0,0,6.56,1.09,0,3.28,0,0,15.3,0,0,3.28,8.74,0,3.28,1.09,0,0,13.11,0,0,1.09,0,0,2.19,1.09,2.19,1.09,2.19,1.09
108-118,0,0,1.53,0,9.19,1.53,0.77,9.19,1.53,0.77,10.72,5.36,0,0.77,2.3,1.53,0.77,0,0,0,19.92,0,0.77,1.53,12.26,1.53,0,1.53,0,1.53,4.6,0,0,0.77,0,0,0,1.53,0.77,2.3,0,0
120,0,0,0,0,3.92,0,0,13.72,0,0,9.8,5.88,0,0,1.96,0,0,0,0,0,9.8,0,0,1.96,7.84,0,3.92,1.96,0,0,1.96,0,0,1.96,0,0,0,0,0,3.92,1.96,0
