stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,2609.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,183.89,2010.52,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,67.43,12.26,0,0,18.39,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,26.29,0,76.23,0,0,0,155.09,0,0,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,1148.75,26.29,0,0,473.17,0,2.63,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,66.09,0,3.15,0,132.17,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,3.15,1192.7,12.59,0,0,456.31,0,3.15,12.59,0,44.06,0,3.15,3.15,0,0,0,0,0
 14-21,0,1,0,10,137,22,0,63,0,0,22,3,0,0,1,2,0,1,0,0,73,0,0,63,986,15,5,5,33,0,53,1,116,13,0,91,379,0,0,3,0,0
 24-34,0,0,0,4.1,46.79,9.03,0,255.29,1.64,1.64,35.3,3.28,0,1.64,2.46,2.46,4.1,3.28,1.64,0,174.02,0.82,0.82,66.49,1860.06,13.95,15.6,18.88,0,0,116.56,0,0,4.93,0,8.21,480.2,0,0,22.16,0,2.46
 36-46,0,0,0,0,24.17,4.83,0,626.01,0,0,33.84,1.61,0,2.42,10.47,0.81,4.83,1.61,2.42,0,145.02,0.81,2.42,46.73,1352.72,4.03,16.11,12.09,0,0,37.87,0,0.81,2.42,0.81,0.81,339.19,0,0,14.5,0,0.81
 48-58,0.57,0,0,0.57,24.1,4.02,0,632.91,0.57,0.57,29.26,0,0,2.3,3.44,0,0.57,0.57,0,0,150.34,1.72,9.75,27.54,554.3,3.44,4.59,3.44,0,0.57,18.94,0,0,0,0.57,0,109.6,0,0,6.31,0,2.3
 60-70,0,0,0,0,23.56,2.94,0,497.63,0.98,0.98,37.3,3.93,0,0.98,1.96,0,0,3.93,0,0.98,121.71,0,14.72,18.65,302.31,3.93,0,3.93,0,0,11.78,0,0,0.98,0,0,31.41,0,0,10.8,0,0.98
 72-82,0,0,0,0,27.49,0.98,0,177.68,0.98,1.96,41.23,5.89,0,0.98,4.91,0.98,3.93,1.96,0,0,108.96,1.96,11.78,13.74,207.13,3.93,0.98,3.93,0,0,5.89,0,0,0,0,0,6.87,1.96,0.98,17.67,0,0.98
 84-94,0,0,0,0,33.99,6.37,2.12,149.75,1.06,0,27.61,10.62,0,1.06,10.62,3.19,3.19,2.12,1.06,0,82.84,0,24.43,15.93,149.75,3.19,2.12,4.25,0,1.06,22.3,0,0,1.06,0,0,2.12,2.12,2.12,10.62,0,1.06
 96-106,0,0,1.09,0,32.79,3.28,1.09,103.82,0,0,39.34,15.3,0,0,10.93,1.09,2.19,0,0,1.09,52.46,0,6.56,9.84,133.33,4.37,1.09,6.56,0,0,12.02,0,0,1.09,0,0,7.65,0,0,13.11,2.19,1.09
108-118,0,0,0,0,20.68,6.89,0.77,93.45,0,0.77,22.21,8.43,0,0,18.38,0.77,3.06,0.77,2.3,0,39.06,0,5.36,12.26,182.3,2.3,6.89,6.13,0,0,8.43,0,0,2.3,0,0,3.06,0.77,0,11.49,0.77,0.77
120,0,0,0,0,13.72,11.76,1.96,99.95,0,0,13.72,0,0,0,9.8,0,0,0,1.96,0,23.52,0,1.96,5.88,162.66,0,1.96,5.88,0,0,5.88,0,0,0,0,0,9.8,0,0,9.8,0,0
