stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.02,2978.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,1121.72,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,12.26,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,7.89,0,10.51,0,0,0,49.95,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,207.67,5.26,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,25.18,0,3.15,0,47.2,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,541.28,18.88,0,0,56.65,0,0,12.59,0,22.03,3.15,0,0,0,0,0,0
 14-21,0,0,0,15,279,32,0,66,0,0,0,9,8,1,0,0,5,0,1,0,0,28,1,0,22,634,9,20,41,11,0,15,16,16,19,13,164,0,0,5,0,0
 24-34,0,0,1.64,6.57,64.03,3.28,0,77.98,0,2.46,0,12.31,6.57,0,0,0,2.46,0.82,5.75,2.46,0,37.76,0.82,0,22.16,520.42,0,42.68,19.7,0,0,30.37,0.82,0.82,1.64,3.28,145.29,0,0,10.67,0,0
 36-46,0,0,0.81,2.42,25.78,0,0,56.4,0,0,1.61,28.2,4.03,0,0.81,1.61,0.81,0,6.45,5.64,0,34.64,0,0.81,10.47,331.94,0.81,27.39,14.5,0,0,10.47,0.81,0,3.22,0,88.62,0,0,0.81,0,0
 48-58,0,0,0,1.15,14.35,0,0,80.33,0,3.44,0,35,3.44,0,0.57,0,0.57,0,8.61,1.15,0.57,40.17,0,1.15,5.16,250.18,0,21.23,14.35,0,0,16.07,0,0,7.46,0,52.22,0,0,4.59,0,0.57
 60-70,0,0,0,0,22.58,0,0,205.14,0,4.91,1.96,39.26,12.76,0,0,0,3.93,0,19.63,2.94,0,45.15,0,3.93,5.89,354.33,1.96,32.39,30.43,0,0.98,20.61,0,0,3.93,0,50.06,0,2.94,0.98,0,0
 72-82,0,0,3.93,0,25.52,2.94,0,189.46,3.93,1.96,0.98,50.06,44.17,0,0.98,0.98,8.83,0,31.41,1.96,0,69.7,1.96,0.98,11.78,255.23,0.98,68.72,63.81,0,0,13.74,0,0,6.87,0,18.65,0.98,4.91,0.98,0.98,0
 84-94,0,0,2.12,6.37,50.98,2.12,0,150.81,0,8.5,4.25,37.17,101.96,0,0,3.19,16.99,1.06,66.91,2.12,0,69.03,1.06,7.43,3.19,157.18,0,89.21,87.09,0,0,43.54,0,0,10.62,0,7.43,4.25,3.19,5.31,3.19,0
 96-106,0,0,7.65,15.3,36.06,5.46,0,121.31,0,7.65,2.19,44.81,278.68,0,0,6.56,14.21,2.19,116.93,10.93,1.09,69.94,3.28,2.19,3.28,204.36,0,158.46,103.82,0,0,44.81,0,0,25.14,0,4.37,3.28,5.46,9.84,3.28,0
108-118,0,0,3.06,18.38,48.26,3.06,2.3,92.68,0,13.79,3.06,39.83,409.79,0,0,3.06,22.98,2.3,78.89,22.98,0.77,65.87,0.77,2.3,11.49,223.66,5.36,115.66,94.98,0,1.53,31.4,0.77,0,26.81,0,9.96,6.89,4.6,4.6,2.3,0
120,0,0,0,5.88,43.12,3.92,0,86.23,0,13.72,0,54.87,233.21,0,0,11.76,11.76,0,52.91,19.6,0,66.63,0,1.96,3.92,190.1,3.92,99.95,96.03,0,0,33.32,1.96,0,21.56,0,11.76,3.92,0,3.92,1.96,1.96
