stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.31,2767.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,606.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,21.03,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,57.83,5.26,0,0,13.14,0,13.14,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,112,1,0,2,0,4,0,0,1,3,1,0,15,0,0,0,0,0,5,0,0,13,1,2,2,0,0,221,3,1,7,1,1,0,0,0,0,0,1
 24-34,0,0,0,0,73.06,0,0,0.82,0,4.1,0,0,4.1,0.82,0,1.64,16.42,0,4.1,0,1.64,2.46,37.76,0,0.82,40.22,0,10.67,4.93,0,0,189.62,0,0,0,0,0.82,5.75,0,0,4.1,0,0.82
 36-46,0,0,0,0,48.34,0,0,4.83,0.81,7.25,0,0.81,3.22,2.42,0,4.83,4.83,0,4.03,0,0,4.83,35.45,0,2.42,25.78,0,13.7,8.06,0,0,210.28,0.81,0,0.81,0,0,6.45,0,0,3.22,0,2.42
 48-58,0,0,0,0,22.38,0.57,0,12.05,0,10.33,0.57,2.87,2.3,9.75,0.57,8.03,7.46,0,3.44,0,0,4.02,30.41,0,4.59,26.97,0,3.44,6.89,0,0.57,224.36,0,0,0,0,0,6.89,0,0,2.3,0,0.57
 60-70,0,0,0.98,0,29.45,0,0,14.72,0,13.74,0.98,4.91,4.91,4.91,0.98,11.78,4.91,0.98,8.83,0.98,0.98,1.96,31.41,0.98,0,29.45,0,7.85,7.85,0,0,183.54,0,0,0.98,0,0,5.89,2.94,0,0.98,0,0
 72-82,0,0,4.91,0,39.27,0.98,0,14.72,0,12.76,0,1.96,16.69,2.94,0.98,15.71,12.76,0,14.72,0,0,17.67,54.97,1.96,1.96,24.54,0,20.61,18.65,0,0,227.75,0,0,0.98,0,0,0,5.89,0,0.98,0.98,0
 84-94,0,0,3.19,1.06,151.87,1.06,0,7.43,0,37.17,0,6.37,39.3,4.25,0,27.61,25.49,1.06,15.93,3.19,1.06,7.43,52.04,0,0,10.62,0,20.18,20.18,0,0,675.46,0,0,4.25,0,0,1.06,7.43,2.12,1.06,0,2.12
 96-106,0,0,2.19,0,198.9,1.09,1.09,10.93,1.09,68.85,0,8.74,50.27,1.09,0,39.34,26.23,1.09,30.6,4.37,0,16.39,69.94,0,2.19,46.99,0,29.51,22.95,0,2.19,775.92,0,0,1.09,0,0,1.09,7.65,1.09,6.56,1.09,0
108-118,0,0,1.53,1.53,307.15,2.3,0,10.72,0,150.13,0.77,2.3,66.64,0,0.77,27.57,51.32,0,25.28,9.19,2.3,11.49,55.15,0.77,2.3,32.94,0.77,21.45,39.06,0,0,1096.86,0,0,3.83,0,0,2.3,26.81,1.53,4.6,0.77,1.53
120,0,0,0,0,195.98,1.96,1.96,3.92,0,72.51,0,3.92,25.48,0,0,39.2,13.72,0,15.68,7.84,0,11.76,50.95,0,0,31.36,1.96,9.8,7.84,0,1.96,470.35,1.96,0,0,0,0,5.88,3.92,0,3.92,3.92,1.96
