stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,1014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,637.48,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,15.77,0,21.03,0,0,63.09,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,368.02,10.51,0,0,134.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,9.44,31.47,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,336.73,12.59,0,0,116.44,0,0,3.15,18.88,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,3,21,10,10,0,0,0,3,3,8,1,0,1,0,0,0,3,18,0,0,16,128,3,0,3,1,0,3,16,3,2,20,52,0,0,1,0,0
 24-34,0,0,0,2.46,11.49,1.64,24.63,0,0,0.82,11.49,0,0.82,0,0.82,0,0,0.82,0,1.64,18.88,0,0,10.67,237.23,3.28,3.28,4.1,0,0,7.39,0,2.46,0,3.28,90.29,0,0,9.85,0,0.82
 36-46,0,0,0,0,7.25,0,42.7,0,0,1.61,16.92,0,0,2.42,0,0,0.81,0,0.81,0.81,25.78,0.81,0,4.83,302.93,0.81,1.61,1.61,0,0,7.25,0,1.61,0,0.81,83.79,0,0,4.83,0,0.81
 48-58,0,0,0,0,2.87,0.57,99.27,0,0.57,3.44,12.05,0.57,0,2.3,0.57,0,0.57,0,0,4.59,41.31,1.15,0.57,10.33,277.72,1.15,0.57,2.3,0,0,3.44,0,0,0,0,57.95,0,0,6.31,0,1.72
 60-70,0,0,0,0,7.85,0,207.1,0,0,0.98,39.26,0.98,0,0,3.93,0,1.96,0,0.98,0,44.17,0,0.98,3.93,397.52,0,0,1.96,0,0,7.85,0,0,0,0,76.56,0.98,1.96,1.96,0.98,2.94
 72-82,0,0,0,0,9.82,0,199.28,0,0,9.82,43.19,3.93,0.98,0.98,4.91,0.98,2.94,0,0,0,63.81,0.98,1.96,10.8,331.8,0,0.98,2.94,0,0,8.83,0,0,0,0,43.19,0.98,0,5.89,0.98,3.93
 84-94,0,0,0,0,12.74,1.06,123.2,0,3.19,5.31,27.61,1.06,0,2.12,6.37,1.06,5.31,1.06,1.06,3.19,47.79,1.06,0,6.37,145.5,0,3.19,5.31,0,0,26.55,0,2.12,0,0,20.18,1.06,0,8.5,2.12,1.06
 96-106,0,0,1.09,0,14.21,2.19,91.8,1.09,1.09,1.09,39.34,2.19,0,1.09,5.46,3.28,0,4.37,0,1.09,49.18,0,1.09,5.46,133.33,0,1.09,5.46,0,2.19,14.21,0,0,0,0,14.21,1.09,1.09,6.56,2.19,3.28
108-118,0,0,0.77,0,14.55,0.77,64.34,0,2.3,0.77,24.51,2.3,0,0,9.96,3.06,3.83,0.77,3.83,0,41.36,0,0.77,4.6,140.94,0,2.3,3.83,0,0,11.49,0,0,0,0,16.09,1.53,0,4.6,0.77,3.83
120,0,0,0,0,11.76,3.92,52.91,1.96,7.84,1.96,23.52,3.92,0,1.96,1.96,1.96,3.92,0,0,0,39.2,0,0,5.88,135.23,3.92,0,5.88,0,0,27.44,0,3.92,0,0,5.88,0,3.92,1.96,0,0
