stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,3.15,0,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,1,1,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,12,54,4,1,0,2,0,2,0,8,8,139,484,73,0,0,0,0,0
 24-34,0,1.64,0,0.82,0,0,9.85,50.89,0.82,0,5.75,0.82,0,0.82,0,1.64,0,0,0.82,1.64,10.67,0.82,0,27.91,363.64,3.28,3.28,0.82,0,0,3.28,0,0,9.03,83.73,237.23,169.92,0,0,0,0,2.46
 36-46,0,0,0,3.22,0,0,44.31,66.87,0.81,0.81,20.14,0.81,0,1.61,0,0,0,0,0.81,2.42,22.56,0,1.61,20.95,891.07,0.81,0,1.61,0,0,4.83,0,0,0,25.78,13.7,256.2,0,0,0,0,0.81
 48-58,0,0,0,1.15,0,0,211.73,44.18,1.15,1.15,46.48,1.15,1.15,1.72,0,0,0.57,0,0,0,39.02,0,1.15,18.94,1073.02,2.87,1.15,0,0,0,1.15,0,0,1.15,12.62,0,216.32,0,0.57,0.57,0,2.87
 60-70,0,0.98,0,1.96,0,0,613.45,44.17,0,1.96,70.67,1.96,0,0,0,0.98,0.98,2.94,0.98,0.98,77.54,0.98,1.96,12.76,1232.79,9.82,0,2.94,0,0,0.98,0,0.98,2.94,9.82,0,206.12,0,5.89,0,1.96,4.91
 72-82,0,4.91,0,5.89,0.98,0,535.99,36.32,0.98,0,84.42,6.87,0,0,0,2.94,2.94,1.96,0,0,113.87,0,4.91,20.61,812.82,0.98,0,6.87,0,1.96,0.98,0,0,9.82,7.85,0,112.89,1.96,3.93,3.93,2.94,8.83
 84-94,0,1.06,0,14.87,1.06,0,447.12,47.79,0,1.06,58.41,9.56,0,0,1.06,5.31,1.06,4.25,2.12,4.25,101.96,0,4.25,18.05,522.52,2.12,0,8.5,0,1.06,7.43,0,0,13.81,9.56,0,76.47,4.25,3.19,1.06,7.43,4.25
 96-106,0,1.09,0,14.21,5.46,0,466.65,110.38,1.09,0,88.52,10.93,0,4.37,3.28,10.93,2.19,14.21,1.09,2.19,130.05,0,6.56,25.14,510.36,3.28,1.09,21.86,0,2.19,5.46,0,0,18.58,17.49,0,48.09,4.37,3.28,2.19,5.46,14.21
108-118,0,1.53,0,16.85,2.3,0.77,268.09,58.21,0,0.77,54.38,12.26,0,0.77,0.77,6.89,1.53,8.43,0.77,2.3,107.23,0,1.53,24.51,428.17,15.32,2.3,15.32,0.77,0,1.53,0,0,10.72,15.32,0,26.04,9.19,4.6,1.53,2.3,20.68
120,0,5.88,0,19.6,1.96,0,231.25,43.12,1.96,0,52.91,5.88,0,1.96,0,0,1.96,1.96,1.96,0,90.15,0,3.92,31.36,409.6,7.84,1.96,5.88,0,0,1.96,0,0,5.88,13.72,0,35.28,9.8,0,0,1.96,15.68
