stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1317.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1446.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,21.03,0,70.98,0,0,0,105.15,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,901.65,42.06,0,0,368.02,0,5.26,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,56.65,0,3.15,0,59.79,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,843.39,31.47,0,0,346.17,0,0,0,0,28.32,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,30,8,0,11,1,0,7,4,1,1,0,4,0,0,0,0,23,0,0,16,210,3,0,2,6,0,5,0,20,0,1,18,60,0,0,0,0,0
 24-34,0,0,0,0,10.67,1.64,0,68.13,0.82,0.82,16.42,3.28,0.82,0.82,0,1.64,0.82,3.28,0,1.64,41.04,0.82,0,18.06,494.16,3.28,8.21,3.28,0,0,11.49,0,0,0.82,0,6.57,120.67,0,0,8.21,0,1.64
 36-46,0,0,0,0,5.64,0,0,148.24,0,1.61,12.09,1.61,0,0,0,0,0,0,0,0,45.12,0,0.81,13.7,456.81,0,6.45,0.81,0,0,6.45,0,0,0.81,0,0,80.57,0,0,1.61,0,0
 48-58,0,0,0,0,4.59,0.57,0,127.38,0.57,1.15,23.53,0.57,0.57,0.57,0,0,1.15,1.15,0,0,51.07,1.15,1.72,9.75,243.87,0,1.72,1.72,0,0,1.72,0.57,0,1.15,0,0,49.92,0,0,2.87,0,0
 60-70,0,0,0,0,2.94,0,0,193.36,0.98,1.96,24.54,1.96,0,0.98,0.98,0.98,1.96,0,0,0,74.6,0.98,2.94,6.87,271.88,1.96,1.96,1.96,0,0.98,1.96,0,0,0,0,0,40.24,0.98,0.98,0.98,0,0.98
 72-82,0,0,2.94,0,0.98,3.93,0,89.33,0.98,4.91,19.63,1.96,0.98,0,0.98,0,0,0.98,0,0,72.64,0.98,3.93,6.87,185.53,0,8.83,5.89,0,0,2.94,0,0,0,0,0,15.71,1.96,0.98,4.91,0.98,0
 84-94,0,0,3.19,1.06,7.43,8.5,0,84.96,4.25,3.19,6.37,5.31,1.06,2.12,8.5,0,2.12,1.06,1.06,0,55.23,1.06,1.06,6.37,84.96,0,5.31,2.12,0,0,5.31,0,0,1.06,0,0,5.31,0,1.06,3.19,1.06,0
 96-106,0,0,2.19,0,8.74,7.65,0,42.62,3.28,1.09,14.21,4.37,0,0,1.09,0,1.09,0,2.19,0,41.53,2.19,0,3.28,69.94,0,3.28,2.19,0,1.09,7.65,0,0,0,0,0,6.56,0,0,3.28,1.09,0
108-118,0,0,0,0,11.49,5.36,1.53,37.53,1.53,0.77,16.85,1.53,0,0.77,6.13,2.3,3.06,0.77,0,1.53,32.17,0.77,0.77,6.89,89.62,1.53,1.53,1.53,0,0.77,2.3,0,0,0.77,0,0,2.3,0.77,0.77,1.53,0.77,0
120,0,0,0,0,17.64,7.84,0,45.08,1.96,1.96,7.84,1.96,0,0,1.96,0,0,1.96,0,0,27.44,0,0,9.8,72.51,0,1.96,3.92,0,0,11.76,0,0,0,0,0,5.88,0,0,1.96,0,0
