stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,0,23,1,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,2,0,3,0,3,1,0,2,1,0,0,0,0,0
 24-34,0,0,0,32.83,0,0,0.82,0,2.46,0,0.82,0,9.85,0.82,0,0,0,0,0.82,1.64,1.64,0,0,1.64,21.34,0,0,0,0,0,4.1,0,0,0,0.82,0.82,4.93,0,0,0.82,0,0
 36-46,0,0,0,8.86,0,0,0,0,1.61,0,0,0,3.22,0.81,0,0,0,0.81,0,0,0.81,0,0,0,8.86,0,0.81,0,0,0,4.03,0.81,0,0,0,0,2.42,0,0,0,0,0
 48-58,0,0,0,0.57,0,0,3.44,0,0,0,1.15,0,5.16,0,0,0,0,0,0,0,2.3,0,0,0,12.62,0,0,0,0,0,2.3,0,0,0,0,0,0.57,0,0,0,0,0
 60-70,0,0,0,0.98,0,4.91,6.87,0,0,0,0.98,0,1.96,0,0,0,0,0,1.96,0,11.78,0,0,0,33.37,2.94,0,0,0,0,0,0.98,0,0,0,0,0.98,0,0,0,0,0
 72-82,0,2.94,0,25.52,14.72,70.68,122.71,0.98,2.94,4.91,37.3,7.85,1.96,5.89,3.93,4.91,2.94,0.98,6.87,0,101.11,2.94,1.96,9.82,326.89,1.96,6.87,5.89,0,0,22.58,0,0,0,0,0,17.67,3.93,3.93,22.58,8.83,4.91
 84-94,0,1.06,0,30.8,28.68,149.75,88.15,1.06,6.37,4.25,33.99,0,0,1.06,3.19,5.31,3.19,3.19,7.43,2.12,75.4,3.19,3.19,11.68,213.47,0,2.12,4.25,0,1.06,57.35,0,0,1.06,1.06,0,19.12,2.12,2.12,10.62,2.12,3.19
 96-106,0,15.3,2.19,320.2,237.15,314.74,754.06,25.14,49.18,33.88,265.56,80.87,0,25.14,109.28,43.71,13.11,38.25,109.28,7.65,671.01,36.06,40.44,77.59,1258.96,18.58,60.11,66.66,0,13.11,523.47,1.09,0,10.93,8.74,0,53.55,32.79,27.32,150.81,34.97,20.76
108-118,0.77,15.32,3.06,436.6,163.15,650.3,1185.71,29.87,101.11,53.62,383.75,94.21,0,15.32,115.66,47.49,70.47,29.87,127.92,37.53,1001.88,30.64,31.4,152.43,2552.19,33.7,39.06,62.04,0.77,21.45,697.03,0,0,13.02,16.85,0,73.53,28.34,21.45,125.62,33.7,100.34
120,0,5.88,1.96,317.49,180.3,295.93,685.92,19.6,56.83,48.99,317.49,66.63,0,11.76,111.71,25.48,35.28,33.32,64.67,3.92,689.84,13.72,23.52,103.87,1965.67,31.36,35.28,50.95,0,13.72,282.21,1.96,0,7.84,7.84,0,52.91,19.6,17.64,105.83,31.36,29.4
