stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,197.67,5297.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,386.17,4768.86,6.13,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,128.72,12.26,0,0,36.78,0,91.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,89.38,55.2,149.84,0,0,0,199.78,0,0,0,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,1974.16,102.52,0,0,796.5,0,13.14,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,47.2,116.44,0,0,0,144.76,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,1412.99,84.97,0,0,619.95,0,6.29,18.88,3.15,62.94,0,0,0,0,0,0,0,0
 14-21,0,0,10,132,35,0,78,0,0,0,19,7,2,3,0,5,1,1,2,0,82,0,0,58,652,30,0,10,26,0,12,1,115,9,9,165,248,0,0,5,0,2
 24-34,0,0,6.57,70.59,7.39,0,105.89,0,8.21,3.28,27.09,0.82,0.82,3.28,1.64,13.13,0,6.57,3.28,4.1,142.01,0.82,0,76.34,1136.06,13.95,4.93,18.06,0,0.82,41.04,0,3.28,7.39,4.93,41.86,265.14,0,0,34.48,0,4.1
 36-46,0,0,0,24.17,0.81,0,124.88,1.61,2.42,7.25,75.73,3.22,0,9.67,2.42,4.83,1.61,6.45,1.61,3.22,190.94,0.81,4.03,62.04,713.82,10.47,4.03,13.7,0,0.81,44.31,0,0,3.22,3.22,3.22,211.09,0,0.81,31.42,0,4.03
 48-58,0,0,0,20.66,0,0,56.23,1.15,5.16,9.75,96.4,1.15,2.3,3.44,4.02,2.87,3.44,6.89,1.15,1.72,193.95,2.3,2.3,35,188.21,3.44,2.87,9.18,0,0.57,28.12,0,0,2.3,1.72,0,82.63,0,1.72,14.92,0,4.59
 60-70,0,0,0,32.39,1.96,0,53,5.89,3.93,8.83,132.51,2.94,0.98,6.87,6.87,2.94,0.98,2.94,6.87,1.96,308.2,3.93,2.94,23.56,107.97,2.94,1.96,7.85,0,3.93,38.28,0,0,0.98,0,0,41.22,0,2.94,16.69,1.96,7.85
 72-82,0,0,0.98,34.36,9.82,0,44.17,1.96,2.94,15.71,126.63,4.91,0.98,3.93,9.82,5.89,2.94,11.78,0.98,0.98,348.49,3.93,8.83,30.43,83.44,4.91,1.96,4.91,0,0,49.08,0,0,3.93,0,0,12.76,1.96,10.8,30.43,1.96,7.85
 84-94,0,0,0,77.53,13.81,1.06,69.03,2.12,13.81,8.5,115.76,7.43,2.12,2.12,21.24,14.87,10.62,10.62,4.25,8.5,248.52,8.5,12.74,21.24,70.09,4.25,3.19,16.99,0,1.06,135.94,0,0,10.62,1.06,0,16.99,5.31,3.19,40.36,8.5,4.25
 96-106,0,0,0,64.48,12.02,0,61.2,4.37,16.39,7.65,93.98,16.39,0,7.65,21.86,6.56,5.46,4.37,3.28,4.37,205.46,6.56,9.84,29.51,75.41,5.46,6.56,15.3,0,2.19,120.21,0,0,8.74,1.09,0,6.56,6.56,9.84,36.06,8.74,5.46
108-118,0,0,0.77,81.19,11.49,6.13,36.77,1.53,13.79,13.02,88.85,15.32,0,3.06,25.28,13.02,10.72,4.6,4.6,2.3,183.07,5.36,9.19,23.74,78.13,4.6,3.06,11.49,0,4.6,95.75,0,0,4.6,3.06,0,3.83,6.13,4.6,22.21,6.13,6.13
120,0,0,0,72.51,9.8,1.96,27.44,7.84,27.44,9.8,70.55,29.4,0,0,23.52,5.88,3.92,11.76,9.8,1.96,131.31,0,9.8,13.72,80.35,11.76,3.92,15.68,0,0,76.43,0,0,7.84,0,0,1.96,7.84,5.88,37.24,9.8,1.96
