stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.62,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2,1,11,3,0,9,0,0,0,4,0,0,8,0,2,0,0,0,2,16,0,0,10,120,0,0,1,1,0,0,2,0,3,25,58,0,0,0,0,0
 24-34,0,1.64,0,10.67,0,0,15.6,0,1.64,2.46,9.85,0,0,2.46,0,0.82,0.82,1.64,0,2.46,32.83,0,0,9.85,453.11,4.1,4.93,3.28,0,0,1.64,0,0,0.82,10.67,132.98,0,0,0,0,0.82
 36-46,0,0.81,0,3.22,0.81,0,44.31,0,0,1.61,8.86,0,0,3.22,0,0,0,0,0,1.61,41.89,0,0,6.45,754.11,1.61,3.22,4.03,0,0,2.42,0,0,0,0,188.53,0,0,0.81,0,2.42
 48-58,0,0,0,2.3,0,0,109.6,0.57,0.57,5.16,26.4,0.57,0.57,1.72,0.57,0.57,2.3,0,0,1.72,35,0,0.57,2.3,932.43,1.15,3.44,2.87,0,0,4.02,0,0,0,0,189.36,0,0,1.72,0,1.15
 60-70,0,0,0,1.96,0.98,0,181.58,0.98,0.98,4.91,24.54,0,0,1.96,1.96,5.89,2.94,0,0,1.96,59.87,0,0,4.91,960.91,2.94,4.91,4.91,0,0.98,0.98,0,0,0,0,171.77,0.98,0,2.94,0,1.96
 72-82,0,0,0,6.87,0.98,0,223.82,0,0,6.87,39.27,0,0.98,0.98,0,1.96,8.83,1.96,1.96,4.91,85.4,0,0,4.91,716.61,0.98,3.93,7.85,0,0,1.96,0,0,0,0,112.89,2.94,1.96,2.94,1.96,2.94
 84-94,0,3.19,0,7.43,0,0,140.19,0,0,5.31,33.99,1.06,2.12,0,3.19,3.19,7.43,2.12,0,2.12,64.78,0,3.19,2.12,372.78,1.06,1.06,12.74,0,0,5.31,0,0,0,0,58.41,2.12,1.06,2.12,0,3.19
 96-106,0,2.19,0,8.74,1.09,0,148.63,0,1.09,1.09,25.14,1.09,0,0,2.19,6.56,6.56,1.09,0,0,39.34,1.09,3.28,0,308.18,0,9.84,24.04,0,0,3.28,0,0,0,0,25.14,1.09,3.28,5.46,1.09,2.19
108-118,0,0,0.77,13.02,0,0.77,94.21,0,0,1.53,26.04,0.77,0,0.77,0.77,1.53,10.72,0,1.53,4.6,37.53,0.77,0.77,1.53,354.64,0.77,3.06,10.72,0,0,2.3,0,0.77,0,0,22.98,1.53,0.77,3.83,0.77,3.06
120,0,1.96,0,9.8,1.96,0,103.87,0,1.96,1.96,19.6,1.96,0,5.88,0,1.96,5.88,0,3.92,1.96,39.2,0,1.96,3.92,372.36,3.92,3.92,5.88,0,0,3.92,0,1.96,0,0,19.6,0,0,0,1.96,1.96
