stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,28.92,5.26,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,25.18,0,3.15,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.73,9.44,0,0,56.65,0,3.15,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,31,54,14,0,11,0,1,0,7,12,0,0,0,1,0,0,0,0,26,0,0,26,123,4,0,1,3,0,5,0,28,7,23,82,0,0,2,0,1
 24-34,0,0,1.64,10.67,14.78,0,0,5.75,0,1.64,0,4.1,9.85,0.82,3.28,0,4.1,3.28,0,1.64,1.64,31.19,3.28,0,14.78,83.73,4.1,2.46,3.28,0,0,7.39,0,0,5.75,5.75,53.36,0,0,6.57,0,0.82
 36-46,0,0,2.42,1.61,3.22,0,0,6.45,0,0,3.22,10.47,4.03,0,1.61,0,0,0,2.42,3.22,0.81,30.62,0,0.81,13.7,39.48,0,5.64,1.61,0,0,3.22,0.81,0,6.45,0,33.84,0,0,3.22,0,0
 48-58,0,0,1.15,0,5.16,0,0,7.46,0,1.72,4.02,17.79,1.72,3.44,2.3,0,0.57,1.15,1.15,1.15,1.72,41.89,0.57,2.87,7.46,27.54,1.72,4.59,2.3,0,0.57,5.16,0,0,4.02,0,14.92,0,1.15,2.87,0,0
 60-70,0,0,1.96,0,9.82,0.98,0,6.87,0,0.98,9.82,52.02,13.74,3.93,1.96,0,0.98,0,2.94,2.94,1.96,110.91,0,1.96,14.72,29.45,2.94,6.87,0.98,0,0.98,1.96,0,0,3.93,0,12.76,0.98,6.87,2.94,2.94,0.98
 72-82,0,0,17.67,0,10.8,10.8,0,25.52,0,2.94,5.89,69.7,66.75,0,3.93,0.98,2.94,0,5.89,1.96,0,187.5,0.98,6.87,7.85,40.25,3.93,13.74,9.82,0,3.93,3.93,0,0,8.83,0,14.72,2.94,5.89,3.93,19.63,1.96
 84-94,0,0,13.81,1.06,13.81,10.62,4.25,24.43,0,3.19,12.74,40.36,97.71,3.19,4.25,0,3.19,3.19,2.12,6.37,2.12,124.26,2.12,13.81,7.43,38.23,7.43,13.81,6.37,0,2.12,5.31,0,0,12.74,0,10.62,1.06,9.56,6.37,25.49,2.12
 96-106,0,0,25.14,0,38.25,7.65,4.37,33.88,0,5.46,6.56,67.76,183.6,0,9.84,3.28,5.46,4.37,10.93,14.21,5.46,187.97,3.28,14.21,7.65,74.31,2.19,53.55,13.11,0,5.46,6.56,0,0,10.93,0,15.3,4.37,13.11,13.11,41.53,7.65
108-118,0,0,11.49,3.06,33.7,10.72,9.19,29.11,0,15.32,9.19,46.72,199.92,0,1.53,3.06,2.3,3.06,6.89,20.68,3.06,179.24,0,14.55,21.45,62.81,6.89,19.92,18.38,0,6.13,4.6,0,0,10.72,0,8.43,1.53,15.32,14.55,20.68,5.36
120,0,0,5.88,0,35.28,3.92,1.96,23.52,1.96,7.84,1.96,35.28,145.02,0,7.84,1.96,0,3.92,3.92,19.6,0,103.87,0,9.8,13.72,52.91,5.88,17.64,5.88,0,0,1.96,0,0,7.84,0,3.92,13.72,11.76,5.88,27.44,1.96
