stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,593.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0
  5-6,30.65,312.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,92,2.63,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,47.2,3.15,0,0,31.47,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,0,7,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,33,1,0,0,0,0,4,15,3,2,8,0,0,0,0,1
 24-34,0,0,0.82,0,7.39,0,0,5.75,0,0,0,1.64,0,0.82,0,0,13.13,0,0.82,0,0,4.1,2.46,0,0,48.43,0.82,4.1,0.82,0,0,10.67,0,0.82,1.64,9.03,0,0,1.64,0,0
 36-46,0,0,0,0,4.03,0,0,13.7,0,0,0,2.42,0,0,0,0,4.03,0,0,1.61,0,4.83,1.61,0,1.61,71.7,1.61,3.22,2.42,0,0,9.67,0,0,0,16.11,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,28.69,0,0,0,9.75,0,5.74,0.57,0,0.57,0,0.57,0.57,1.15,5.16,2.3,0.57,0,37.87,0,2.87,0.57,0,0,6.89,0,0,0,7.46,0,0,2.3,0,2.3
 60-70,0,0,0,0,0.98,0.98,0,34.35,0,1.96,0,23.56,0,1.96,0,1.96,7.85,0,0,0,0.98,10.8,6.87,0,0,55.95,0,9.82,1.96,0,0,12.76,0,0.98,0,13.74,0,0,0,0,0.98
 72-82,0,0,4.91,0,4.91,4.91,0.98,53.01,0,0,0.98,26.5,5.89,0.98,1.96,2.94,4.91,1.96,1.96,2.94,0.98,26.5,6.87,1.96,3.93,74.61,0,4.91,5.89,0,0.98,12.76,0,0.98,0,8.83,1.96,0.98,3.93,0,0
 84-94,0,0,0,0,11.68,4.25,0,44.61,0,2.12,1.06,15.93,11.68,0,0,7.43,7.43,2.12,4.25,0,2.12,14.87,0,0,4.25,28.68,0,1.06,5.31,0,1.06,50.98,0,0,0,5.31,3.19,1.06,3.19,0,0
 96-106,0,0,1.09,0,19.67,3.28,2.19,46.99,1.09,2.19,1.09,15.3,13.11,0,1.09,28.41,16.39,1.09,1.09,1.09,1.09,20.76,7.65,1.09,2.19,51.36,0,9.84,5.46,0,0,57.92,0,0,0,4.37,5.46,1.09,5.46,1.09,0
108-118,0,0,3.06,0,22.21,3.06,3.06,36.77,0,3.06,2.3,20.68,16.85,0,0.77,14.55,9.96,4.6,1.53,3.83,0,26.04,3.06,2.3,1.53,54.38,2.3,6.89,7.66,0,0,40.6,0,0,0,1.53,4.6,0.77,3.06,0.77,2.3
120,0,0,1.96,1.96,48.99,5.88,1.96,25.48,0,9.8,0,23.52,11.76,0,0,27.44,7.84,3.92,3.92,0,1.96,33.32,3.92,1.96,1.96,35.28,5.88,7.84,7.84,0,0,58.79,0,3.92,0,3.92,9.8,1.96,7.84,0,0
