stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,408.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.72,0,0,0,15.77,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.02,9.44,0,0,25.18,0,0,0,0,9.44,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,34,15,0,25,0,0,0,16,0,0,0,0,2,0,0,0,0,10,0,0,2,368,1,1,8,2,0,11,0,2,3,3,211,0,0,3,0,0
 24-34,0,0,0.82,0.82,4.93,0.82,0,55,0,0.82,1.64,25.45,0.82,1.64,0.82,0.82,6.57,0,0.82,1.64,1.64,18.88,0.82,0,2.46,1154.94,4.93,25.45,13.95,0,0,22.98,0,0,4.93,1.64,358.71,0,0,9.85,0,1.64
 36-46,0,0,0,0,2.42,0,0,144.21,0,0.81,0.81,87.82,1.61,0,3.22,0,4.03,0,0,0,0,18.53,0,0,5.64,2403.31,4.83,22.56,8.86,0,0,29,0,0,5.64,0,513.21,0,0,4.03,0,2.42
 48-58,0,0,1.15,0,10.33,1.15,0,532.49,0,4.02,1.15,222.64,1.15,1.15,1.72,0,1.72,0.57,1.15,4.59,1.72,44.18,0,2.3,6.89,3110.6,1.72,23.53,9.18,0,0,20.08,0,0,2.87,0,603.07,0,0,5.74,0,3.44
 60-70,0,0,0.98,0,14.72,0,0,1076.73,0,0.98,0,325.87,3.93,0,0,2.94,3.93,1.96,3.93,3.93,1.96,39.26,0,5.89,3.93,2978.92,1.96,20.61,17.67,0,0.98,11.78,0,0,13.74,0,437.76,0,0,1.96,0,3.93
 72-82,0,0,0.98,0,30.43,8.83,0,1124,0.98,0.98,7.85,470.22,5.89,0.98,4.91,2.94,4.91,1.96,1.96,6.87,0,91.29,1.96,6.87,7.85,2419.8,0,24.54,32.39,0,0.98,11.78,0,0,6.87,0,240.51,5.89,3.93,8.83,2.94,7.85
 84-94,0,0,2.12,0,23.36,3.19,0,752.98,0,5.31,7.43,267.63,21.24,0,1.06,5.31,6.37,8.5,5.31,4.25,2.12,64.78,0,4.25,6.37,1062.04,1.06,16.99,27.61,0,0,15.93,0,0,26.55,0,139.13,18.05,1.06,10.62,3.19,2.12
 96-106,0,0,0,0,21.86,2.19,0,544.24,0,3.28,3.28,257.91,14.21,0,4.37,4.37,18.58,4.37,3.28,5.46,0,57.92,1.09,4.37,4.37,832.75,1.09,32.79,31.69,0,2.19,20.76,0,0,21.86,0,56.83,28.41,4.37,16.39,1.09,2.19
108-118,0,0,0.77,1.53,21.45,2.3,1.53,410.56,0,2.3,1.53,215.24,22.21,0,1.53,5.36,9.19,8.43,2.3,5.36,0,35.23,2.3,1.53,4.6,1062.39,0.77,25.28,20.68,0,0.77,10.72,0,0,22.21,0,36,29.11,0,7.66,0,0.77
120,0,0,1.96,0,17.64,5.88,0,344.92,0,1.96,7.84,199.9,29.4,0,5.88,7.84,7.84,5.88,3.92,0,1.96,47.03,0,0,7.84,930.9,0,21.56,21.56,0,0,11.76,0,0,7.84,0,62.71,9.8,3.92,1.96,7.84,0
