stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,465.85,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,21.03,0,0,13.14,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,199.78,2.63,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,6.29,0,0,25.18,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,245.46,0,0,0,69.23,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,21,8,8,0,1,0,4,1,0,1,0,1,0,0,1,0,9,0,0,4,108,2,0,2,1,0,3,14,0,1,10,31,0,0,1,0,1
 24-34,0,0,0.82,1.64,9.03,0.82,6.57,0,0,0,1.64,0,0,0.82,0,0.82,0,0.82,0.82,0,12.31,0,0.82,7.39,74.7,0.82,3.28,0.82,0,0,6.57,0,0,0,0,18.06,0,0,4.1,0,0
 36-46,0,0,0,0,4.83,0,12.89,0,0,1.61,2.42,0,0,0.81,0.81,0,0,0,0.81,0.81,14.5,0,0,4.03,39.48,0,3.22,0.81,0,0,4.03,0,0,0,0,6.45,0,0,4.03,0,0.81
 48-58,0,0,0,0,3.44,0,20.66,0,1.15,0.57,5.16,0.57,0.57,0,0,0,0.57,0,1.72,0.57,13.2,0,0,1.72,34.43,0,1.72,0.57,0,0,2.87,0,0.57,0,0,11.48,0,0.57,0.57,0,1.72
 60-70,0,0,0,0,1.96,0,28.46,0.98,1.96,0,8.83,0.98,0,0,0.98,0,0,0.98,0.98,0.98,9.82,0,0,1.96,30.43,0,1.96,0,0,0,2.94,0,0.98,0,0,3.93,0,0,0.98,0,0.98
 72-82,0,0,0,0,6.87,0,32.39,0,0,1.96,14.72,0.98,0,0,0,1.96,1.96,0.98,0,0,23.56,0,0.98,2.94,42.21,0,2.94,1.96,0,0.98,2.94,0,0,0,0,2.94,0,1.96,0.98,0,0
 84-94,0,0,1.06,0,7.43,0,35.05,0,1.06,1.06,7.43,0,0,0,3.19,1.06,1.06,1.06,0,1.06,18.05,2.12,2.12,2.12,22.3,0,6.37,4.25,0,0,14.87,0,1.06,0,0,1.06,0,0,0,0,3.19
 96-106,0,0,0,0,7.65,1.09,21.86,0,1.09,1.09,4.37,2.19,0,0,3.28,0,0,1.09,0,0,21.86,1.09,0,1.09,22.95,0,6.56,6.56,0,0,4.37,0,0,0,0,3.28,0,0,1.09,1.09,0
108-118,0,0,0,0,10.72,0,13.02,0.77,2.3,0,12.26,1.53,0,0,2.3,0,0,0.77,2.3,0,13.02,0,0,2.3,22.98,0,6.89,2.3,0,0.77,6.89,0,0,0,0,0.77,0.77,0,3.06,1.53,0.77
120,0,0,0,0,7.84,0,15.68,0,1.96,0,1.96,3.92,0,0,5.88,1.96,0,1.96,1.96,0,5.88,0,0,1.96,15.68,0,1.96,5.88,0,0,7.84,0,1.96,0,0,1.96,0,0,5.88,0,0
