stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,36.8,0,5.26,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,28.92,2.63,0,0,672.95,0,0,0,0,7.89,0,0,0,0,0,0,0,0
 10-12,0,113.29,0,72.38,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.97,15.73,0,0,1265.08,0,0,0,9.44,490.93,0,12.59,0,0,0,0,0,0
 14-21,0,4,0,2,22,98,5,0,1,0,7,2,0,0,0,1,0,0,0,0,106,0,0,132,485,1,1,1,54,0,0,0,1027,124,30,380,375,0,0,7,0,0
 24-34,0,0,0.82,0,7.39,5.75,14.78,2.46,4.1,0.82,7.39,0.82,0.82,10.67,0,3.28,0,0,0,3.28,91.94,0,0,126.41,705.94,0.82,2.46,0,0,0,4.1,0,2.46,2.46,5.75,74.7,211.78,0,0,11.49,0,0
 36-46,0,0,0,0,1.61,0.81,8.06,16.92,0.81,0.81,17.72,0,0,17.72,0.81,1.61,0,0,0,0,136.96,0.81,0,107.96,794.39,0,0.81,0.81,0.81,0.81,1.61,0,3.22,0.81,4.03,5.64,150.66,0,0,12.09,0,0
 48-58,0,0,0,0,3.44,0.57,52.22,10.9,1.72,5.16,36.15,0,0,12.05,2.3,0,0.57,0,0.57,0.57,144.03,0.57,1.15,140.58,603.07,0.57,2.3,0.57,0,0,3.44,0,1.15,0.57,9.18,0,144.6,0,0,6.89,0,2.3
 60-70,0,0,0,0,0.98,0,27.48,9.82,0.98,0.98,9.82,1.96,0,4.91,0.98,0,0,0,0,0,143.3,0,1.96,97.17,342.55,0,0,0,0,0,2.94,0,0,0,5.89,0,28.46,0,0,3.93,0,0
 72-82,0,0,0,0,7.85,3.93,49.08,3.93,2.94,4.91,21.6,0,0,9.82,0,0,0,0,0.98,0,230.69,0,0.98,117.8,224.8,0,0,1.96,0,0,3.93,0,0,0,5.89,0,12.76,0,0.98,9.82,3.93,3.93
 84-94,0,0,0,0,8.5,2.12,40.36,5.31,1.06,3.19,3.19,0,0,12.74,0,0,1.06,0,0,0,131.69,1.06,2.12,83.9,97.71,0,0,2.12,0,0,2.12,0,0,0,6.37,0,12.74,0,2.12,9.56,3.19,1.06
 96-106,0,0,0,0,12.02,1.09,39.34,5.46,1.09,2.19,9.84,2.19,0,8.74,3.28,0,2.19,2.19,1.09,0,153,1.09,3.28,100.54,95.08,0,1.09,3.28,1.09,0,2.19,1.09,0,0,4.37,0,3.28,1.09,0,12.02,3.28,2.19
108-118,0,0,0,0.77,7.66,0.77,18.38,10.72,1.53,4.6,4.6,0.77,0,3.83,1.53,0,0,0.77,0.77,0,131.75,0,0,90.38,105.7,0,0.77,0,0,0.77,1.53,0,0,0,5.36,0,2.3,0,0,10.72,1.53,1.53
120,0,0,0,0,3.92,1.96,19.6,11.76,3.92,3.92,0,0,0,5.88,0,0,0,0,3.92,0,97.99,0,0,68.59,127.39,0,0,0,0,1.96,0,0,0,1.96,5.88,0,0,1.96,0,11.76,1.96,0
