stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,3,2,0,0,0,1,0,0,0,1,91,0,0,0,0,0
 24-34,0,0,8.21,0,3.28,0,0,13.13,0,0,0,4.1,0,0,0.82,0,1.64,0.82,0,0,0,4.1,0,0,0.82,980.92,0.82,49.25,0,0,0.82,12.31,0,0,0.82,1.64,302.08,0,0,1.64,0,0.82
 36-46,0,0,4.03,0,3.22,0,0,43.51,0,0,0.81,11.28,0,0,0,0.81,0,0,0,0,3.22,8.06,0.81,0,4.83,2292.13,0.81,51.56,0,0,0,36.26,0,1.61,0,0,467.29,0,0,0.81,0,0
 48-58,0.57,0,5.16,0,12.62,1.15,0,234.11,0,0.57,2.3,35.58,0,0.57,2.3,0.57,0.57,0.57,0,0,1.72,29.84,0,1.72,4.59,3414.71,1.72,37.3,0,0,0,23.53,0,1.15,1.72,0,497.49,0,0,1.72,0,3.44
 60-70,0,0,2.94,0,15.7,1.96,0,680.19,3.93,0,4.91,56.93,0.98,0,1.96,1.96,0,1.96,0.98,0,0.98,43.19,0,0.98,4.91,4669.1,0,37.3,2.94,0,0,15.7,0,0.98,0,0,589.89,0,0,4.91,0.98,1.96
 72-82,0,0,8.83,0,39.27,8.83,0,1179.96,0,1.96,5.89,107,4.91,0.98,1.96,6.87,3.93,1.96,0,2.94,0,100.13,1.96,1.96,7.85,5078.14,0,63.81,1.96,0,2.94,16.69,0.98,0.98,0.98,0,361.25,4.91,2.94,13.74,1.96,7.85
 84-94,0,0,7.43,0,96.65,6.37,0,905.92,4.25,4.25,4.25,108.33,5.31,1.06,2.12,4.25,3.19,7.43,1.06,4.25,1.06,78.59,1.06,4.25,7.43,2775.1,0,53.1,4.25,0,0,42.48,0,1.06,1.06,0,183.73,5.31,5.31,4.25,2.12,1.06
 96-106,0,0,5.46,0,53.55,9.84,2.19,730.02,4.37,4.37,1.09,115.84,7.65,0,0,2.19,3.28,4.37,1.09,2.19,0,76.5,4.37,7.65,6.56,2411.91,1.09,84.15,4.37,0,0,29.51,0,3.28,2.19,0,90.71,0,2.19,3.28,3.28,7.65
108-118,0,0,9.96,0.77,36.77,6.89,2.3,587.49,1.53,2.3,3.06,71.23,3.06,0,0,2.3,3.06,4.6,3.83,4.6,0,39.06,1.53,1.53,6.89,2640.27,0.77,46.72,5.36,0,0,18.38,0,2.3,0,0,66.64,3.06,3.83,7.66,2.3,2.3
120,0,0,7.84,0,50.95,11.76,3.92,648.69,3.92,5.88,1.96,84.27,7.84,0,0,5.88,3.92,5.88,0,5.88,0,47.03,1.96,3.92,1.96,3635.4,1.96,60.75,3.92,0,0,15.68,0,0,1.96,0,99.95,1.96,1.96,13.72,0,3.92
