stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,737.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,496.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,34.17,0,0,55.2,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,320.7,10.51,0,0,144.58,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,22.03,0,0,44.06,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,292.67,18.88,0,0,100.7,0,3.15,6.29,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,27,2,14,0,0,0,4,2,0,1,0,1,0,0,0,0,10,0,0,7,117,9,1,1,3,0,5,0,20,1,1,23,47,0,0,3,0,0
 24-34,0,0,0,0,12.31,0,22.16,0,2.46,0,2.46,0,0.82,0,0,0.82,0,0.82,0,0,15.6,1.64,0,7.39,212.6,1.64,3.28,0.82,0,0,8.21,0,0.82,0.82,0,3.28,46.79,0,0,4.93,0,0
 36-46,0,0,0,0,1.61,0,49.95,0,0,0,12.09,0,0,0.81,0,0,0.81,0.81,0.81,0,31.42,0.81,0.81,8.86,285.21,0.81,4.83,1.61,0,0,4.83,0.81,0,0.81,0,0,82.18,0,0,2.42,0,2.42
 48-58,0,0,0,0,2.3,0,49.92,0.57,0.57,0.57,11.48,0.57,0,0,0,0.57,0,0,0.57,0.57,23.53,0,2.3,4.02,189.36,1.15,0,1.15,0,0,5.16,0,0,0,0,0,35.58,0,0,1.15,0,3.44
 60-70,0,0,0.98,0,2.94,0,119.75,0,0,1.96,18.65,1.96,0,0.98,0,0,0,0,0.98,0,51.04,0,3.93,2.94,249.31,0.98,3.93,1.96,0,0,4.91,0,0,0,0,0,33.37,0.98,1.96,0.98,0,1.96
 72-82,0,0,2.94,0,3.93,0.98,92.28,0,0.98,1.96,20.61,1.96,0,0,0,0,0,0,0,0,55.95,0,0,3.93,183.57,0.98,4.91,0.98,0,0,3.93,0,0,0,0,0,20.61,0,0.98,5.89,1.96,0
 84-94,0,0,2.12,0,6.37,1.06,61.6,1.06,1.06,1.06,13.81,4.25,0,0,3.19,2.12,1.06,1.06,1.06,0,39.3,1.06,3.19,1.06,112.58,0,4.25,4.25,0,1.06,20.18,0,0,0,0,0,12.74,0,2.12,2.12,1.06,1.06
 96-106,0,0,1.09,0,8.74,1.09,63.39,2.19,0,0,27.32,4.37,0,0,3.28,2.19,1.09,1.09,0,0,20.76,0,3.28,2.19,80.87,1.09,4.37,5.46,0,0,12.02,0,0,1.09,0,0,2.19,0,1.09,1.09,1.09,1.09
108-118,0,0,0.77,0.77,11.49,1.53,34.47,0,2.3,1.53,22.21,2.3,0,0.77,0.77,2.3,3.83,0.77,1.53,2.3,24.51,0.77,0.77,5.36,117.96,0.77,3.06,3.83,0,0,13.02,0,0,0.77,0,0,3.06,0,0.77,1.53,1.53,3.06
120,0,0,1.96,0,5.88,0,21.56,1.96,1.96,0,7.84,1.96,0,0,3.92,0,0,0,0,0,23.52,0,0,3.92,76.43,0,0,0,0,0,9.8,0,0,0,0,0,1.96,0,0,0,0,0
