stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,975.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1195.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,24.52,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,0,39.43,0,0,73.6,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,599.35,26.29,0,0,241.84,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,28.32,0,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,459.46,31.47,0,0,179.38,0,0,0,0,28.32,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,2,35,3,10,0,0,0,4,2,0,1,0,0,0,1,0,0,15,0,0,11,141,11,0,4,6,0,4,1,21,1,2,20,70,0,0,1,0,0
 24-34,0.82,0,0.82,0,8.21,0.82,27.91,0,1.64,0.82,5.75,0,0.82,0.82,0,1.64,0,0,0.82,0.82,19.7,0.82,0.82,8.21,269.24,3.28,0,2.46,0,0,11.49,0,0,1.64,0,4.1,59.92,0,0,4.1,0,0
 36-46,0,0,0,0,5.64,0,38.67,0,0,0,6.45,0,0,0.81,0,0,0.81,0,0,0.81,37.87,0.81,0,9.67,255.4,0.81,0,0.81,0,0,12.09,0,0,0.81,0,0,70.09,0,0,2.42,0,0.81
 48-58,0,0,0,0,4.02,0.57,88.37,0,2.3,2.3,23.53,0,0,0.57,1.15,0.57,0,0.57,0,0,41.31,0,0.57,5.16,206,0.57,2.3,0.57,0,0,9.75,0,0,0.57,0,0,41.31,0,0,1.72,0,2.3
 60-70,0,0,0,0,6.87,0,87.36,2.94,1.96,0.98,12.76,0,0,0.98,0.98,0.98,0,2.94,0.98,0,24.54,0,0.98,5.89,218.88,0.98,0.98,1.96,0,0,3.93,0,0,0,0,0,22.58,0,0,2.94,0,0
 72-82,0,0,0,0,5.89,0.98,82.46,0,0.98,2.94,29.45,0.98,0.98,0,0.98,0.98,1.96,1.96,0,0,61.84,0,0.98,11.78,169.83,0,0,3.93,0,0.98,4.91,0,0,0,0,0,9.82,0.98,0.98,4.91,2.94,1.96
 84-94,0,0,0,0,11.68,0,73.28,1.06,0,3.19,14.87,3.19,0,0,0,1.06,1.06,1.06,1.06,0,32.92,1.06,2.12,7.43,87.09,1.06,3.19,2.12,0,1.06,15.93,0,0,0,0,0,10.62,1.06,1.06,6.37,2.12,1.06
 96-106,0,0,0,0,7.65,2.19,37.16,0,4.37,0,12.02,2.19,0,0,1.09,2.19,3.28,0,1.09,0,28.41,0,0,2.19,63.39,0,6.56,4.37,0,0,7.65,0,0,1.09,0,0,4.37,1.09,0,12.02,2.19,0
108-118,0,0,0,0,10.72,0,37.53,0,2.3,0.77,13.02,2.3,0,0,2.3,0,1.53,0.77,1.53,0,21.45,0.77,0.77,4.6,85.02,0,2.3,3.06,0,0,18.38,0,0,0,0,0,3.83,0,0,5.36,0,0.77
120,0,0,0,0,15.68,0,17.64,0,0,0,19.6,1.96,0,0,0,3.92,3.92,0,1.96,0,21.56,0,0,3.92,86.23,1.96,3.92,1.96,0,1.96,9.8,0,0,0,0,0,3.92,0,1.96,9.8,1.96,0
