stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,22.03,0,0,0,3.15,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,141.61,3.15,0,0,18.88,0,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,18,0,0,269,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,0,2,260,0,0,0,1,0,5,0,1,0,1,5,17,0,0,0,0,1
 24-34,0,0,0,6.57,0,0,260.21,0,0,0,4.1,0,0,1.64,0.82,1.64,3.28,0,0,0.82,12.31,0,0,8.21,407.97,0,1.64,0.82,0.82,0,37.76,0,0,1.64,0,0.82,19.7,0,0,0.82,0,4.93
 36-46,0,0,0,2.42,0,0,232.84,0,0,0,8.86,1.61,0,0,1.61,0,0.81,0,0.81,4.03,12.89,0,0,3.22,315.82,0,0,0.81,0,0,39.48,0.81,0,0.81,0,0,29.81,0,0,1.61,0,7.25
 48-58,0,0,0,5.74,0,0,774.06,0.57,1.15,0,35,2.87,1.15,3.44,1.72,1.72,3.44,0,0,14.35,21.8,1.15,0.57,5.74,532.49,0,0.57,0,0,0,51.64,0,0,1.15,1.15,0,29.84,0,0.57,2.3,0.57,16.07
 60-70,0,0,0,5.89,1.96,0,2498.95,0.98,2.94,1.96,73.61,3.93,0,5.89,1.96,2.94,3.93,1.96,0,1.96,36.32,0,1.96,4.91,1158.2,0,0.98,0.98,0,1.96,92.26,0,0,2.94,1.96,0,45.15,2.94,2.94,3.93,0,7.85
 72-82,0,0.98,0,32.39,8.83,0,2767.3,2.94,5.89,6.87,131.54,7.85,0,1.96,7.85,4.91,6.87,0,2.94,2.94,89.33,1.96,0.98,13.74,1158.36,1.96,7.85,4.91,0,5.89,92.28,0,0,2.94,0,0,41.23,5.89,4.91,13.74,1.96,10.8
 84-94,0,0,0,48.85,10.62,1.06,1622.79,2.12,9.56,3.19,125.32,12.74,0,6.37,7.43,7.43,13.81,1.06,0,6.37,72.22,4.25,9.56,8.5,612.8,1.06,2.12,5.31,0,0,267.63,0,0,3.19,2.12,0,33.99,12.74,5.31,5.31,6.37,4.25
 96-106,0,0,0,51.36,10.93,1.09,1269.89,3.28,6.56,2.19,104.91,7.65,0,2.19,19.67,3.28,7.65,2.19,4.37,2.19,86.33,2.19,5.46,15.3,473.2,0,7.65,5.46,0,4.37,266.65,0,0,3.28,2.19,0,13.11,22.95,2.19,20.76,6.56,6.56
108-118,0,0.77,0.77,62.04,13.02,7.66,975.07,4.6,14.55,5.36,87.32,13.79,0,2.3,11.49,10.72,13.79,0.77,3.83,10.72,98.04,4.6,3.06,13.02,565.28,1.53,5.36,3.06,0,3.83,248.94,0,0,3.06,1.53,0,8.43,13.02,1.53,18.38,3.83,9.96
120,0,0,0,52.91,23.52,5.88,656.53,7.84,15.68,3.92,96.03,29.4,0,7.84,17.64,9.8,9.8,0,1.96,3.92,84.27,7.84,7.84,23.52,515.42,1.96,9.8,5.88,0,0,119.55,0,0,3.92,3.92,0,15.68,15.68,1.96,15.68,3.92,3.92
