stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.89,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,26.29,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,0,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,144.76,3.15,0,0,37.76,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,1,6,90,4,0,19,0,1,0,4,0,2,5,0,1,0,0,2,0,21,0,0,18,276,60,2,1,1,0,7,2,44,2,57,328,105,0,0,1,0,0
 24-34,0,0,16.42,33.66,13.13,0,33.66,0.82,1.64,0.82,4.93,8.21,1.64,6.57,0.82,6.57,0,0,5.75,0,24.63,2.46,0,16.42,493.33,4.93,10.67,9.85,0,0.82,7.39,0,0.82,4.1,17.24,51.71,146.11,0,0,3.28,0,0
 36-46,0,0,1.61,14.5,4.03,0,47.53,1.61,2.42,0.81,14.5,8.86,0,3.22,0,1.61,0.81,0,2.42,0.81,13.7,0,0,8.06,689.65,0,14.5,4.83,0,0,10.47,0,0,1.61,2.42,2.42,161.13,0,0,2.42,0,0
 48-58,0,0.57,0.57,9.75,12.05,0,138.29,2.3,1.72,0.57,26.4,17.21,0.57,0,0,2.3,0,2.3,1.15,1.15,14.35,0.57,0.57,8.61,752.83,2.3,12.05,5.74,0,0,5.16,0,0,1.72,4.59,0,161.81,0,0,0.57,0,0.57
 60-70,0,0,0,16.69,20.61,0,349.42,8.83,6.87,0,47.11,11.78,0,1.96,0.98,3.93,0.98,6.87,1.96,0,22.58,3.93,0,7.85,1152.31,0,13.74,7.85,0,0,4.91,0,0,0.98,6.87,0,142.32,0,0.98,2.94,0.98,0.98
 72-82,0,3.93,0.98,31.41,58.9,0,522.24,7.85,2.94,0.98,73.62,51.05,0.98,0.98,1.96,1.96,0.98,11.78,1.96,0,53.01,2.94,0.98,5.89,977.74,0.98,24.54,21.6,0,0,4.91,0.98,0,1.96,0.98,0,91.29,1.96,0.98,2.94,0.98,2.94
 84-94,0,3.19,0,59.47,40.36,1.06,363.22,4.25,4.25,2.12,54.16,61.6,1.06,1.06,2.12,8.5,2.12,11.68,0,0,31.86,7.43,0,3.19,490.66,0,15.93,31.86,0,1.06,16.99,0,0,8.5,2.12,0,33.99,1.06,1.06,6.37,3.19,0
 96-106,0,4.37,0,64.48,49.18,1.09,291.79,7.65,13.11,1.09,49.18,43.71,0,0,3.28,3.28,0,30.6,4.37,0,33.88,7.65,0,5.46,431.67,0,29.51,33.88,0,0,24.04,2.19,0,2.19,1.09,0,32.79,4.37,4.37,2.19,1.09,1.09
108-118,0,0.77,0.77,55.15,28.34,4.6,202.21,3.83,13.02,2.3,42.89,19.92,0,0.77,0,7.66,0,16.09,4.6,0.77,34.47,5.36,0,5.36,444.26,0.77,9.19,24.51,0,0.77,12.26,0,0,6.13,3.06,0,18.38,3.83,0,4.6,2.3,4.6
120,0,3.92,1.96,60.75,43.12,0,266.53,5.88,5.88,0,54.87,21.56,0,1.96,1.96,7.84,1.96,11.76,0,0,19.6,3.92,1.96,9.8,533.06,1.96,23.52,27.44,0,0,13.72,0,0,1.96,1.96,0,15.68,1.96,0,7.84,0,3.92
