stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,0,0,0,0,2.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,22.03,0,9.44,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.83,12.59,0,0,25.18,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,430,21,0,108,0,0,0,0,0,4,0,0,1,0,0,0,0,52,0,0,41,103,0,0,0,0,0,26,7,0,51,12,88,0,0,0,0,0
 24-34,0.82,0,0,0.82,82.91,1.64,0,247.08,0,0.82,0,1.64,0,0.82,0,0,0.82,0,0.82,2.46,0,80.44,0,0,13.95,186.33,0,5.75,0,0,0,39.4,0,0.82,38.58,1.64,150.22,0,0,3.28,0,0
 36-46,0,0,0,0.81,18.53,0,0,165.97,1.61,0,0,3.22,0,0,0,0,0,0,0,0,0,100.71,0,0,33.84,229.62,0.81,0.81,0,0,0,34.64,0,0,41.89,0,140.19,0,0,0.81,0,0
 48-58,0,0,0,0,17.79,0.57,0,138.29,4.02,0.57,0,10.9,0,0.57,0,0,0,0.57,0,0,1.15,113.04,0.57,1.15,72.3,246.74,1.15,1.72,0,0,0,14.92,0,0,24.67,0,61.97,0,0,1.15,0,0
 60-70,0,0,0,0,14.72,0,0,107.97,23.56,0,0.98,9.82,0,0,0,0,0,0,0,0,0,112.88,0.98,0.98,48.09,187.47,0,0,0.98,0,1.96,8.83,0,0,12.76,0,16.69,2.94,0,0.98,0,0.98
 72-82,0,0,0,0,20.61,3.93,0,114.85,28.47,0,0,17.67,0,0,0,0,0,0,0.98,0.98,0,198.3,0,0.98,107.98,151.18,0,0.98,0,0,1.96,9.82,0,0,2.94,0,2.94,4.91,0,0.98,0,1.96
 84-94,0,0,1.06,0,31.86,3.19,0,126.38,28.68,0,0,10.62,3.19,0,0,1.06,0,0,0,1.06,0,167.8,0,1.06,88.15,103.02,0,2.12,1.06,0,0,14.87,0,0,10.62,0,5.31,15.93,2.12,2.12,1.06,1.06
 96-106,0,0,0,0,43.71,7.65,2.19,127.86,42.62,1.09,0,13.11,6.56,0,1.09,2.19,1.09,0,1.09,0,0,222.94,0,0,84.15,97.26,1.09,1.09,2.19,0,2.19,15.3,0,0,8.74,0,5.46,10.93,1.09,2.19,0,0
108-118,0,0,0,0,22.21,1.53,0,104.94,29.87,0.77,0,6.89,0.77,0,0,3.83,0,0.77,0,3.06,0,225.96,0,0,102.64,96.51,0,0.77,0,0,3.83,10.72,0,0.77,4.6,0,0.77,9.19,0,3.06,0.77,0
120,0,0,1.96,0,19.6,1.96,1.96,94.07,27.44,1.96,0,3.92,1.96,0,0,0,0,0,0,3.92,0,168.54,0,0,101.91,103.87,0,0,0,0,0,7.84,0,0,1.96,0,9.8,0,0,0,0,0
