stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,15.77,0,36.8,0,0,70.98,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,383.79,18.4,0,0,107.78,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,28.32,0,3.15,50.35,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,3.15,808.77,34.62,0,0,254.9,0,3.15,3.15,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,65,4,12,0,2,0,2,2,0,2,0,1,0,0,0,4,24,0,0,35,243,33,2,3,6,0,32,0,23,0,3,80,115,0,0,0,0,0
 24-34,0,0,1.64,0.82,24.63,1.64,16.42,0,12.31,0,4.93,2.46,0,0.82,0,0,0,1.64,0,9.85,48.43,0,0,31.19,436.7,16.42,9.85,7.39,0,0,71.41,0,0,0,2.46,9.03,128.87,0,0,6.57,0,4.93
 36-46,0,0,0.81,0,4.83,0,65.26,0,3.22,2.42,24.17,0,0,1.61,0,0,0,0,0,10.47,71.7,0.81,0,29.81,781.5,7.25,3.22,2.42,0,0,56.4,0,0,0,0.81,0,180.47,0,0,1.61,0,1.61
 48-58,0,0,0,0,6.89,0,194.52,0.57,9.75,1.15,49.92,0,0,1.72,1.15,0,2.87,1.15,0.57,14.35,121.07,0.57,0.57,25.25,905.46,4.59,5.16,9.75,0,0,18.94,0,0,0,0.57,0,191.08,0,0.57,2.3,0,6.31
 60-70,0,0,0,0,9.82,0,296.42,1.96,5.89,0,45.15,0,0,0,0.98,0.98,13.74,0.98,0,3.93,108.95,1.96,0.98,10.8,738.1,10.8,4.91,9.82,0,1.96,25.52,0,0,0,1.96,0,107.97,0,0,0.98,0,7.85
 72-82,0,0,1.96,0,11.78,0.98,356.34,0,4.91,2.94,116.82,0.98,0,0.98,0.98,1.96,10.8,3.93,0,3.93,186.52,0.98,0.98,12.76,768.64,1.96,5.89,24.54,0,0,10.8,0,0,0,1.96,0,56.94,1.96,2.94,0.98,0.98,4.91
 84-94,0,0,1.06,0,10.62,4.25,291,1.06,9.56,3.19,54.16,4.25,0,0,1.06,5.31,9.56,0,0,13.81,109.39,0,2.12,21.24,354.72,5.31,3.19,26.55,0,0,40.36,0,0,0,1.06,0,35.05,0,1.06,1.06,2.12,5.31
 96-106,0,0,0,0,9.84,0,213.11,3.28,6.56,0,71.04,2.19,0,0,1.09,2.19,8.74,0,0,12.02,100.54,1.09,2.19,8.74,332.23,3.28,7.65,26.23,0,3.28,27.32,0,0,0,2.19,0,18.58,1.09,7.65,0,1.09,6.56
108-118,0,0,0.77,0,13.02,1.53,158.55,2.3,8.43,3.83,47.49,3.83,0,0,2.3,0,12.26,0,0.77,16.85,78.89,1.53,0.77,9.96,369.96,5.36,3.83,23.74,0,0,19.92,0,0,0,1.53,0,10.72,1.53,1.53,1.53,2.3,8.43
120,0,0,0,0,5.88,0,162.66,0,7.84,3.92,41.16,1.96,0,1.96,0,1.96,7.84,0,0,5.88,54.87,1.96,1.96,7.84,348.84,1.96,3.92,13.72,0,1.96,23.52,0,0,0,0,0,7.84,0,1.96,0,0,5.88
