stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,777.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,778.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,18.39,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,10.51,0,42.06,0,0,0,31.54,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,494.2,15.77,0,0,155.09,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,15.73,0,0,0,40.91,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,314.7,22.03,0,0,116.44,0,3.15,0,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,10,3,0,8,1,0,4,0,1,0,0,0,0,0,0,0,11,0,0,4,111,1,0,1,3,0,1,0,9,3,2,13,45,0,0,0,0,0
 24-34,0,0,0,0,1.64,0.82,0,16.42,2.46,0,5.75,0,0,0,0,0.82,0,0,0.82,0,13.95,0,0.82,11.49,187.16,1.64,5.75,0.82,0,0,3.28,0,0.82,0,0,3.28,54.18,0,0,0,0,0
 36-46,0,0,0,0,1.61,0,0,37.06,0,0,12.09,0,0.81,0,0,0,1.61,2.42,0,0,12.09,0,0,4.03,243.31,0,1.61,0,0,0,4.03,0,0,0,0,0,66.87,0,0,0,0,0
 48-58,0,0,0.57,0,2.3,0,0,67.71,0,0.57,12.62,0,0,0.57,0,0,0,0.57,0,1.15,12.05,0,0,2.87,162.39,1.72,1.15,1.15,0,0,1.72,0,0,1.15,0,0,35,0,0,2.87,0,0
 60-70,0,0,0.98,0,2.94,0.98,0,71.65,0,0,10.8,0.98,0.98,0.98,0,0,0.98,0,0,0,14.72,0.98,0.98,0.98,108.95,0.98,1.96,0.98,0,0,1.96,0,0,0,0,0,15.7,0,0,0,0,0
 72-82,0,0,0.98,0,1.96,0.98,0,54.97,0.98,0,18.65,0.98,0,1.96,1.96,0,0,0.98,0,0,18.65,0,0,0.98,75.59,0.98,0.98,0,0,0,1.96,0,0,0,0,0,7.85,0.98,0,2.94,0,0
 84-94,0,0,0,0,4.25,1.06,0,41.42,1.06,0,14.87,1.06,0,0,0,1.06,0,0,2.12,0,12.74,0,0,1.06,31.86,1.06,1.06,2.12,0,1.06,4.25,0,0,1.06,0,0,8.5,0,0,3.19,0,3.19
 96-106,0,0,0,0,4.37,0,0,25.14,0,0,8.74,1.09,0,0,3.28,0,0,0,0,1.09,14.21,1.09,1.09,2.19,31.69,0,0,1.09,0,0,8.74,0,0,0,0,0,2.19,0,1.09,1.09,0,1.09
108-118,0,0,0,0,2.3,0,0.77,19.15,0.77,0,6.13,3.06,0,0,3.06,1.53,0.77,0.77,0,0.77,13.79,0.77,0.77,0.77,36.77,0,3.06,1.53,0,0.77,2.3,0,0,0.77,0,0,0,1.53,0,1.53,0,0
120,0,0,0,0,9.8,0,0,7.84,3.92,0,7.84,0,0,0,5.88,0,0,0,0,0,15.68,0,0,3.92,56.83,1.96,1.96,0,0,1.96,11.76,0,0,0,0,0,0,0,0,3.92,1.96,0
