stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1,0,19,299,96,0,126,0,0,0,17,6,2,3,8,8,0,0,1,0,137,0,0,138,1382,54,26,17,25,0,104,0,254,26,0,219,380,0,0,18,0,1
 24-34,0,0,4.1,132.98,104.25,0,471.17,0,2.46,2.46,41.86,5.75,3.28,7.39,13.13,0.82,7.39,9.03,4.1,0.82,324.24,3.28,0.82,157.6,2309.89,47.61,42.68,28.73,0,0,221.63,0,1.64,10.67,0.82,29.55,563.93,0,0,50.89,0,6.57
 36-46,0,0,0,74.93,62.84,0,982.92,0,1.61,0.81,37.06,0.81,0,8.06,9.67,0.81,5.64,1.61,4.03,0,278.76,2.42,6.45,101.51,1455.84,15.31,27.39,12.09,0,0,81.37,0,0.81,6.45,0,0.81,320.66,0,0,26.59,0,10.47
 48-58,0,0,0.57,71.15,82.05,0,1166.55,0,2.3,3.44,47.63,2.87,0,9.75,14.35,0.57,8.03,2.87,2.3,0,331.66,1.72,12.62,72.3,767.18,11.48,11.48,17.79,0,0,29.84,0,0,2.3,0.57,0,114.76,0,0,24.67,0,2.87
 60-70,0,0,0,88.34,5.89,0,840.18,0.98,3.93,0,60.85,2.94,0,2.94,6.87,0,6.87,7.85,1.96,0,266.97,2.94,15.7,47.11,438.74,8.83,3.93,3.93,0,0.98,32.39,0,0,2.94,0,0,22.58,0.98,1.96,17.67,0,3.93
 72-82,0,0.98,0,89.33,9.82,0,360.27,0.98,0,0,90.31,17.67,0,6.87,26.5,2.94,7.85,2.94,5.89,0.98,314.13,0.98,16.69,42.21,374.99,1.96,15.71,11.78,0,0.98,13.74,0,0,2.94,0,0,10.8,3.93,0,32.39,0.98,1.96
 84-94,0,0,3.19,111.51,23.36,4.25,362.15,3.19,0,1.06,64.78,26.55,0,4.25,28.68,4.25,12.74,5.31,13.81,1.06,250.64,0,28.68,59.47,340.91,11.68,19.12,22.3,0,0,26.55,0,0,12.74,0,0,8.5,12.74,4.25,43.54,2.12,0
 96-106,0,1.09,1.09,108.19,31.69,2.19,291.79,0,2.19,1.09,74.31,39.34,0,9.84,55.74,5.46,4.37,3.28,15.3,0,163.93,1.09,9.84,38.25,327.85,12.02,17.49,30.6,0,1.09,29.51,0,0,9.84,0,0,8.74,8.74,1.09,54.64,3.28,1.09
108-118,0,0,2.3,78.89,58.98,3.06,288,0.77,3.83,2.3,85.79,23.74,0,2.3,43.66,3.06,8.43,2.3,13.79,0.77,130.21,0.77,13.02,40.6,448.85,13.02,18.38,27.57,0,0,22.98,0.77,0,12.26,0,0,6.89,10.72,0.77,42.89,0,0.77
120,0,1.96,0,43.12,62.71,1.96,243.01,0,5.88,0,68.59,5.88,0,5.88,37.24,3.92,7.84,3.92,3.92,0,131.31,0,5.88,41.16,405.68,3.92,11.76,21.56,0,1.96,19.6,0,0,1.96,0,0,7.84,3.92,0,37.24,1.96,0
