stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.03,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.15,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,3,0,1,0,0,0,4,0,0,1,0,2,0,0,2,0,4,0,0,1,22,67,1,0,0,0,26,2,24,1,1,19,0,0,2,0,0
 24-34,0,0,0,1.64,5.75,0.82,0,9.03,0.82,0.82,0,2.46,0,0.82,1.64,0.82,22.98,0,0.82,0.82,0,4.93,2.46,0.82,1.64,64.85,48.43,17.24,0.82,0,0,93.58,0,63.21,2.46,0.82,15.6,0,0,0,0,2.46
 36-46,0,0,0,0.81,3.22,0,0,7.25,0,0.81,0,4.03,0.81,0,8.06,0.81,17.72,0,0,2.42,0.81,7.25,2.42,1.61,4.03,75.73,36.26,8.86,0.81,0,0.81,115.21,0,34.64,1.61,0,15.31,0,0,0,0,0.81
 48-58,0,0,0,0,4.02,0,0,12.05,0,0.57,1.15,7.46,0.57,0,3.44,0.57,3.44,0,0.57,1.72,4.59,8.03,0,2.87,0.57,74.59,8.61,11.48,1.15,0,0,105.58,0,17.79,1.72,0,12.62,0,0,0,0,5.74
 60-70,0,0,0,0,5.89,0,0,36.32,0,4.91,0.98,17.67,0.98,0.98,2.94,4.91,8.83,0,2.94,0,3.93,23.56,0.98,1.96,0.98,165.88,11.78,9.82,6.87,0,0,96.19,0,27.48,1.96,0,20.61,0,0,0,0.98,2.94
 72-82,0,0,0,0,15.71,0.98,0.98,97.18,1.96,1.96,0,36.32,6.87,0.98,1.96,10.8,6.87,0,1.96,0.98,0.98,25.52,0.98,6.87,1.96,218.91,6.87,25.52,16.69,0,3.93,68.72,0,31.41,1.96,0,11.78,1.96,0.98,0,1.96,3.93
 84-94,1.06,0,0,0,37.17,1.06,0,92.4,0,4.25,2.12,24.43,14.87,2.12,1.06,13.81,10.62,0,0,2.12,5.31,14.87,2.12,4.25,2.12,117.89,11.68,13.81,15.93,0,1.06,291,0,64.78,0,0,12.74,0,0,0,4.25,6.37
 96-106,0,0,1.09,2.19,78.68,1.09,0,112.56,3.28,10.93,2.19,40.44,56.83,0,6.56,15.3,30.6,0,6.56,2.19,9.84,33.88,7.65,10.93,3.28,145.35,5.46,36.06,13.11,0,3.28,382.5,0,71.04,4.37,0,6.56,1.09,6.56,2.19,7.65,13.11
108-118,0,0,0.77,0.77,150.89,0,3.83,154.72,2.3,37.53,0.77,43.66,153.96,0,3.83,8.43,50.55,2.3,3.06,13.02,19.92,36,16.09,11.49,1.53,151.66,23.74,29.87,8.43,0,0,729.2,0,65.11,5.36,0,4.6,14.55,6.13,1.53,6.13,32.17
120,0,0,0,1.96,94.07,1.96,1.96,123.47,0,25.48,1.96,76.43,143.06,0,3.92,11.76,9.8,1.96,13.72,17.64,7.84,25.48,9.8,3.92,5.88,160.7,21.56,29.4,15.68,0,3.92,266.53,0,54.87,0,0,5.88,1.96,7.84,0,7.84,17.64
