stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,316.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.09,12.59,0,0,22.03,0,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,6,0,31,20,28,0,1,0,1,0,6,1,11,77,1,0,4,25,8,11,0,13,160,81,9,3,1,0,21,1,9,6,10,16,98,0,0,11,0,37
 24-34,0,0,4.93,1.64,18.88,45.97,87.01,0,3.28,0.82,9.03,0,4.1,5.75,34.48,165.81,0.82,0,4.1,105.07,26.27,36.12,0,7.39,659.97,13.95,41.86,9.03,0,0,55,0,0.82,13.95,0.82,3.28,209.32,0,0,50.07,0,119.02
 36-46,0,0,1.61,0,7.25,12.89,120.85,0,1.61,1.61,23.36,0,1.61,2.42,43.51,69.29,7.25,1.61,2.42,91.04,22.56,16.11,0,4.83,1102.96,12.09,54.79,4.83,0,0,37.06,1.61,0,7.25,0.81,0,266.68,0,0,22.56,0,63.65
 48-58,0,0,3.44,0,9.18,16.64,278.87,0.57,1.72,0.57,56.23,0.57,1.15,1.15,37.3,32.13,7.46,3.44,2.3,61.4,43.04,8.61,1.15,5.16,1172.86,5.74,33.28,10.33,0,0,34.43,0,0,5.74,0.57,0,227.23,0,0.57,18.94,0,68.86
 60-70,0,0,0.98,0,12.76,27.48,642.9,0,3.93,5.89,93.24,2.94,0.98,0,53,39.26,24.54,7.85,0.98,23.56,51.04,10.8,0.98,7.85,1841.34,2.94,40.24,12.76,0,0,60.85,0,0,9.82,3.93,0,228.69,0.98,1.96,16.69,0.98,44.17
 72-82,0,0,12.76,0.98,25.52,35.34,950.25,0.98,3.93,5.89,134.49,13.74,0.98,1.96,62.83,83.44,25.52,15.71,1.96,22.58,118.78,19.63,2.94,1.96,1861.23,1.96,63.81,35.34,0,2.94,67.73,0,0,14.72,0,0,134.49,3.93,2.94,27.49,8.83,37.3
 84-94,0,0,9.56,0,33.99,32.92,679.7,1.06,14.87,3.19,99.83,20.18,2.12,0,65.85,129.57,24.43,7.43,4.25,29.74,67.97,9.56,4.25,4.25,874.06,1.06,52.04,47.79,0,0,147.62,0,0,25.49,0,0,78.59,6.37,6.37,33.99,9.56,20.18
 96-106,0,0,1.09,0,69.94,41.53,601.07,2.19,8.74,4.37,104.91,41.53,1.09,1.09,80.87,151.91,28.41,32.79,5.46,28.41,74.31,18.58,7.65,2.19,884.11,5.46,95.08,49.18,0,3.28,206.55,0,0,26.23,1.09,0,28.41,18.58,5.46,39.34,4.37,17.49
108-118,0,0,3.83,0,45.19,41.36,399.83,0,9.19,3.83,69.7,25.28,0,0,65.11,109.53,25.28,9.96,4.6,28.34,47.49,6.89,3.06,3.06,1064.69,3.06,50.55,31.4,0,2.3,107.23,0,0,15.32,1.53,0,24.51,14.55,0.77,13.79,6.89,19.15
120,0,0,5.88,0,33.32,31.36,237.13,0,13.72,1.96,35.28,31.36,0,1.96,90.15,47.03,7.84,13.72,3.92,7.84,33.32,11.76,1.96,3.92,974.01,1.96,39.2,39.2,0,1.96,123.47,0,0,15.68,0,0,17.64,5.88,0,9.8,5.88,3.92
