stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,69.23,0,0,0,12.59,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,4,3,31,34,0,2,0,8,0,11,6,0,1,0,0,0,0,0,0,11,0,0,15,369,3,11,4,0,0,0,0,6,8,2,19,195,0,0,5,0,0
 24-34,0,0,4.93,0.82,72.24,5.75,0,10.67,0,31.19,0.82,30.37,4.93,0,0.82,0.82,0.82,0,2.46,8.21,3.28,29.55,0.82,0,23.8,1498.06,2.46,60.74,4.93,0,0,1.64,0,0,3.28,0,4.1,574.6,0,0,21.34,0,10.67
 36-46,0,0,2.42,0.81,25.78,0.81,0,78.96,2.42,8.86,4.03,66.06,1.61,0,0.81,0,0,0.81,0,7.25,3.22,45.12,0,2.42,22.56,2386.39,1.61,51.56,0,0,0,4.03,0,0,0.81,2.42,0,761.36,0,0,4.83,0,4.03
 48-58,0.57,0.57,2.3,0,28.69,3.44,0,458.47,2.87,9.18,6.31,166.4,0,0.57,1.72,1.15,1.15,1.72,1.15,10.33,9.18,113.04,1.15,0.57,21.8,3543.82,3.44,40.74,5.16,0,1.15,3.44,0.57,0,1.15,2.3,0,794.72,0,0.57,6.31,0,16.64
 60-70,0,0,1.96,0,42.21,0,0,1211.2,1.96,11.78,5.89,176.67,1.96,0,4.91,5.89,0,0.98,4.91,17.67,6.87,191.4,0,8.83,41.22,4579.78,1.96,37.3,13.74,0,1.96,8.83,0,0,2.94,0.98,0,689.03,4.91,3.93,10.8,0,13.74
 72-82,0,0,4.91,0.98,73.62,16.69,0,1614.83,1.96,5.89,15.71,295.48,7.85,0.98,5.89,4.91,1.96,3.93,4.91,18.65,5.89,387.76,1.96,14.72,48.1,4168.14,0.98,62.83,20.61,0,7.85,14.72,0,0,4.91,0,0,408.37,17.67,6.87,14.72,9.82,14.72
 84-94,0,0,5.31,0,93.46,9.56,2.12,984.51,3.19,6.37,9.56,223.03,11.68,1.06,6.37,6.37,5.31,10.62,7.43,49.92,11.68,213.47,1.06,16.99,31.86,2117.7,1.06,35.05,29.74,0,5.31,11.68,0,0,1.06,2.12,0,242.14,38.23,4.25,16.99,14.87,13.81
 96-106,0,0,5.46,0,75.41,15.3,3.28,732.21,1.09,3.28,7.65,208.73,13.11,0,6.56,7.65,3.28,5.46,12.02,27.32,2.19,225.13,1.09,9.84,20.76,1540.91,0,42.62,17.49,0,2.19,9.84,0,0,3.28,1.09,0,83.06,36.06,2.19,17.49,20.76,15.3
108-118,0,0,5.36,0.77,59.75,3.83,6.13,520.09,1.53,7.66,6.89,144,15.32,0,5.36,3.06,1.53,9.19,6.13,31.4,3.06,174.64,0.77,5.36,22.21,1617.71,3.06,29.87,13.79,0,8.43,5.36,0,0,0,0,0,70.47,45.19,2.3,16.09,12.26,13.02
120,0,0,11.76,0,72.51,5.88,1.96,593.82,1.96,19.6,3.92,246.93,13.72,0,3.92,7.84,3.92,11.76,7.84,41.16,1.96,225.38,1.96,17.64,39.2,2153.8,9.8,25.48,15.68,0,13.72,15.68,0,0,3.92,3.92,0,76.43,19.6,1.96,15.68,9.8,5.88
