stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32,13.14,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,3.15,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,138.47,47.2,0,0,53.5,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,56,15,0,19,0,0,0,6,0,2,1,0,11,0,2,1,1,30,0,0,25,174,20,3,1,3,0,17,17,4,6,49,58,0,0,11,0,1
 24-34,0,0,0,0.82,37.76,1.64,0,22.16,0,4.1,0.82,9.85,2.46,0,4.93,2.46,27.91,1.64,10.67,3.28,7.39,78.8,2.46,0,32.83,251.18,9.85,4.93,4.1,0,0,46.79,0,6.57,6.57,13.95,81.26,0,0,38.58,0,2.46
 36-46,0,0,0,0.81,14.5,0.81,0,22.56,3.22,1.61,6.45,10.47,1.61,0.81,0.81,0.81,11.28,1.61,7.25,0.81,5.64,93.46,0.81,2.42,25.78,207.06,6.45,4.03,3.22,0,0,41.09,0.81,1.61,2.42,1.61,68.48,0,0,19.34,0,7.25
 48-58,0,0,0,0,7.46,0.57,0,40.74,2.3,5.16,9.75,14.92,0.57,10.33,2.87,5.16,4.59,1.15,2.87,1.15,4.02,112.47,2.87,2.3,23.53,232.39,2.3,2.3,1.72,0,0.57,25.82,0,2.87,0.57,0,48.77,0,0.57,17.21,0,8.03
 60-70,0,0,0.98,0,27.48,0,0,81.47,6.87,0.98,3.93,29.45,1.96,7.85,3.93,3.93,3.93,4.91,2.94,0,5.89,159.99,4.91,0.98,14.72,322.92,1.96,6.87,3.93,0,0.98,33.37,0,0.98,1.96,0,39.26,0.98,1.96,7.85,0,7.85
 72-82,0,0,5.89,0,18.65,0,1.96,79.51,0,4.91,9.82,37.3,9.82,8.83,4.91,3.93,9.82,1.96,7.85,0,11.78,214.98,3.93,7.85,20.61,239.53,0,7.85,9.82,0,0.98,29.45,0,2.94,0,0,15.71,2.94,3.93,23.56,5.89,9.82
 84-94,0,0,2.12,0,27.61,0,0,55.23,0,6.37,7.43,26.55,13.81,13.81,4.25,22.3,19.12,5.31,8.5,1.06,11.68,163.55,12.74,3.19,18.05,120.01,4.25,7.43,3.19,0,0,125.32,0,6.37,1.06,0,3.19,7.43,4.25,15.93,1.06,6.37
 96-106,0,0,4.37,1.09,37.16,5.46,1.09,44.81,8.74,7.65,2.19,29.51,17.49,1.09,3.28,20.76,19.67,4.37,17.49,1.09,13.11,131.14,10.93,3.28,24.04,143.16,3.28,2.19,9.84,0,4.37,88.52,0,3.28,4.37,0,10.93,10.93,1.09,20.76,6.56,8.74
108-118,0,0,0.77,0,55.15,0.77,1.53,36.77,6.13,15.32,4.6,35.23,19.92,0,2.3,16.09,23.74,9.19,9.19,5.36,21.45,114.89,6.89,2.3,17.62,112.6,2.3,4.6,5.36,0,3.06,72.77,0,5.36,5.36,0,5.36,19.15,2.3,20.68,2.3,6.89
120,0,0,0,0,72.51,0,3.92,45.08,1.96,5.88,1.96,29.4,35.28,0,1.96,15.68,17.64,7.84,3.92,1.96,5.88,88.19,0,5.88,29.4,135.23,3.92,7.84,5.88,0,3.92,82.31,0,11.76,1.96,0,7.84,1.96,1.96,21.56,1.96,3.92
