stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,751.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,65.72,0,0,0,7.89,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,119.58,3.15,0,0,18.88,0,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,28,2,0,0,0,0,5,1,1,0,9,8,0,0,0,0,0
 24-34,0,0,0,0,0.82,1.64,0,9.03,0,1.64,0,2.46,0.82,0.82,0.82,0,0,0.82,0,0,0.82,4.1,0,0,2.46,83.73,0,0.82,0,0,0.82,16.42,0,0,0,0,18.88,0,0,3.28,0,1.64
 36-46,0,0,0,0,4.03,0,0,29.81,0.81,0,0.81,4.83,0,0,0.81,1.61,0,0,0,0.81,1.61,14.5,0.81,0,3.22,120.85,3.22,0,1.61,0,0,22.56,0,0,0,0,23.36,0,0,3.22,0,3.22
 48-58,0,0,0,0,3.44,0,0,72.3,1.72,0.57,2.87,16.64,0.57,0,0.57,0,0,0,0,0.57,0.57,27.54,0,0.57,5.16,168.12,2.3,1.15,0,0,0,12.05,0,0,0,0,45.33,0,0,4.02,0,0.57
 60-70,0,0,0,0,0,0,0.98,87.36,0.98,2.94,0,18.65,0,1.96,0,1.96,0.98,0.98,1.96,0,0,24.54,0.98,1.96,3.93,142.32,0,1.96,3.93,0,0,8.83,0,0,0,0,17.67,0,0,1.96,1.96,0
 72-82,0,0,1.96,0,11.78,2.94,0,125.65,0.98,1.96,3.93,28.47,2.94,0,0.98,1.96,0.98,0,0,0,0.98,73.62,0,0.98,2.94,197.31,4.91,5.89,1.96,0,0,14.72,0,0.98,0.98,0,13.74,0,0.98,7.85,3.93,2.94
 84-94,0,0,1.06,0,3.19,2.12,0,46.73,0,1.06,0,9.56,4.25,4.25,1.06,4.25,1.06,0,1.06,1.06,0,19.12,0,8.5,3.19,44.61,0,1.06,4.25,0,0,24.43,0,0,1.06,0,5.31,0,0,5.31,0,0
 96-106,0,0,0,0,12.02,3.28,0,42.62,3.28,3.28,0,13.11,5.46,0,1.09,6.56,5.46,3.28,0,1.09,0,32.79,1.09,0,2.19,43.71,0,2.19,0,0,0,17.49,0,2.19,0,0,2.19,0,0,3.28,2.19,1.09
108-118,0,0,0,0,9.19,0.77,3.06,26.81,0,2.3,0,6.89,3.06,0,0.77,0.77,0,0,2.3,2.3,0.77,13.79,0.77,0.77,2.3,40.6,1.53,0.77,3.83,0.77,0,13.79,0,0.77,0,0,0.77,0.77,0,3.06,1.53,0.77
120,0,0,0,0,11.76,0,1.96,25.48,1.96,0,0,5.88,1.96,0,0,3.92,7.84,0,0,1.96,0,11.76,1.96,0,1.96,50.95,1.96,0,0,0,1.96,23.52,0,1.96,0,0,0,1.96,0,3.92,0,0
