stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,9,82,14,0,15,0,0,0,11,6,0,1,0,3,0,0,1,0,35,0,0,20,291,15,3,3,10,0,22,0,56,5,3,46,134,0,0,3,0,0
 24-34,0,1.64,3.28,63.21,2.46,0,73.06,0,9.03,0.82,25.45,2.46,0,2.46,0,2.46,0,1.64,2.46,2.46,101.79,0.82,0.82,41.04,737.95,31.19,9.03,14.78,0,0,78.8,0,0,1.64,1.64,14.78,188.8,0,0,27.09,0,3.28
 36-46,0,0,0,22.56,1.61,0,110.38,0,3.22,4.03,36.26,0,0,6.45,0,3.22,0.81,0.81,1.61,0.81,109.57,0,2.42,31.42,797.61,29,3.22,5.64,0,0.81,55.59,0.81,0,0.81,1.61,0,189.33,0,0,15.31,0,3.22
 48-58,0,0,0,16.64,0,0,209.44,1.15,4.59,4.02,47.63,1.15,1.15,2.3,0.57,0.57,0,4.59,0,2.3,121.65,1.72,5.16,20.66,554.3,16.64,5.16,4.02,0.57,0,32.71,0,0,0.57,2.3,0,119.93,0,1.72,18.36,0,2.3
 60-70,0,0,0,28.46,0,0,236.55,1.96,8.83,6.87,74.6,2.94,0,0.98,0,0.98,1.96,5.89,0.98,0.98,207.1,0,2.94,21.59,502.54,11.78,4.91,4.91,0.98,0,39.26,0,0,2.94,1.96,0,77.54,0,0.98,14.72,3.93,0.98
 72-82,0,1.96,0,32.39,1.96,0,178.66,0,8.83,9.82,84.42,5.89,0.98,3.93,3.93,0.98,2.94,4.91,0.98,0.98,228.73,1.96,13.74,19.63,403.46,10.8,5.89,12.76,0,0.98,53.99,0,0,2.94,0.98,0,30.43,1.96,7.85,45.16,5.89,2.94
 84-94,1.06,2.12,0,69.03,0,0,115.76,3.19,14.87,5.31,52.04,12.74,3.19,8.5,6.37,5.31,4.25,3.19,2.12,1.06,129.57,1.06,7.43,15.93,182.67,20.18,2.12,5.31,0,3.19,96.65,0,0,1.06,1.06,0,22.3,2.12,3.19,29.74,4.25,8.5
 96-106,0,1.09,0,54.64,3.28,1.09,84.15,2.19,12.02,4.37,42.62,9.84,0,7.65,6.56,3.28,3.28,2.19,2.19,1.09,112.56,3.28,12.02,15.3,158.46,8.74,4.37,7.65,0,2.19,95.08,0,0,1.09,0,0,7.65,3.28,6.56,34.97,9.84,3.28
108-118,0,0,0,68.17,0.77,5.36,86.55,2.3,25.28,6.89,35.23,7.66,0,4.6,8.43,6.13,9.19,2.3,4.6,4.6,111.83,4.6,6.13,13.79,176.17,11.49,5.36,6.89,0,4.6,57.45,0,0,2.3,3.06,0,7.66,4.6,4.6,27.57,3.06,3.06
120,1.96,0,0,82.31,0,1.96,117.59,5.88,43.12,5.88,54.87,9.8,0,5.88,5.88,5.88,1.96,1.96,3.92,1.96,121.51,5.88,7.84,21.56,248.89,17.64,1.96,11.76,0,1.96,74.47,0,0,5.88,1.96,0,7.84,5.88,1.96,23.52,15.68,0
