stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,5.26,0,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,39.43,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.75,173.08,0,0,100.7,0,0,0,3.15,6.29,0,0,6.29,0,0,0,0,0
 14-21,0,0,2,33,322,7,6,0,0,0,84,3,2,0,0,1,0,0,2,2,143,1,0,169,1026,122,0,3,6,0,2,0,40,2,92,136,1104,0,0,1,0,0
 24-34,0.82,0,3.28,27.09,224.09,1.64,15.6,0,4.93,0,143.65,0.82,0,1.64,0,0,2.46,8.21,5.75,3.28,215.89,3.28,0.82,192.08,1604.77,11.49,0,0.82,0,0,8.21,0,3.28,4.93,22.16,15.6,1604.77,0,0,11.49,0,0.82
 36-46,0,0,1.61,1.61,54.79,0,20.95,0.81,4.03,1.61,87.82,0.81,0,2.42,0,2.42,0,0,0.81,0,174.83,0.81,6.45,70.09,1440.54,1.61,0.81,0,0,0,4.03,0.81,0,2.42,2.42,0.81,1463.1,0,1.61,1.61,0,0.81
 48-58,0,0,2.87,0.57,24.1,0.57,49.35,0.57,4.02,1.72,79.19,0,0.57,2.87,0,0,1.15,1.15,0,0.57,149.76,0.57,3.44,24.1,944.48,1.72,1.72,0,0,0.57,2.87,0,0,1.15,1.15,0,666.76,0,0.57,0.57,0,2.3
 60-70,0,0,0,0,10.8,0,21.59,0.98,1.96,2.94,67.73,0,0,0,0.98,0,0.98,0,0,0,106,0,4.91,14.72,428.93,0.98,0,0,0,1.96,0.98,0,0,0,1.96,0,179.62,0,9.82,0,0.98,0.98
 72-82,0,0,0.98,0,9.82,0,25.52,3.93,3.93,0.98,70.68,0,0,0,0,0.98,0,0.98,0.98,0,111.91,1.96,3.93,24.54,267.01,0,0,0,0,1.96,3.93,0,0,0,1.96,0,98.17,0.98,20.61,0.98,4.91,0.98
 84-94,0,0,1.06,0,24.43,0,25.49,4.25,2.12,5.31,67.97,0,0,0,1.06,1.06,1.06,0,0,0,73.28,0,4.25,9.56,173.11,0,0,0,0,1.06,19.12,0,0,0,3.19,0,31.86,1.06,21.24,2.12,4.25,0
 96-106,0,0,0,0,8.74,1.09,24.04,6.56,3.28,1.09,49.18,0,0,0,0,3.28,0,0,0,0,72.13,0,4.37,16.39,108.19,0,1.09,0,0,0,7.65,0,0,0,0,0,18.58,0,17.49,0,5.46,0
108-118,0,0,0,0,21.45,0,8.43,6.13,5.36,2.3,55.15,0,0,0.77,0.77,0.77,1.53,0,0.77,0,50.55,1.53,6.13,5.36,144,0,0,0,0,0,9.19,0,0,0,3.06,0,16.85,0.77,9.19,0,3.06,3.06
120,0,0,0,0,33.32,0,5.88,0,1.96,1.96,33.32,0,0,0,1.96,1.96,0,0,0,0,66.63,0,3.92,9.8,90.15,1.96,0,1.96,0,0,9.8,0,0,0,0,0,17.64,0,5.88,1.96,3.92,0
